simulation,OKC,LAL,PHX,UTA,MIL,MEM,CHI,POR,ATL,ORL,BOS,CHO,DAL,NYK,IND,GSW,LAC,NOP,SAC,HOU,BRK,TOR,PHI,DEN,MIN,WAS,MIA,SAS,CLE,DET
0,65,48,43,27,41,34,35,34,46,44,57,39,32,53,18,44,39,19,25,47,20,45,50,49,49,23,42,61,53,49
1,68,40,46,25,27,39,37,42,43,44,51,33,29,53,26,51,38,22,29,53,28,44,36,48,52,22,47,54,50,54
2,60,45,53,29,29,41,28,37,37,45,50,32,37,54,22,48,40,24,25,58,28,44,44,51,46,22,44,53,51,54
3,65,48,42,27,43,44,42,40,46,41,49,34,32,53,22,46,35,21,26,51,21,45,48,47,47,17,44,55,50,50
4,59,39,47,24,41,40,36,36,40,47,52,32,38,48,16,46,46,23,17,51,28,45,51,53,50,26,50,46,48,56
5,63,45,43,24,32,40,40,41,37,48,56,33,23,50,20,47,43,21,28,52,33,44,40,53,56,22,40,54,54,49
6,66,50,43,23,36,34,34,43,43,41,51,35,35,53,16,47,38,19,30,56,23,43,41,54,49,19,47,52,49,61
7,64,46,44,27,35,41,37,41,43,42,51,39,36,47,21,45,43,16,27,55,24,46,41,49,52,21,39,52,51,56
8,68,48,40,24,36,32,38,40,45,41,49,38,33,44,25,43,44,25,19,54,32,50,47,49,45,25,42,45,56,54
9,64,42,47,24,38,39,31,44,35,45,51,24,37,54,23,50,38,24,29,48,28,42,50,52,54,22,40,53,45,58
10,67,42,40,27,31,31,32,39,37,52,59,31,37,52,22,42,43,22,26,51,29,43,45,49,50,21,53,54,48,56
11,63,46,44,32,33,31,38,44,37,46,48,32,36,52,21,49,40,20,32,52,23,41,40,47,49,24,49,55,51,56
12,58,49,38,32,41,41,33,40,43,48,48,35,39,50,18,50,42,25,26,58,23,43,42,47,51,25,42,46,49,49
13,67,41,52,30,37,45,42,43,42,48,45,27,29,51,27,41,39,22,27,47,21,39,43,49,54,19,42,53,50,59
14,64,39,44,21,40,37,33,39,36,45,54,34,37,52,21,50,38,21,22,56,28,44,43,48,57,22,50,50,50,56
15,61,49,38,29,35,29,37,41,45,42,46,36,37,51,21,45,42,21,20,52,27,46,41,55,55,21,50,58,47,54
16,59,43,43,31,36,36,30,42,38,46,51,29,32,56,25,45,41,21,22,50,24,45,45,51,53,23,50,55,54,55
17,61,42,49,27,40,38,39,40,38,39,49,33,36,57,16,42,41,17,24,54,21,45,48,50,51,22,49,57,51,55
18,58,44,37,32,31,35,36,44,43,46,57,32,32,46,18,46,45,25,24,48,32,46,44,56,50,18,45,54,54,53
19,63,50,43,24,42,35,43,40,40,40,44,40,33,52,28,47,46,22,23,52,25,44,45,52,49,19,38,48,50,54
20,64,53,40,28,27,44,37,43,39,47,50,25,34,50,23,44,35,21,22,49,31,39,50,51,54,24,47,59,47,54
21,62,43,42,24,41,34,35,46,41,46,52,34,26,47,23,46,46,17,25,62,26,41,45,51,53,19,42,50,49,63
