team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,57.281,24.719,0.218,0.332,0.519,0.775,1.0
OKC,63.323,18.677,0.206,0.352,0.517,0.76,1.0
NYK,50.874,31.126,0.071,0.147,0.28,0.587,0.999
CLE,58.669,23.331,0.063,0.129,0.322,0.631,1.0
DEN,50.072,31.928,0.061,0.115,0.277,0.538,0.973
IND,48.356,33.644,0.052,0.13,0.265,0.557,0.988
MIN,46.211,35.789,0.052,0.105,0.206,0.454,0.835
DAL,45.012,36.988,0.049,0.106,0.204,0.39,0.776
MIL,45.631,35.369,0.041,0.099,0.209,0.455,0.939
MEM,51.273,30.727,0.04,0.096,0.239,0.512,0.987
HOU,50.973,31.027,0.036,0.076,0.19,0.428,0.975
PHO,41.557,40.443,0.021,0.038,0.08,0.153,0.401
ORL,42.163,39.837,0.014,0.057,0.118,0.26,0.797
LAL,44.407,36.593,0.013,0.04,0.105,0.279,0.648
MIA,41.632,40.368,0.013,0.037,0.102,0.258,0.76
PHI,37.007,44.993,0.012,0.026,0.071,0.151,0.38
SAC,42.173,39.827,0.009,0.03,0.068,0.158,0.434
LAC,44.283,37.717,0.008,0.024,0.067,0.211,0.615
ATL,39.047,42.953,0.007,0.023,0.051,0.144,0.495
GSW,40.321,41.679,0.006,0.016,0.04,0.097,0.276
DET,39.62,42.38,0.005,0.016,0.05,0.143,0.513
CHI,33.315,48.685,0.002,0.004,0.01,0.032,0.107
SAS,37.189,43.811,0.001,0.002,0.007,0.02,0.078
TOR,28.674,53.326,0.0,0.0,0.002,0.004,0.016
CHO,26.701,55.299,0.0,0.0,0.001,0.003,0.004
POR,29.891,52.109,0.0,0.0,0.0,0.0,0.002
BRK,25.223,56.777,0.0,0.0,0.0,0.0,0.002
NOP,26.377,54.623,0.0,0.0,0.0,0.0,0.0
UTA,23.439,58.561,0.0,0.0,0.0,0.0,0.0
WAS,17.306,64.694,0.0,0.0,0.0,0.0,0.0
