team,wins,losses,champion,finals,conference_finals,second_round,playoffs
OKC,67.716,14.284,0.262,0.406,0.59,0.816,1.0
BOS,60.838,21.162,0.21,0.34,0.521,0.786,1.0
CLE,64.594,17.406,0.067,0.158,0.368,0.66,1.0
MIN,48.84,33.16,0.064,0.148,0.291,0.544,0.951
NYK,50.707,31.293,0.063,0.153,0.283,0.653,1.0
IND,49.406,32.594,0.049,0.118,0.275,0.525,1.0
GSW,48.594,33.406,0.045,0.096,0.218,0.479,0.92
MIL,47.645,34.355,0.042,0.091,0.215,0.474,1.0
LAL,50.608,31.392,0.035,0.095,0.242,0.488,1.0
HOU,52.589,29.411,0.034,0.086,0.207,0.457,1.0
DEN,49.411,32.589,0.031,0.066,0.165,0.48,0.984
ORL,41.539,40.461,0.025,0.055,0.102,0.213,0.839
LAC,49.406,32.594,0.022,0.057,0.151,0.418,0.983
MEM,47.602,34.398,0.014,0.036,0.102,0.239,0.717
DET,44.355,37.645,0.01,0.036,0.097,0.348,1.0
CHI,38.575,43.425,0.008,0.015,0.037,0.092,0.289
MIA,37.717,44.283,0.008,0.013,0.037,0.092,0.232
ATL,39.461,42.539,0.006,0.021,0.065,0.157,0.64
SAC,39.59,42.41,0.003,0.005,0.016,0.044,0.245
DAL,39.398,42.602,0.002,0.005,0.018,0.035,0.2
PHO,36.41,45.59,0.0,0.0,0.0,0.0,0.0
POR,35.392,46.608,0.0,0.0,0.0,0.0,0.0
SAS,33.525,48.475,0.0,0.0,0.0,0.0,0.0
TOR,30.475,51.525,0.0,0.0,0.0,0.0,0.0
BRK,26.293,55.707,0.0,0.0,0.0,0.0,0.0
PHI,24.425,57.575,0.0,0.0,0.0,0.0,0.0
NOP,21.284,60.716,0.0,0.0,0.0,0.0,0.0
CHO,19.162,62.838,0.0,0.0,0.0,0.0,0.0
WAS,17.283,64.717,0.0,0.0,0.0,0.0,0.0
UTA,17.16,64.84,0.0,0.0,0.0,0.0,0.0
