simulation,OKC,LAL,PHX,UTA,MIL,MEM,CHI,POR,ATL,ORL,BOS,CHO,DAL,NYK,IND,GSW,LAC,NOP,SAC,HOU,BRK,TOR,PHI,DEN,MIN,WAS,MIA,SAS,CLE,DET
0,60,48,38,20,30,36,37,35,44,49,53,37,36,49,23,45,45,24,24,56,21,52,41,52,47,25,48,51,49,56
1,65,46,50,26,37,35,38,34,35,48,51,36,27,49,30,48,42,21,22,53,25,50,48,54,49,21,40,53,50,48
2,64,44,47,20,33,37,36,43,43,41,52,35,27,53,24,49,45,26,21,52,24,53,43,48,51,23,46,50,48,53
3,63,47,44,21,25,35,36,39,45,48,50,37,33,56,30,41,48,27,21,51,18,43,46,52,54,25,44,46,51,55
4,63,47,45,22,30,35,39,37,42,44,50,39,31,50,24,44,41,26,19,55,29,46,43,54,50,20,45,53,52,56
5,64,45,49,22,35,35,33,39,36,48,53,41,29,54,26,46,41,24,25,52,26,40,41,47,52,24,38,55,57,54
6,59,46,48,24,33,38,34,39,43,45,49,35,30,58,26,48,37,26,24,51,22,42,43,49,56,23,45,52,45,61
7,63,43,47,23,33,40,34,41,41,43,55,37,33,51,29,46,42,21,22,49,21,47,46,50,48,24,44,49,53,56
8,61,40,52,24,34,41,37,37,38,40,52,35,38,49,22,45,42,24,26,51,20,47,47,60,51,23,38,47,54,56
9,58,51,50,25,41,36,37,37,42,42,49,35,26,50,28,44,41,24,23,56,23,49,39,48,48,26,43,55,54,51
10,66,47,42,22,37,36,42,44,39,44,51,37,35,51,22,44,40,29,23,48,19,47,50,55,47,21,45,49,45,54
11,67,43,44,20,31,27,39,32,42,43,53,34,36,47,22,44,47,18,28,52,28,48,46,56,51,21,49,53,53,57
12,60,47,45,27,37,26,39,42,46,42,53,35,32,54,25,43,43,24,24,54,26,36,47,50,53,25,44,52,44,56
13,62,41,44,28,30,39,40,44,38,43,47,38,34,53,23,50,43,24,31,55,20,46,41,47,49,22,43,50,46,60
14,66,45,39,22,35,29,37,41,36,51,45,44,31,51,24,43,40,30,20,55,26,45,42,54,51,26,41,53,49,60
15,64,45,49,27,32,31,38,42,43,45,49,35,36,49,23,45,43,20,22,53,19,45,43,51,52,28,43,52,53,54
16,61,46,42,21,35,39,39,42,37,41,55,33,30,54,26,45,45,22,28,52,17,45,48,55,48,23,45,50,49,58
17,62,44,43,22,36,37,35,35,40,43,52,37,34,51,25,48,41,22,23,56,22,55,45,53,46,21,47,56,48,52
18,63,46,45,26,31,37,32,44,40,42,50,37,37,55,23,44,39,24,27,55,20,49,39,47,48,18,46,55,53,59
19,59,50,44,24,33,38,34,37,38,46,56,42,25,52,26,49,42,21,19,51,23,43,41,50,53,23,42,59,54,57
20,64,50,48,24,36,37,31,37,42,37,48,38,36,55,24,48,39,27,21,55,22,51,45,52,52,18,44,50,43,57
21,57,48,47,23,28,30,38,39,40,46,48,37,33,57,34,48,40,29,18,48,21,46,49,55,48,21,44,56,48,55
22,64,50,40,21,37,36,33,42,42,43,49,35,33,57,26,43,43,20,23,48,23,51,42,49,53,19,50,51,53,55
23,57,49,44,26,35,33,38,38,40,47,56,36,34,49,19,47,46,23,19,49,22,41,47,52,50,23,45,53,52,61
24,67,43,45,26,29,38,35,37,43,47,53,36,38,50,25,49,42,33,21,48,21,43,42,50,51,19,48,51,44,57
25,61,39,47,24,32,31,39,37,43,45,53,40,36,49,22,48,40,25,23,53,23,43,47,57,47,20,48,52,50,57
26,59,48,48,23,26,34,38,44,44,46,54,39,28,50,24,50,42,23,18,49,27,50,45,50,43,24,47,52,49,57
27,62,49,45,25,32,32,35,40,42,45,49,36,38,46,21,43,43,28,25,51,17,51,47,56,47,21,45,48,53,59
28,62,41,51,22,31,42,30,37,41,50,54,39,27,49,24,41,44,26,21,49,24,50,47,54,46,22,44,50,54,59
29,65,44,49,29,31,31,42,40,43,41,47,39,32,49,23,46,47,17,20,56,24,42,43,53,47,24,41,56,50,60
30,63,44,44,25,34,30,34,38,39,44,50,37,33,50,27,45,42,25,22,48,22,49,47,51,50,24,49,58,54,53
31,59,47,44,27,27,33,42,37,41,40,52,40,31,53,26,42,38,28,24,55,28,43,42,50,46,23,50,57,50,56
32,57,52,40,28,39,42,37,40,42,49,51,36,28,53,18,43,45,22,26,51,25,48,43,47,44,23,43,53,49,57
33,62,46,48,27,29,36,33,37,40,45,51,39,32,51,22,46,41,26,21,49,26,48,47,57,54,26,45,49,49,49
34,62,47,45,27,37,39,33,40,37,42,49,41,29,51,22,48,46,26,20,53,25,48,43,47,47,23,48,52,48,56
35,62,50,53,26,31,37,36,41,47,42,49,42,27,54,22,46,41,25,20,50,24,46,46,51,46,17,44,52,49,55
36,62,45,49,24,29,36,41,40,37,41,44,43,34,45,25,45,41,24,20,56,30,44,44,52,51,23,49,51,51,55
37,67,47,49,27,34,29,35,36,38,42,54,39,31,49,23,50,43,17,30,51,26,52,43,48,50,24,46,44,52,55
38,60,47,42,23,35,33,36,34,45,48,53,36,35,54,30,43,39,27,20,46,22,47,43,49,48,23,46,51,52,64
39,66,46,40,26,33,36,36,41,43,46,50,37,32,52,16,47,40,27,20,49,25,50,44,50,49,29,43,54,53,51
40,62,47,43,31,36,36,35,43,43,44,42,37,34,55,23,39,41,22,25,56,20,40,40,50,53,25,47,57,49,56
41,62,42,48,25,34,29,39,41,39,45,53,36,29,51,27,48,35,22,23,56,23,55,45,49,52,22,45,52,51,53
42,62,52,44,24,33,28,32,35,42,46,50,33,31,55,27,45,48,23,20,49,21,42,42,55,49,26,50,59,55,53
43,63,48,46,23,32,41,35,43,41,42,46,33,30,50,26,47,39,27,18,50,22,46,45,50,49,25,43,56,54,61
44,61,44,49,27,26,40,34,36,45,47,50,37,32,56,22,45,48,20,26,50,21,48,41,49,50,15,51,53,50,58
45,59,44,47,29,32,37,34,44,39,47,52,34,31,49,24,48,40,18,25,53,28,45,41,48,50,21,49,58,48,57
46,62,47,49,22,32,33,34,41,42,46,56,41,36,54,30,38,43,25,18,52,26,48,39,52,44,21,46,52,44,58
47,61,45,49,27,37,39,35,34,47,39,46,43,27,54,22,47,44,22,26,54,26,46,42,50,47,19,43,52,53,55
48,66,49,53,28,33,36,31,36,44,49,48,42,35,52,21,37,44,32,19,51,20,45,41,52,48,27,44,48,48,52
49,64,47,51,22,30,36,37,46,45,37,46,31,34,50,19,43,40,26,22,46,29,42,46,46,53,25,47,60,51,60
50,63,41,43,24,45,30,37,38,44,44,51,42,38,51,25,45,43,27,17,56,19,44,40,50,49,26,43,54,44,58
51,62,51,52,25,32,34,42,35,38,42,50,39,33,48,24,47,38,30,22,54,21,45,43,53,51,18,41,48,53,60
52,61,46,45,27,35,30,40,37,41,47,50,37,34,57,28,46,42,19,28,52,18,45,40,53,50,25,44,49,48,57
53,65,45,45,29,40,27,37,42,39,49,50,33,31,52,22,46,42,25,25,49,19,39,46,53,49,24,44,53,53,58
54,59,51,50,24,32,34,35,44,39,46,53,37,30,50,24,46,49,22,24,51,24,47,40,47,51,25,39,54,51,53
55,62,42,49,24,36,34,40,33,42,49,55,29,34,49,27,45,47,23,23,53,23,48,42,47,48,23,43,56,50,55
56,65,49,49,19,39,32,40,38,42,38,53,28,33,51,26,43,44,24,21,53,22,46,45,50,49,21,45,54,50,62
57,62,45,50,24,35,43,37,39,42,39,52,34,30,53,26,36,45,24,21,49,23,46,41,57,48,23,47,51,52,57
58,59,46,39,24,41,39,34,34,40,46,51,41,35,47,30,44,36,28,22,56,23,49,46,55,49,18,45,55,47,52
59,60,49,51,26,30,38,37,35,48,46,49,37,34,49,23,50,41,25,17,49,19,43,44,51,55,24,44,52,51,54
60,61,51,43,23,29,34,37,40,39,53,51,39,29,52,22,43,43,25,22,50,22,44,44,53,47,24,43,52,52,64
61,62,44,46,24,38,34,34,42,40,45,54,36,35,48,22,50,45,17,26,57,20,47,40,52,48,19,45,58,52,51
62,67,47,43,29,30,37,32,42,44,42,49,35,37,52,17,45,38,26,27,53,20,47,43,50,56,25,38,54,50,56
63,57,44,40,20,29,30,38,38,40,41,58,37,37,52,26,50,45,21,27,55,23,44,52,50,54,22,38,52,50,61
64,64,43,51,27,33,32,32,39,43,49,54,39,35,54,25,46,35,22,23,51,24,46,39,46,52,21,48,53,46,59
65,61,48,46,26,29,38,38,44,47,45,50,38,35,51,22,48,48,26,20,51,20,49,37,49,42,24,40,53,45,61
66,67,50,44,32,38,29,35,42,43,41,51,35,32,47,21,43,43,23,21,50,26,47,44,48,47,25,40,58,52,57
67,61,53,50,22,28,31,37,42,44,46,46,39,32,53,18,43,43,25,23,52,22,47,46,54,47,22,41,56,45,63
68,63,51,45,28,32,40,36,39,44,44,47,37,35,51,27,45,41,22,22,44,20,47,39,52,52,24,40,52,51,61
69,61,45,44,24,37,33,35,33,36,49,54,35,32,60,26,38,39,18,26,58,23,50,44,52,52,22,44,54,51,56
70,60,46,47,28,36,36,37,34,38,43,54,41,33,52,18,41,49,23,22,44,23,47,46,54,51,25,42,54,47,60
71,59,49,44,28,36,34,38,43,41,40,48,43,27,48,25,46,41,23,19,52,20,43,46,60,51,20,49,49,49,60
72,66,49,49,24,35,37,34,40,42,41,47,39,33,51,22,47,40,23,26,52,20,48,42,51,52,28,42,53,46,52
73,64,49,43,18,37,37,33,40,40,47,52,37,43,55,23,42,34,27,24,54,23,48,39,46,54,25,41,54,48,54
74,61,40,45,22,31,32,38,41,43,44,47,37,32,51,31,47,49,28,18,49,23,49,46,52,49,18,47,52,50,59
75,56,48,46,20,28,39,38,38,48,46,50,37,32,54,27,41,41,27,26,52,22,42,45,52,48,21,41,55,53,58
76,66,46,47,26,35,34,37,38,42,44,54,39,34,51,20,41,46,21,21,53,23,47,42,53,53,23,39,52,49,55
77,61,54,45,23,35,39,38,41,35,49,49,38,30,54,18,44,41,20,25,50,23,46,44,49,50,22,45,48,55,60
78,58,48,46,21,38,33,37,38,38,41,48,38,33,54,23,44,42,22,24,56,22,49,42,55,46,26,45,57,50,57
79,58,41,50,28,35,39,40,41,43,46,43,34,31,54,20,48,46,25,25,54,19,41,38,49,54,26,44,54,48,57
