team,wins,losses,champion,finals,conference_finals,second_round,playoffs
OKC,83.68,21.32,0.33,0.67,0.77,0.92,1.0
BOS,67.0,26.0,0.18,0.26,0.56,0.89,1.0
IND,65.32,39.68,0.17,0.32,0.34,0.75,1.0
CLE,69.0,22.0,0.11,0.19,0.62,0.84,1.0
DEN,57.0,39.0,0.05,0.19,0.54,1.0,1.0
NYK,61.0,39.0,0.04,0.13,0.2,0.62,1.0
MIN,58.0,39.0,0.04,0.11,0.43,0.93,1.0
MIL,49.0,38.0,0.03,0.04,0.13,0.38,1.0
GSW,54.0,41.0,0.02,0.03,0.17,1.0,1.0
DET,46.0,42.0,0.02,0.03,0.07,0.25,1.0
CHI,39.0,44.0,0.01,0.01,0.01,0.01,0.22
ORL,43.0,45.0,0.0,0.02,0.04,0.1,0.85
ATL,40.0,44.0,0.0,0.0,0.03,0.16,0.75
MEM,49.0,39.0,0.0,0.0,0.03,0.07,0.74
SAC,40.0,43.0,0.0,0.0,0.03,0.03,0.3
LAL,51.0,36.0,0.0,0.0,0.02,0.03,0.82
DAL,40.0,44.0,0.0,0.0,0.01,0.02,0.14
HOU,55.0,34.0,0.0,0.0,0.0,0.0,1.0
LAC,53.0,36.0,0.0,0.0,0.0,0.0,1.0
MIA,39.0,49.0,0.0,0.0,0.0,0.0,0.18
POR,36.0,46.0,0.0,0.0,0.0,0.0,0.0
PHO,36.0,46.0,0.0,0.0,0.0,0.0,0.0
SAS,34.0,48.0,0.0,0.0,0.0,0.0,0.0
TOR,30.0,52.0,0.0,0.0,0.0,0.0,0.0
BRK,26.0,56.0,0.0,0.0,0.0,0.0,0.0
PHI,24.0,58.0,0.0,0.0,0.0,0.0,0.0
NOP,21.0,61.0,0.0,0.0,0.0,0.0,0.0
CHO,19.0,63.0,0.0,0.0,0.0,0.0,0.0
WAS,18.0,64.0,0.0,0.0,0.0,0.0,0.0
UTA,17.0,65.0,0.0,0.0,0.0,0.0,0.0
