team,wins,losses,champion,finals,conference_finals,second_round,playoffs
OKC,68.232,13.768,0.327,0.499,0.632,0.838,1.0
BOS,60.453,21.547,0.237,0.411,0.58,0.812,1.0
CLE,64.383,17.617,0.08,0.182,0.408,0.698,1.0
MIN,48.136,33.864,0.061,0.126,0.268,0.544,0.951
IND,48.763,33.237,0.058,0.134,0.301,0.627,1.0
NYK,51.078,30.922,0.044,0.11,0.237,0.644,1.0
DEN,49.649,32.351,0.038,0.09,0.248,0.517,0.985
HOU,52.29,29.71,0.035,0.086,0.251,0.508,1.0
GSW,48.372,33.628,0.02,0.062,0.172,0.454,0.937
MIL,45.354,36.646,0.019,0.06,0.175,0.436,1.0
MEM,47.578,34.422,0.019,0.049,0.13,0.35,0.868
LAL,48.571,33.429,0.016,0.035,0.155,0.403,0.948
ORL,39.842,42.158,0.012,0.034,0.087,0.189,0.742
LAC,47.33,34.67,0.011,0.036,0.112,0.321,0.861
MIA,37.96,44.04,0.007,0.02,0.055,0.113,0.411
DAL,40.493,41.507,0.005,0.012,0.019,0.036,0.25
ATL,39.151,42.849,0.004,0.017,0.044,0.109,0.571
DET,45.073,36.927,0.003,0.022,0.078,0.292,1.0
CHI,37.257,44.743,0.003,0.01,0.035,0.08,0.276
PHO,37.7,44.3,0.001,0.001,0.004,0.005,0.048
SAC,39.001,42.999,0.0,0.004,0.009,0.023,0.145
POR,36.492,45.508,0.0,0.0,0.0,0.001,0.007
SAS,34.486,47.514,0.0,0.0,0.0,0.0,0.0
TOR,30.36,51.64,0.0,0.0,0.0,0.0,0.0
BRK,27.062,54.938,0.0,0.0,0.0,0.0,0.0
PHI,25.39,56.61,0.0,0.0,0.0,0.0,0.0
NOP,23.417,58.583,0.0,0.0,0.0,0.0,0.0
CHO,20.666,61.334,0.0,0.0,0.0,0.0,0.0
WAS,18.318,63.682,0.0,0.0,0.0,0.0,0.0
UTA,17.143,64.857,0.0,0.0,0.0,0.0,0.0
