team,wins,losses,champion,finals,conference_finals,second_round,playoffs
OKC,67.587,14.413,0.284,0.447,0.626,0.815,1.0
BOS,60.607,21.393,0.248,0.412,0.571,0.817,1.0
CLE,63.588,18.412,0.082,0.178,0.397,0.71,1.0
MIN,46.794,35.206,0.064,0.139,0.268,0.489,0.913
DEN,50.877,31.123,0.058,0.126,0.276,0.555,1.0
NYK,50.871,31.129,0.056,0.129,0.259,0.626,1.0
IND,48.38,33.62,0.053,0.11,0.311,0.62,1.0
MIL,45.158,36.842,0.028,0.072,0.17,0.441,0.998
MEM,48.696,33.304,0.02,0.067,0.177,0.466,0.954
LAL,48.121,33.879,0.018,0.052,0.149,0.412,0.946
HOU,51.837,30.163,0.015,0.055,0.191,0.471,0.999
ORL,38.886,43.114,0.015,0.028,0.076,0.153,0.63
GSW,46.647,35.353,0.014,0.049,0.14,0.359,0.851
LAC,46.831,35.169,0.014,0.042,0.128,0.336,0.87
DET,45.661,36.339,0.011,0.038,0.098,0.309,1.0
CHI,37.808,44.192,0.006,0.011,0.038,0.103,0.435
MIA,36.399,45.601,0.005,0.009,0.037,0.088,0.318
ATL,39.468,42.532,0.003,0.013,0.043,0.133,0.619
DAL,40.368,41.632,0.003,0.009,0.017,0.041,0.208
SAC,40.482,41.518,0.002,0.01,0.019,0.038,0.185
PHO,38.622,43.378,0.001,0.004,0.009,0.018,0.072
POR,35.551,46.449,0.0,0.0,0.0,0.0,0.002
SAS,35.276,46.724,0.0,0.0,0.0,0.0,0.0
TOR,30.831,51.169,0.0,0.0,0.0,0.0,0.0
PHI,27.356,54.644,0.0,0.0,0.0,0.0,0.0
BRK,25.981,56.019,0.0,0.0,0.0,0.0,0.0
NOP,23.499,58.501,0.0,0.0,0.0,0.0,0.0
CHO,20.638,61.362,0.0,0.0,0.0,0.0,0.0
WAS,18.962,63.038,0.0,0.0,0.0,0.0,0.0
UTA,18.218,63.782,0.0,0.0,0.0,0.0,0.0
