team,wins,losses,champion,finals,conference_finals,second_round,playoffs
OKC,65.133,16.867,0.242,0.374,0.542,0.777,1.0
BOS,57.734,24.266,0.203,0.357,0.542,0.795,1.0
CLE,65.085,16.915,0.085,0.208,0.407,0.713,1.0
MIN,47.481,34.519,0.081,0.162,0.301,0.562,0.945
NYK,51.93,30.07,0.069,0.131,0.27,0.649,1.0
DEN,51.473,30.527,0.063,0.132,0.294,0.58,0.999
IND,46.763,35.237,0.054,0.12,0.271,0.553,0.998
MIL,45.959,36.041,0.045,0.082,0.215,0.465,0.993
MEM,50.313,31.687,0.033,0.08,0.201,0.499,0.989
GSW,46.567,35.433,0.03,0.076,0.172,0.37,0.869
LAL,48.784,33.216,0.023,0.054,0.188,0.439,0.959
HOU,49.397,32.603,0.018,0.048,0.154,0.413,0.982
ORL,38.179,43.821,0.013,0.029,0.071,0.158,0.551
SAC,41.56,40.44,0.01,0.033,0.054,0.108,0.37
MIA,37.648,44.352,0.009,0.02,0.05,0.137,0.529
DET,44.053,37.947,0.008,0.025,0.097,0.293,0.972
DAL,40.683,41.317,0.008,0.02,0.044,0.086,0.274
ATL,39.956,42.044,0.003,0.022,0.058,0.172,0.702
LAC,43.87,38.13,0.002,0.017,0.045,0.156,0.544
PHO,37.65,44.35,0.001,0.004,0.005,0.009,0.056
CHI,35.153,46.847,0.0,0.005,0.017,0.06,0.232
TOR,30.353,51.647,0.0,0.001,0.002,0.004,0.013
PHI,30.156,51.844,0.0,0.0,0.0,0.001,0.009
SAS,34.906,47.094,0.0,0.0,0.0,0.001,0.007
POR,34.875,47.125,0.0,0.0,0.0,0.0,0.006
BRK,27.611,54.389,0.0,0.0,0.0,0.0,0.001
NOP,24.46,57.54,0.0,0.0,0.0,0.0,0.0
CHO,21.52,60.48,0.0,0.0,0.0,0.0,0.0
UTA,20.837,61.163,0.0,0.0,0.0,0.0,0.0
WAS,19.911,62.089,0.0,0.0,0.0,0.0,0.0
