simulation,OKC,LAL,PHX,UTA,MIL,MEM,CHI,POR,ATL,ORL,BOS,CHO,DAL,NYK,IND,GSW,LAC,NOP,SAC,HOU,BRK,TOR,PHI,DEN,MIN,WAS,MIA,SAS,CLE,DET
0,62,49,48,24,31,35,40,38,39,54,55,38,34,54,25,42,42,24,26,52,24,46,43,51,50,15,42,48,50,50
1,65,47,51,29,31,33,34,43,41,34,48,40,34,50,23,45,44,24,24,48,24,46,38,52,51,25,48,53,52,54
2,64,46,40,23,41,40,36,41,44,44,42,33,25,53,30,51,36,23,29,49,26,46,46,51,49,20,45,55,53,50
3,62,43,48,24,37,36,37,44,45,45,44,37,32,49,20,46,43,24,21,52,28,45,44,49,44,20,45,57,49,61
4,68,43,48,25,32,39,34,41,39,43,49,37,31,51,22,43,40,25,21,53,19,51,47,49,52,24,46,51,52,56
5,62,49,49,23,37,38,31,41,39,36,49,42,36,50,19,51,43,21,26,51,25,52,39,45,45,26,45,53,49,59
6,64,49,50,29,37,32,42,34,43,41,40,34,29,52,25,47,46,25,31,50,19,48,44,50,50,17,53,54,42,54
7,61,41,46,24,36,35,42,36,38,44,58,31,34,48,27,53,42,18,25,55,19,47,43,57,49,20,42,52,51,57
8,65,48,49,25,37,32,34,38,44,36,47,37,35,50,19,41,42,30,28,52,26,43,45,53,53,23,46,49,50,54
9,67,46,52,30,31,39,42,50,42,45,47,34,35,45,28,46,41,26,21,51,16,44,44,48,46,18,43,46,47,61
10,66,47,46,24,37,39,39,41,37,51,49,31,32,50,25,48,45,21,19,46,21,49,44,54,43,17,49,52,48,61
11,62,45,50,30,42,39,33,40,42,44,52,31,36,47,13,46,40,20,21,54,26,53,45,54,47,18,47,50,54,50
12,59,48,48,24,38,38,38,37,42,49,49,36,30,55,26,46,43,21,22,50,25,45,52,50,48,24,43,47,41,57
13,69,43,43,23,40,33,39,44,38,47,53,39,31,45,24,47,42,26,22,52,22,48,39,49,55,17,44,52,48,57
14,68,45,52,29,28,35,37,46,38,46,52,33,35,48,26,51,38,17,22,52,22,44,41,51,47,22,45,58,52,51
15,64,46,43,28,35,35,39,45,39,45,46,37,34,56,21,44,44,25,21,50,23,50,44,45,48,23,46,52,49,54
16,63,46,42,23,32,37,40,43,44,41,51,39,31,51,27,43,38,22,21,50,31,47,51,51,51,19,38,51,52,56
17,67,42,43,29,36,40,39,37,43,45,45,38,30,47,25,48,41,26,26,48,25,41,50,52,46,18,43,56,53,52
18,58,50,43,25,33,35,30,38,40,48,54,34,42,50,24,47,35,22,20,51,29,44,54,51,46,23,48,52,43,62
19,58,53,45,25,37,39,44,44,41,47,54,31,34,46,22,41,41,25,25,47,25,45,42,49,52,20,42,57,46,54
20,64,47,46,31,32,39,42,45,48,45,49,32,35,42,26,46,39,18,23,51,25,47,43,48,46,18,46,54,47,57
21,66,44,44,31,29,38,39,42,35,49,51,43,38,46,31,42,42,27,22,49,20,43,38,52,51,20,45,54,48,52
22,59,50,46,27,28,47,37,40,37,51,51,35,42,52,16,43,36,23,23,49,27,54,43,51,49,23,42,50,50,50
23,60,45,47,28,41,30,34,39,39,41,50,35,37,54,27,49,42,23,23,48,26,48,42,43,50,23,47,54,48,58
24,61,47,46,28,29,41,39,44,43,45,54,31,29,50,26,44,41,22,22,54,26,46,43,47,52,17,42,52,51,59
25,61,47,43,25,33,39,43,48,40,43,43,38,34,52,21,43,46,23,25,51,24,46,44,49,45,19,49,55,48,54
26,61,49,37,32,41,36,40,40,38,45,46,35,29,51,26,49,46,22,24,54,29,46,47,51,47,15,36,58,47,54
27,61,46,44,26,37,42,38,39,41,43,51,40,32,48,23,40,39,23,30,48,25,47,41,56,49,23,41,53,48,57
28,64,48,46,23,35,38,38,39,45,48,57,36,36,49,27,43,41,23,20,52,26,40,45,55,50,21,40,50,43,53
