team,wins,losses,champion,finals,conference_finals,second_round,playoffs
OKC,67.932,14.068,0.354,0.563,0.715,0.871,1.0
BOS,61.028,20.972,0.302,0.498,0.661,0.855,1.0
CLE,64.035,17.965,0.061,0.156,0.422,0.768,1.0
MIN,47.316,34.684,0.054,0.121,0.284,0.528,0.937
DEN,50.913,31.087,0.042,0.101,0.284,0.556,0.998
NYK,51.09,30.91,0.041,0.121,0.216,0.635,1.0
IND,48.269,33.731,0.036,0.111,0.318,0.645,1.0
HOU,52.614,29.386,0.023,0.059,0.222,0.485,1.0
GSW,47.204,34.796,0.022,0.05,0.153,0.408,0.905
MIL,44.473,37.527,0.012,0.049,0.139,0.421,0.996
LAL,48.644,33.356,0.011,0.033,0.112,0.41,0.969
MEM,48.085,33.915,0.011,0.033,0.103,0.405,0.939
ORL,39.333,42.667,0.009,0.019,0.068,0.143,0.671
DAL,40.953,41.047,0.006,0.009,0.024,0.04,0.24
LAC,46.494,35.506,0.003,0.025,0.088,0.267,0.812
DET,45.329,36.671,0.003,0.016,0.087,0.29,0.999
ATL,40.239,41.761,0.003,0.013,0.037,0.111,0.729
MIA,37.264,44.736,0.003,0.011,0.035,0.078,0.327
CHI,37.168,44.832,0.002,0.006,0.017,0.054,0.278
SAC,39.956,42.044,0.001,0.004,0.013,0.026,0.156
PHO,37.988,44.012,0.001,0.002,0.002,0.004,0.043
POR,35.234,46.766,0.0,0.0,0.0,0.0,0.001
SAS,34.348,47.652,0.0,0.0,0.0,0.0,0.0
TOR,31.565,50.435,0.0,0.0,0.0,0.0,0.0
BRK,26.311,55.689,0.0,0.0,0.0,0.0,0.0
PHI,26.197,55.803,0.0,0.0,0.0,0.0,0.0
NOP,23.745,58.255,0.0,0.0,0.0,0.0,0.0
CHO,20.214,61.786,0.0,0.0,0.0,0.0,0.0
WAS,18.218,63.782,0.0,0.0,0.0,0.0,0.0
UTA,17.841,64.159,0.0,0.0,0.0,0.0,0.0
