team,wins,losses,wins_median,wins_std,wins_10th,wins_90th,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,champion,finals,conference_finals,second_round,playoffs
OKC,63.498,18.502,64.0,3.079934414886135,60.0,67.0,1.0,0.993,0.907,0.386,0.018,0.398,0.531,0.699,0.892,1.0
CLE,48.772,33.228,49.0,3.427537891840147,44.0,53.0,0.431,0.033,0.0,0.0,0.0,0.082,0.196,0.362,0.631,0.968
DET,54.887,27.113,55.0,3.6786180829219,50.0,60.0,0.918,0.536,0.107,0.002,0.0,0.073,0.19,0.346,0.661,1.0
BOS,50.624,31.376,51.0,3.6946750872032035,46.0,55.0,0.612,0.151,0.004,0.0,0.0,0.068,0.163,0.308,0.596,0.986
MIN,49.897,32.103,50.0,3.586138731281878,45.0,55.0,0.562,0.102,0.0,0.0,0.0,0.057,0.095,0.217,0.502,0.95
NYK,49.81,33.19,50.0,3.5196448684490886,45.0,54.0,0.544,0.084,0.001,0.0,0.0,0.053,0.175,0.334,0.582,0.985
HOU,51.029,30.971,51.0,3.4386274878212673,47.0,55.0,0.68,0.152,0.005,0.0,0.0,0.053,0.098,0.257,0.569,0.969
SAS,52.399,30.601,53.0,3.6518213264068655,47.0,57.0,0.788,0.295,0.022,0.0,0.0,0.043,0.089,0.272,0.554,0.98
DEN,51.335,30.665,51.0,3.560165024265027,47.0,56.0,0.702,0.203,0.004,0.0,0.0,0.043,0.085,0.23,0.535,0.98
ORL,45.432,36.568,45.0,3.630891901447907,41.0,50.0,0.128,0.006,0.0,0.0,0.0,0.034,0.107,0.208,0.422,0.853
GSW,46.154,35.846,46.0,3.418520732714663,42.0,51.0,0.177,0.009,0.001,0.0,0.0,0.026,0.044,0.117,0.3,0.8
PHI,44.642,37.358,45.0,3.8873945001761783,40.0,50.0,0.107,0.005,0.0,0.0,0.0,0.018,0.055,0.134,0.302,0.809
MIA,44.687,37.313,45.0,3.8707920378134504,40.0,50.0,0.106,0.004,0.0,0.0,0.0,0.012,0.048,0.127,0.301,0.78
LAC,41.479,40.521,42.0,3.7209621067675496,37.0,46.0,0.01,0.0,0.0,0.0,0.0,0.01,0.019,0.052,0.129,0.418
PHX,45.407,36.593,45.0,3.817505861161185,40.0,50.0,0.148,0.006,0.0,0.0,0.0,0.009,0.022,0.062,0.209,0.707
TOR,44.089,37.911,44.0,3.450953346540634,40.0,48.0,0.054,0.0,0.0,0.0,0.0,0.006,0.031,0.083,0.246,0.762
ATL,40.652,41.348,41.0,3.5548412060175063,36.0,45.0,0.005,0.0,0.0,0.0,0.0,0.006,0.025,0.066,0.175,0.498
LAL,45.156,36.844,45.0,3.730370490983436,40.0,50.0,0.123,0.003,0.0,0.0,0.0,0.004,0.011,0.065,0.212,0.688
MIL,35.996,46.004,36.0,4.280652286743225,30.0,42.0,0.0,0.0,0.0,0.0,0.0,0.002,0.006,0.018,0.043,0.167
POR,41.172,40.828,41.0,3.646699329530747,37.0,46.0,0.004,0.0,0.0,0.0,0.0,0.001,0.005,0.018,0.071,0.343
MEM,38.005,43.995,38.0,3.826091347576532,33.0,43.0,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.008,0.024,0.145
CHO,33.668,48.332,34.0,3.9194101597051563,29.0,39.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.008,0.02,0.061
CHI,36.255,45.745,36.0,3.7194051943825643,32.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.006,0.021,0.129
DAL,33.077,48.923,33.0,3.7474085712662824,28.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.019
IND,22.827,59.173,23.0,3.7079739750974525,18.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002
SAC,25.118,56.882,25.0,3.63539213840818,21.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
UTA,26.024,55.976,26.0,3.4216113163245176,22.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRK,25.4,56.6,25.0,3.680489097932502,21.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOP,22.149,59.851,22.0,3.502684541890691,18.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAS,21.36,60.64,21.0,3.0391446164998466,17.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
