team,wins,losses,champion,finals,conference_finals,second_round,playoffs
OKC,62.409,19.591,0.349,0.491,0.659,0.844,1.0
CLE,46.838,35.162,0.103,0.231,0.359,0.608,0.922
NYK,53.173,29.827,0.101,0.206,0.343,0.636,0.99
DEN,53.117,28.883,0.071,0.126,0.283,0.58,0.98
HOU,51.03,30.97,0.047,0.088,0.234,0.537,0.951
DET,54.594,27.406,0.046,0.139,0.299,0.581,0.995
MIN,49.818,32.182,0.045,0.087,0.224,0.492,0.947
ORL,47.626,34.374,0.04,0.129,0.249,0.498,0.923
BOS,48.328,33.672,0.035,0.09,0.223,0.447,0.93
GSW,44.609,37.391,0.031,0.059,0.129,0.308,0.744
SAS,52.065,30.935,0.024,0.052,0.18,0.472,0.963
PHI,44.268,37.732,0.021,0.058,0.145,0.327,0.764
LAL,47.264,34.736,0.017,0.037,0.11,0.309,0.846
LAC,37.268,44.732,0.013,0.023,0.06,0.111,0.285
TOR,43.444,38.556,0.011,0.038,0.099,0.265,0.699
ATL,40.832,41.168,0.01,0.044,0.095,0.212,0.565
MEM,40.459,41.541,0.01,0.019,0.055,0.144,0.455
MIA,41.828,40.172,0.007,0.027,0.089,0.21,0.592
MIL,37.004,44.996,0.007,0.022,0.054,0.116,0.298
CHI,37.154,44.846,0.004,0.014,0.038,0.084,0.257
PHX,41.459,40.541,0.003,0.008,0.032,0.117,0.451
DAL,35.843,46.157,0.003,0.007,0.02,0.049,0.179
POR,35.474,46.526,0.001,0.003,0.012,0.031,0.17
CHO,28.649,53.351,0.001,0.001,0.001,0.003,0.026
IND,25.783,56.217,0.0,0.001,0.002,0.002,0.009
BRK,28.549,53.451,0.0,0.0,0.004,0.01,0.028
NOP,26.316,55.684,0.0,0.0,0.001,0.004,0.013
UTA,27.302,54.698,0.0,0.0,0.001,0.001,0.005
SAC,26.96,55.04,0.0,0.0,0.0,0.001,0.011
WAS,21.537,60.463,0.0,0.0,0.0,0.001,0.002
