team,wins,losses,wins_median,wins_std,wins_10th,wins_90th,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,champion,finals,conference_finals,second_round,playoffs
OKC,61.253,20.747,61.0,2.68942205687393,58.0,65.0,1.0,0.99,0.76,0.114,0.0,0.487,0.632,0.754,0.89,1.0
CLE,50.826,31.174,51.0,2.9464765398692725,47.0,55.0,0.674,0.111,0.0,0.0,0.0,0.12,0.27,0.459,0.725,0.989
DET,56.18,25.82,56.0,3.0327545235313718,52.0,60.0,0.983,0.703,0.131,0.001,0.0,0.098,0.225,0.402,0.727,1.0
NYK,51.804,31.196,52.0,2.8445709694082164,48.0,55.0,0.786,0.176,0.001,0.0,0.0,0.059,0.208,0.39,0.695,0.999
BOS,51.726,30.274,52.0,2.888758210719616,48.0,55.10000000000002,0.785,0.172,0.0,0.0,0.0,0.054,0.154,0.311,0.649,0.994
SAS,53.482,29.518,54.0,3.059685604763993,50.0,57.0,0.907,0.384,0.026,0.0,0.0,0.044,0.106,0.331,0.628,0.998
HOU,50.493,31.507,50.0,3.025549702120261,46.0,54.0,0.643,0.093,0.001,0.0,0.0,0.035,0.079,0.252,0.567,0.975
DEN,50.039,31.961,50.0,2.9805165659663757,46.0,54.0,0.587,0.057,0.001,0.0,0.0,0.033,0.076,0.23,0.545,0.981
MIN,48.795,33.205,49.0,2.8700130661723473,45.0,53.0,0.403,0.024,0.0,0.0,0.0,0.02,0.049,0.17,0.479,0.947
TOR,46.321,35.679,46.0,3.0776547889586316,42.0,50.0,0.159,0.003,0.0,0.0,0.0,0.009,0.027,0.083,0.234,0.88
GSW,44.882,37.118,45.0,2.930200675721716,41.0,48.10000000000002,0.057,0.0,0.0,0.0,0.0,0.009,0.023,0.089,0.268,0.765
LAL,47.337,34.663,47.0,3.19490704090119,43.0,51.0,0.254,0.013,0.0,0.0,0.0,0.008,0.02,0.092,0.307,0.869
ORL,43.349,38.651,43.0,3.1322833524443476,40.0,47.0,0.02,0.0,0.0,0.0,0.0,0.007,0.04,0.096,0.252,0.68
PHI,45.813,36.187,46.0,3.0136408213322303,42.0,50.0,0.104,0.0,0.0,0.0,0.0,0.004,0.028,0.098,0.269,0.868
ATL,41.848,40.152,42.0,3.0034806475154787,38.0,46.0,0.006,0.0,0.0,0.0,0.0,0.004,0.026,0.063,0.164,0.515
MIA,43.932,38.068,44.0,2.9464174856934315,40.0,48.0,0.027,0.001,0.0,0.0,0.0,0.004,0.021,0.082,0.218,0.726
PHX,46.266,35.734,46.0,3.044871754278003,42.0,50.0,0.148,0.006,0.0,0.0,0.0,0.004,0.011,0.047,0.204,0.803
LAC,41.073,40.927,41.0,3.2310479724077137,37.0,45.0,0.003,0.0,0.0,0.0,0.0,0.001,0.002,0.027,0.077,0.4
POR,39.292,42.708,39.0,3.068995927009353,35.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.008,0.031,0.205
CHO,38.563,43.437,39.0,3.2517735160985612,34.900000000000006,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.009,0.039,0.213
CHI,36.175,45.825,36.0,3.213467753066771,32.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.015,0.078
MIL,34.948,47.052,35.0,3.4700570600495895,31.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.013,0.058
MEM,34.406,47.594,34.0,3.2596263589558845,30.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.045
DAL,31.887,50.113,32.0,3.1978478700526076,28.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.012
UTA,25.02,56.98,25.0,2.8749956521706257,21.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOP,24.548,57.452,25.0,2.9488465541631697,21.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAS,23.346,58.654,23.0,2.795046332353008,20.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND,23.27,58.73,23.0,3.246706023033191,19.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAC,22.1,59.9,22.0,2.8844410203711917,18.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRK,22.026,59.974,22.0,2.835017460263693,19.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
