team,wins,losses,wins_median,wins_std,wins_10th,wins_90th,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,champion,finals,conference_finals,second_round,playoffs
OKC,64.358,17.642,64.0,2.8024696251699144,61.0,68.0,1.0,0.999,0.944,0.493,0.023,0.418,0.566,0.706,0.876,1.0
CLE,49.178,32.822,49.0,3.1471123271977444,45.0,53.0,0.483,0.045,0.0,0.0,0.0,0.138,0.295,0.44,0.671,0.976
NYK,49.342,33.658,49.0,3.328518589402799,45.0,54.0,0.472,0.068,0.0,0.0,0.0,0.064,0.168,0.328,0.602,0.983
DET,55.402,26.598,55.0,3.614193686010754,51.0,60.0,0.948,0.603,0.121,0.004,0.0,0.054,0.166,0.346,0.636,0.999
HOU,51.277,30.723,51.0,3.408265101191514,47.0,56.0,0.71,0.159,0.007,0.0,0.0,0.048,0.104,0.298,0.617,0.978
MIN,48.838,33.162,49.0,3.420782951313924,44.0,53.0,0.422,0.044,0.0,0.0,0.0,0.045,0.076,0.193,0.46,0.906
BOS,50.023,31.977,50.0,3.63104268771382,45.0,55.0,0.561,0.109,0.001,0.0,0.0,0.044,0.126,0.266,0.555,0.978
SAS,52.081,30.919,52.0,3.393293238139021,48.0,57.0,0.773,0.233,0.011,0.0,0.0,0.041,0.082,0.247,0.558,0.992
DEN,50.422,31.578,50.0,3.5142447268225356,46.0,55.0,0.589,0.126,0.007,0.0,0.0,0.039,0.08,0.217,0.536,0.966
ORL,45.48,36.52,45.0,3.550718237202158,41.0,50.0,0.124,0.005,0.0,0.0,0.0,0.028,0.088,0.19,0.391,0.859
GSW,45.648,36.352,46.0,3.4292996369521282,41.0,50.0,0.123,0.003,0.0,0.0,0.0,0.017,0.037,0.118,0.293,0.785
PHI,44.632,37.368,45.0,3.465916329053545,40.0,49.0,0.08,0.002,0.0,0.0,0.0,0.014,0.043,0.118,0.316,0.797
ATL,40.938,41.062,41.0,3.5754938120489035,36.0,45.0,0.009,0.0,0.0,0.0,0.0,0.011,0.037,0.085,0.191,0.487
MIA,44.126,37.874,44.0,3.688376878790995,39.0,49.0,0.077,0.002,0.0,0.0,0.0,0.007,0.029,0.094,0.27,0.721
PHX,46.145,35.855,46.0,3.698915381567953,41.0,51.0,0.17,0.008,0.0,0.0,0.0,0.007,0.018,0.073,0.223,0.749
TOR,45.755,36.245,46.0,3.52405661135005,41.0,50.0,0.155,0.01,0.0,0.0,0.0,0.006,0.033,0.099,0.265,0.838
LAL,46.211,35.789,46.0,3.493777182362951,42.0,51.0,0.175,0.007,0.0,0.0,0.0,0.006,0.017,0.078,0.24,0.786
LAC,40.814,41.186,41.0,3.6289673462295027,36.0,45.0,0.007,0.0,0.0,0.0,0.0,0.005,0.008,0.034,0.087,0.368
POR,41.053,40.947,41.0,3.6387073254110454,36.0,46.0,0.009,0.0,0.0,0.0,0.0,0.003,0.007,0.022,0.074,0.303
CHI,37.377,44.623,37.0,3.886755845174739,33.0,42.0,0.001,0.0,0.0,0.0,0.0,0.003,0.006,0.013,0.047,0.183
MIL,36.304,45.696,36.0,3.810457190416919,32.0,41.0,0.0,0.0,0.0,0.0,0.0,0.001,0.007,0.017,0.044,0.139
CHO,33.462,48.538,33.0,3.9087793491063167,29.0,39.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.004,0.012,0.04
MEM,37.629,44.371,38.0,3.7899022414832815,33.0,42.10000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.013,0.034,0.137
DAL,34.446,47.554,34.0,3.5795368415480793,30.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.03
UTA,27.146,54.854,27.0,3.317632288244133,23.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAC,24.095,57.905,24.0,3.427823653573795,20.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRK,23.846,58.154,24.0,3.440680746596522,20.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOP,21.767,60.233,21.0,3.332673251310425,18.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND,21.686,60.314,22.0,3.590738642675069,17.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAS,21.519,60.481,21.0,3.0129120465091574,18.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
