simulation,OKC,LAL,PHX,UTA,MIL,MEM,CHI,POR,ATL,ORL,BOS,CHO,DAL,NYK,IND,GSW,LAC,NOP,SAC,HOU,BRK,TOR,PHI,DEN,MIN,WAS,MIA,SAS,CLE,DET
0,62,51,44,23,41,32,38,41,37,42,51,35,30,53,18,46,39,27,18,51,27,49,49,50,48,27,43,59,45,55
1,64,46,46,21,36,32,35,36,40,50,47,40,32,53,21,49,39,21,16,51,21,52,51,49,52,24,47,54,51,55
2,61,47,46,24,33,35,41,42,41,45,49,36,35,52,23,40,40,26,23,54,21,47,44,45,41,23,43,57,52,65
3,61,51,49,26,35,34,34,34,42,45,47,45,37,51,19,46,34,27,20,52,22,43,45,49,49,26,45,57,48,58
4,62,49,46,21,38,40,29,32,42,38,53,43,34,52,27,46,39,23,25,52,22,45,43,51,48,26,43,51,50,61
5,60,47,40,26,38,31,39,33,42,43,55,38,33,50,23,44,40,21,22,55,21,51,47,53,52,23,44,51,52,57
6,61,45,44,33,35,32,36,37,40,45,50,38,28,54,20,45,42,29,20,47,28,51,50,45,47,25,42,49,52,61
7,57,54,39,23,34,34,31,40,43,48,55,37,34,51,23,41,41,25,20,54,20,51,47,52,47,23,45,50,51,61
8,61,48,47,26,31,30,37,40,37,46,54,40,33,59,20,46,42,22,28,51,24,47,44,45,46,24,45,54,48,56
9,62,45,47,26,34,39,29,47,41,44,52,40,33,48,28,41,43,25,16,52,20,51,46,46,43,20,42,60,53,58
10,61,48,45,27,33,36,33,40,41,44,52,31,31,51,25,46,42,19,27,55,22,50,49,46,48,22,42,54,55,56
11,59,48,50,23,33,33,32,45,41,46,46,39,33,51,28,48,42,31,21,51,21,46,50,46,48,19,47,51,49,54
12,63,49,46,27,33,24,37,44,39,44,49,43,29,47,30,49,39,25,23,53,24,48,42,48,51,19,48,53,48,57
13,59,48,46,29,34,32,33,45,41,49,52,34,26,52,25,45,39,26,23,57,22,43,49,51,49,18,42,54,54,54
14,64,45,47,29,40,27,34,40,40,45,51,36,30,50,25,46,47,24,22,48,23,45,47,49,47,21,46,54,50,59
