simulation,OKC,LAL,PHX,UTA,MIL,MEM,CHI,POR,ATL,ORL,BOS,CHO,DAL,NYK,IND,GSW,LAC,NOP,SAC,HOU,BRK,TOR,PHI,DEN,MIN,WAS,MIA,SAS,CLE,DET
82,54,53,49,23,39,36,38,37,41,47,51,39,32,45,29,42,40,25,26,53,30,47,44,53,45,14,40,55,50,54
83,61,46,43,30,34,35,41,38,49,40,50,30,32,49,26,49,40,18,24,49,22,46,49,55,49,19,47,58,49,53
84,64,44,52,21,39,34,35,39,45,42,48,31,37,51,23,44,43,21,29,52,23,46,44,54,50,29,42,48,46,55
85,59,38,46,28,38,33,45,40,39,44,51,41,42,52,20,43,39,26,25,50,20,41,44,51,52,23,43,52,51,55
86,65,48,49,24,31,36,34,44,38,45,50,35,34,49,30,41,43,21,18,55,23,45,48,50,47,22,50,49,47,60
87,67,46,47,29,37,35,39,44,41,42,42,44,30,47,17,41,43,26,25,50,26,47,49,50,49,22,40,53,48,55
88,64,45,53,24,32,33,43,39,41,41,51,39,37,52,21,44,43,27,21,57,21,41,45,51,50,21,44,52,43,56
89,63,48,46,21,39,38,36,43,35,48,56,30,31,47,23,47,47,20,26,51,28,45,49,55,47,21,46,49,40,56
90,58,54,47,29,37,46,41,39,44,44,53,35,32,47,18,41,37,21,19,51,25,48,39,52,55,19,40,55,47,58
91,64,47,52,26,33,40,39,40,42,42,49,35,27,57,16,47,47,24,25,51,26,44,42,49,41,20,49,53,50,54
92,65,48,45,23,34,42,44,44,41,43,49,36,37,49,20,44,38,28,17,47,21,49,45,52,49,21,46,53,46,55
93,65,52,49,26,38,36,38,42,44,42,46,36,32,51,25,46,41,19,31,54,20,48,46,44,50,16,47,54,43,50
94,61,44,41,28,34,34,42,42,45,42,53,32,38,48,22,43,38,24,28,55,23,44,39,50,50,24,43,54,51,59
95,65,47,43,26,40,43,40,41,41,38,46,36,35,49,19,48,42,26,24,53,24,46,48,51,46,25,34,54,42,59
96,67,47,46,28,31,34,41,42,37,42,48,42,34,53,19,44,43,21,29,47,28,45,44,49,50,27,43,46,52,52
97,62,47,42,23,32,35,40,40,46,43,54,36,40,53,20,46,38,26,25,51,23,43,50,48,47,18,42,54,50,57
98,66,45,45,30,37,30,46,37,36,43,47,40,38,44,19,43,46,21,28,58,28,44,45,52,48,17,48,54,49,47
99,62,45,53,28,38,40,29,39,38,42,46,36,35,52,27,43,37,22,28,53,27,47,41,53,46,22,52,51,47,52
100,64,40,50,28,34,37,34,43,46,43,40,32,29,48,26,48,39,19,20,53,29,56,42,58,49,20,45,54,49,56
101,62,47,44,30,38,33,41,34,45,48,50,35,33,51,15,45,42,18,26,46,28,39,42,55,49,18,47,59,53,58
102,64,45,47,30,33,44,38,35,49,43,46,37,33,49,18,46,47,21,23,54,30,51,44,49,44,24,45,45,49,48
103,63,44,50,26,34,36,36,36,44,49,52,37,41,54,25,47,36,22,22,45,30,41,44,53,45,21,51,50,44,53
104,59,43,46,31,34,39,41,43,37,49,48,34,39,55,21,49,36,24,23,48,24,47,50,42,47,21,42,53,49,57
105,67,49,49,27,32,35,36,39,43,46,42,32,39,56,21,50,39,19,23,51,18,45,50,47,48,23,45,56,50,54
106,62,48,48,25,33,44,42,37,44,43,49,38,35,47,17,47,36,29,22,53,27,45,44,47,49,22,43,49,47,59
107,61,51,42,28,31,39,41,41,40,47,56,39,29,48,18,46,37,22,25,53,31,50,43,53,50,19,48,48,46,49
108,65,45,41,26,42,34,39,38,34,40,49,32,38,51,30,43,40,26,16,55,34,38,47,50,44,27,47,55,50,55
109,61,47,41,24,39,39,42,35,37,43,50,37,37,49,15,47,43,27,26,51,25,48,45,53,47,15,49,54,50,55
110,66,50,40,24,29,37,40,46,39,47,49,33,34,45,19,47,39,26,23,53,28,46,45,57,48,20,47,57,45,52
111,69,49,45,30,27,42,43,37,45,44,48,37,37,44,24,41,47,21,20,52,17,43,47,46,49,26,40,56,50,55
112,65,44,47,30,40,42,34,44,41,43,51,31,39,53,19,44,32,26,24,54,21,40,49,51,38,26,45,51,49,58
113,65,53,45,29,30,37,36,39,41,38,49,31,35,46,25,46,40,20,19,51,29,45,46,55,54,22,48,57,47,53
114,62,43,49,27,31,42,42,38,46,48,50,37,28,52,22,44,39,22,25,53,29,49,40,50,45,18,43,50,45,62
115,62,42,40,26,35,37,43,39,46,43,53,31,37,49,26,47,36,31,22,48,30,48,43,52,40,22,46,50,49,58
116,66,42,45,27,32,40,45,40,42,48,43,39,33,49,26,50,47,23,25,48,16,41,42,56,46,23,42,52,48,55
117,66,46,46,27,34,41,36,39,46,46,52,33,32,52,17,50,41,18,23,47,27,49,43,47,56,17,47,50,50,53
118,68,45,41,31,35,39,39,45,41,41,53,31,33,51,20,45,41,23,23,48,24,47,38,50,47,25,47,53,46,61
119,63,42,51,25,33,35,39,44,38,44,45,43,38,52,20,53,40,27,24,49,24,47,48,51,42,23,42,55,45,49
120,62,44,45,32,34,37,33,47,39,47,51,33,29,46,21,48,41,31,28,49,28,51,41,53,47,18,40,54,53,49
121,65,46,51,25,38,36,37,38,45,39,46,39,33,53,20,42,42,19,27,52,25,48,47,52,50,20,44,53,46,53
122,63,52,44,26,34,37,44,41,45,39,51,32,31,50,21,49,45,23,25,52,21,48,48,47,47,20,40,49,50,57
123,61,41,44,27,37,39,43,42,43,46,47,34,30,51,17,47,48,23,22,48,28,47,45,46,46,23,48,56,48,54
124,58,51,44,24,36,35,36,43,37,43,54,39,36,50,23,50,41,21,22,50,24,45,40,50,51,20,46,53,53,56
125,60,48,47,27,40,37,36,48,36,43,44,28,32,53,18,47,37,29,29,54,21,45,46,55,47,24,43,48,53,56
126,58,49,42,27,33,39,44,36,39,41,59,38,34,50,17,41,37,28,24,58,28,44,38,55,50,22,42,54,52,52
127,62,51,41,22,36,40,40,47,43,40,52,37,39,51,24,41,30,22,22,52,26,48,48,53,47,18,45,50,45,59
128,63,47,49,24,36,42,34,38,43,45,49,43,33,50,30,43,36,24,20,54,28,45,41,50,45,21,41,55,50,52
129,66,48,47,25,36,35,32,39,44,46,50,35,27,48,21,47,46,27,25,45,22,50,48,55,47,18,47,46,52,57
130,65,49,41,24,34,37,35,43,32,47,54,39,36,45,23,44,44,16,23,52,29,50,48,55,44,19,48,51,48,56
131,67,49,50,24,31,33,40,42,40,46,52,34,35,48,22,48,47,21,21,51,22,41,48,47,50,23,44,48,50,57
132,65,50,54,25,36,34,39,44,42,43,47,32,32,54,23,43,46,17,25,50,25,48,41,49,47,19,41,55,46,59
133,61,47,51,23,34,32,49,35,38,42,48,37,30,48,25,51,41,19,29,51,23,50,48,53,50,16,39,52,53,56
134,62,51,42,24,35,35,42,42,34,41,52,35,35,51,24,48,44,23,22,54,21,47,46,50,52,20,43,50,51,55
135,64,41,42,26,35,37,40,37,41,41,47,41,36,51,26,47,40,23,21,54,23,43,41,54,50,22,46,52,53,57
136,63,45,47,24,35,38,41,42,42,51,48,34,29,50,18,37,41,20,27,53,29,42,51,48,53,22,40,52,53,56
137,67,42,52,26,31,40,37,39,43,41,41,37,40,55,25,47,36,26,22,50,26,44,43,50,47,24,44,53,46,57
138,68,49,47,27,36,37,38,43,43,46,51,36,38,52,22,45,40,18,26,51,16,46,46,47,44,21,46,52,46,54
139,60,46,36,24,40,32,43,44,36,49,48,41,44,56,22,46,45,23,22,53,17,45,43,56,46,21,43,50,50,50
140,60,43,41,23,36,48,40,46,38,52,52,33,37,55,15,49,41,24,21,54,25,41,47,51,42,17,47,53,45,55
141,64,51,41,25,39,39,36,37,33,47,53,32,31,52,18,40,40,22,25,56,24,44,45,51,50,20,48,58,52,58
142,56,44,48,27,40,37,42,43,37,45,51,33,33,49,20,47,35,24,26,52,24,40,43,59,49,21,46,56,46,58
143,59,49,44,25,40,39,29,36,40,37,51,40,36,55,24,42,43,25,19,50,33,46,41,56,49,20,50,55,48,50
144,67,49,47,23,41,33,37,45,38,52,45,39,30,55,23,44,36,15,33,56,23,45,40,55,52,19,43,52,43,51
145,65,54,41,26,32,39,42,43,41,47,51,32,31,48,24,46,41,23,25,49,18,46,43,49,52,20,47,56,48,52
146,63,39,48,28,35,34,42,36,43,49,56,34,33,56,31,48,44,19,20,52,25,48,40,45,50,18,36,53,49,57
147,65,46,47,33,29,36,39,39,40,41,52,34,35,52,18,38,42,23,31,54,26,43,40,50,47,25,46,49,54,57
148,60,46,49,27,37,38,37,46,39,48,44,32,33,54,31,42,44,20,25,43,22,46,48,55,49,24,41,50,47,54
149,60,48,41,28,43,40,40,43,42,42,51,32,37,55,17,46,43,24,25,48,28,45,42,50,45,19,41,56,44,56
150,65,46,47,26,35,36,39,38,44,39,51,39,37,48,24,52,37,26,25,47,20,48,45,54,49,21,41,53,46,53
151,62,47,47,27,33,39,37,38,42,47,46,40,29,53,21,48,45,22,16,53,23,44,41,56,57,26,40,47,48,57
152,65,44,46,29,27,40,36,44,41,50,46,33,33,56,30,45,43,23,21,52,22,51,42,50,50,21,43,53,46,49
153,63,44,40,21,40,31,40,47,39,47,52,31,34,50,23,48,38,25,24,53,31,45,42,50,53,19,47,55,47,52
154,65,45,43,24,38,34,38,41,40,40,55,30,39,51,25,48,41,20,28,53,17,45,44,56,46,20,42,55,53,55
155,62,44,48,26,40,35,44,46,43,47,48,27,32,52,22,47,38,18,32,49,23,45,43,50,48,20,47,54,47,54
156,66,52,43,22,38,46,37,41,40,43,43,32,40,57,24,44,39,24,26,42,23,45,47,48,49,25,44,55,45,51
157,55,50,49,35,39,26,36,39,40,43,53,34,36,52,26,49,39,27,20,54,18,36,48,50,51,21,43,55,53,54
158,60,46,48,26,36,31,38,52,41,42,52,36,30,48,22,46,37,20,28,47,22,47,43,53,50,21,46,60,51,52
159,65,41,41,29,36,40,38,38,37,46,49,36,32,51,29,44,39,24,25,52,29,48,49,50,46,17,44,51,51,54
160,65,51,41,30,31,33,36,42,40,48,52,36,34,51,16,39,42,24,26,44,23,50,50,45,51,22,45,54,52,58
161,67,50,45,27,39,36,38,53,39,39,52,31,41,54,19,45,42,21,25,51,22,45,41,42,48,22,45,51,43,58
162,69,46,43,25,41,34,36,36,44,39,46,38,35,50,25,46,43,24,19,54,21,47,47,45,48,23,43,58,49,57
163,66,48,45,24,37,35,40,44,40,44,54,37,36,43,19,48,38,25,24,54,23,48,40,52,50,22,44,48,45,58
164,63,47,51,31,38,40,39,34,39,42,47,28,35,47,19,41,42,27,24,52,30,49,43,50,51,21,44,61,49,47
165,62,49,46,23,26,41,40,43,44,37,52,34,39,48,24,40,42,24,22,56,26,50,41,52,44,16,50,53,54,53
166,66,50,41,25,38,37,39,43,43,38,43,41,32,45,19,47,51,20,24,57,22,47,49,51,48,21,40,53,48,53
167,65,42,50,21,41,37,38,43,47,45,48,34,34,47,19,44,37,20,27,51,24,43,47,52,47,22,46,48,51,61
168,64,49,42,27,30,36,40,37,42,47,51,34,40,47,19,47,38,23,23,51,22,50,42,54,49,22,46,53,51,55
169,62,46,46,25,30,34,42,41,50,48,50,31,39,55,22,43,33,28,24,51,23,46,47,48,48,19,42,54,46,58
170,64,53,50,25,33,34,36,41,41,45,51,38,35,57,17,42,44,25,27,56,21,41,42,46,43,21,45,50,47,61
171,66,40,48,25,39,36,36,39,45,41,51,37,34,52,19,50,41,16,25,47,25,42,47,49,49,25,49,55,50,53
172,60,41,41,23,46,43,36,40,42,46,48,32,41,55,19,43,39,25,21,52,27,47,43,51,43,24,47,50,48,58
173,65,49,42,24,30,38,41,44,44,40,52,36,31,46,24,49,45,20,23,57,25,44,39,50,47,25,36,52,51,62
174,64,47,43,26,30,39,31,38,40,44,52,30,36,45,28,44,36,26,28,52,23,51,46,52,50,22,46,60,49,53
175,67,40,46,23,34,31,39,43,37,36,52,36,36,47,22,44,44,20,24,48,28,47,42,51,52,27,49,55,54,57
176,62,42,42,21,32,35,35,46,38,45,55,34,39,49,28,46,47,24,31,50,24,45,46,53,45,16,46,53,48,54
177,63,49,45,29,34,32,42,46,44,39,45,36,33,52,23,46,47,22,21,56,24,50,39,48,50,19,43,55,45,54
178,66,47,51,22,39,31,37,39,37,41,49,31,35,52,19,46,45,20,24,52,24,48,49,50,54,23,45,48,47,60
179,63,50,39,20,33,39,41,42,40,48,56,30,37,54,21,44,45,23,22,54,25,47,40,52,49,20,40,51,50,56
180,63,51,43,28,34,39,37,31,41,42,48,37,33,57,24,46,40,21,22,47,22,50,44,53,51,18,43,53,53,60
181,61,48,51,31,32,36,42,40,38,40,51,39,36,53,18,45,42,24,27,55,22,46,39,53,44,20,47,51,45,55
182,62,46,50,23,35,37,40,42,39,46,49,34,40,54,21,44,40,23,23,50,18,48,46,54,49,24,43,49,46,56
183,59,40,42,24,32,36,40,43,38,50,49,40,39,53,25,48,34,22,26,49,26,47,49,53,47,17,45,52,48,58
184,65,50,43,31,44,39,36,41,38,41,44,38,37,51,21,45,37,19,19,60,25,46,42,52,45,21,44,49,50,58
185,60,46,43,26,42,36,35,46,41,47,47,29,36,47,25,43,44,20,23,49,19,53,41,52,51,20,46,61,49,54
186,60,44,53,25,39,31,45,42,45,39,46,37,34,57,22,43,40,26,22,49,20,47,44,48,54,21,43,50,48,57
187,63,47,43,21,34,37,40,38,39,48,55,39,34,53,20,50,43,27,25,51,23,37,46,54,41,20,52,47,48,56
188,60,52,44,25,36,44,36,40,40,48,47,39,40,43,22,41,36,23,24,46,23,43,50,56,47,24,43,51,51,57
189,63,46,48,27,34,41,42,44,48,48,47,33,27,48,27,40,50,25,20,44,21,46,40,55,46,17,50,52,45,57
190,60,49,47,28,39,32,39,43,45,34,49,38,34,50,18,46,43,22,21,55,25,48,41,45,50,28,39,57,48,58
191,62,45,47,24,35,37,34,43,44,45,52,35,33,53,35,45,36,17,30,57,21,50,41,52,44,18,42,48,50,56
192,61,49,45,21,34,44,38,41,37,42,46,33,37,50,22,46,46,18,24,53,25,49,53,57,40,19,42,50,55,54
193,59,45,48,28,31,38,38,40,40,39,51,34,32,48,25,49,43,26,25,52,30,45,39,51,49,17,51,56,45,57
194,64,46,48,24,31,34,38,38,44,44,47,32,40,45,20,43,43,23,24,59,23,50,40,52,53,24,48,55,45,54
195,61,48,50,22,36,36,38,43,45,41,51,40,28,60,19,43,39,26,25,47,19,45,49,50,49,21,42,57,47,54
196,62,44,39,29,30,35,40,43,45,49,52,35,39,56,32,46,38,24,19,52,21,43,37,51,42,19,47,50,52,60
197,64,51,47,28,38,36,31,38,41,36,48,36,38,49,20,47,40,22,26,52,22,47,45,50,54,22,46,56,43,58
198,61,39,49,25,42,37,41,42,40,46,52,38,34,48,23,46,41,22,25,47,27,47,38,52,44,20,48,57,48,52
199,59,48,41,25,32,38,34,43,38,44,50,32,36,46,22,48,39,27,21,53,27,48,45,53,50,21,49,55,49,58
200,65,47,44,26,33,36,47,41,38,43,52,32,30,55,25,42,49,28,20,51,25,43,45,49,48,20,40,54,52,51
201,64,50,45,24,33,39,40,42,46,48,51,38,37,48,17,45,46,20,19,47,26,49,44,45,47,24,43,52,46,56
202,59,49,42,29,37,33,41,40,42,42,54,30,31,47,23,49,37,23,18,56,23,49,45,55,48,19,49,53,50,58
203,69,49,42,27,36,34,40,44,43,51,44,39,30,46,18,48,42,25,29,53,26,39,37,56,50,20,41,55,50,48
204,69,44,48,24,34,36,38,43,45,45,51,37,30,44,30,39,28,23,31,48,27,50,49,50,47,25,38,56,54,48
205,68,48,51,27,35,40,37,44,46,44,53,39,26,53,17,44,36,20,30,50,26,45,48,48,51,19,41,48,47,50
206,62,37,53,29,40,36,44,40,36,39,51,39,29,51,24,39,38,21,30,47,27,47,46,49,51,19,42,59,49,57
207,60,47,51,26,36,36,37,42,42,52,44,37,34,48,23,43,34,25,28,50,19,44,45,53,50,17,45,62,49,52
208,62,44,45,33,40,39,34,37,41,47,51,38,38,49,22,41,37,23,20,55,24,50,49,48,45,22,43,52,48,54
209,60,47,46,25,32,36,37,43,44,47,56,30,35,49,23,49,42,21,24,49,23,48,41,52,48,23,47,56,48,50
210,67,44,55,26,34,40,37,39,45,41,52,34,39,53,27,40,39,17,19,53,29,41,43,53,44,24,41,52,49,54
211,66,39,46,27,38,37,39,35,44,48,49,36,31,43,20,52,44,22,19,53,21,43,50,55,50,19,46,54,51,54
212,61,45,50,26,37,35,38,38,40,45,50,40,38,49,25,43,39,26,21,48,19,42,50,51,48,23,48,55,46,55
213,60,46,46,26,40,35,39,43,44,43,49,43,29,51,14,52,44,17,23,52,28,48,45,50,48,21,40,52,50,53
214,64,45,51,23,36,36,45,49,48,42,46,35,31,46,20,47,44,26,26,52,16,41,42,56,47,21,43,51,48,54
215,62,51,50,23,32,43,37,42,43,44,48,34,33,56,23,46,40,25,24,51,21,46,41,56,43,21,38,49,52,57
216,68,45,45,28,36,37,35,31,39,45,47,35,35,49,24,42,47,22,20,51,20,47,47,51,47,28,52,51,45,62
217,62,48,48,20,31,41,44,41,44,45,46,35,33,52,23,39,40,27,29,51,22,49,39,45,47,25,47,52,57,49
218,61,46,43,29,38,36,44,39,43,48,46,41,35,47,20,44,40,21,22,60,20,41,48,50,51,21,44,45,52,56
219,63,46,44,25,29,43,39,35,40,42,49,36,32,54,31,43,39,22,30,53,23,46,46,51,54,18,43,48,49,58
220,61,40,47,35,30,36,42,35,38,40,52,31,31,46,28,45,41,18,20,57,25,45,55,53,52,21,48,55,54,50
