team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,57.897,24.103,0.233,0.368,0.562,0.789,1.0
OKC,63.519,18.481,0.215,0.382,0.536,0.758,1.0
NYK,50.69,31.31,0.071,0.147,0.282,0.63,0.999
CLE,60.337,21.663,0.066,0.152,0.36,0.675,1.0
DEN,51.12,30.88,0.065,0.125,0.28,0.544,0.989
IND,47.539,34.461,0.06,0.143,0.286,0.61,0.992
MIN,46.328,35.672,0.047,0.105,0.227,0.46,0.87
MEM,51.904,30.096,0.04,0.099,0.251,0.551,0.992
DAL,44.106,37.894,0.035,0.066,0.15,0.301,0.664
LAL,48.391,33.609,0.032,0.071,0.168,0.417,0.928
HOU,49.094,32.906,0.027,0.063,0.165,0.436,0.968
MIA,40.538,41.462,0.02,0.044,0.096,0.246,0.744
MIL,43.24,38.76,0.015,0.049,0.148,0.373,0.919
ORL,39.6,42.4,0.014,0.034,0.097,0.204,0.626
SAC,42.018,39.982,0.013,0.035,0.063,0.141,0.404
GSW,41.861,40.139,0.012,0.023,0.052,0.113,0.37
ATL,39.373,42.627,0.008,0.017,0.052,0.161,0.581
PHI,35.699,46.301,0.007,0.026,0.051,0.103,0.289
LAC,43.459,38.541,0.007,0.022,0.071,0.177,0.535
PHO,40.349,41.651,0.005,0.008,0.031,0.085,0.221
DET,40.329,41.671,0.004,0.014,0.048,0.156,0.666
CHI,34.426,47.574,0.004,0.006,0.017,0.047,0.171
SAS,37.219,44.781,0.0,0.001,0.005,0.014,0.048
TOR,28.627,53.373,0.0,0.0,0.001,0.005,0.009
POR,33.935,48.065,0.0,0.0,0.001,0.003,0.011
BRK,29.052,52.948,0.0,0.0,0.0,0.001,0.004
NOP,24.356,57.644,0.0,0.0,0.0,0.0,0.0
CHO,23.209,58.791,0.0,0.0,0.0,0.0,0.0
UTA,22.661,59.339,0.0,0.0,0.0,0.0,0.0
WAS,19.124,62.876,0.0,0.0,0.0,0.0,0.0
