team,wins,losses,wins_median,wins_std,wins_10th,wins_90th,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,champion,finals,conference_finals,second_round,playoffs
OKC,62.046,19.954,62.0,3.6041481656557903,57.0,67.0,0.999,0.978,0.769,0.271,0.011,0.308,0.452,0.632,0.821,1.0
CLE,48.023,33.977,48.0,3.9413793270884243,43.0,53.0,0.379,0.045,0.0,0.0,0.0,0.115,0.242,0.378,0.612,0.941
NYK,51.491,31.509,52.0,4.141004588261163,46.0,57.0,0.689,0.257,0.019,0.0,0.0,0.075,0.173,0.306,0.567,0.975
DET,54.71,27.29,55.0,4.053381304540692,49.0,60.0,0.895,0.537,0.114,0.005,0.0,0.064,0.149,0.316,0.613,0.996
HOU,53.08,28.92,53.0,4.030086847699439,48.0,58.0,0.807,0.388,0.048,0.0,0.0,0.059,0.106,0.263,0.596,0.982
MIN,49.62,32.38,50.0,4.265395644017094,44.0,55.0,0.516,0.135,0.005,0.0,0.0,0.054,0.093,0.216,0.494,0.932
BOS,50.718,31.282,51.0,4.233258319545359,45.0,56.0,0.619,0.176,0.019,0.0,0.0,0.049,0.12,0.248,0.503,0.974
DEN,51.303,30.697,51.0,3.9848702613761473,46.0,56.0,0.679,0.219,0.009,0.0,0.0,0.045,0.092,0.231,0.529,0.974
ORL,46.419,35.581,47.0,4.200647450096235,41.0,52.0,0.24,0.023,0.0,0.0,0.0,0.041,0.109,0.228,0.436,0.873
SAS,51.677,31.323,52.0,4.293561575196052,46.0,57.0,0.702,0.252,0.035,0.0,0.0,0.04,0.08,0.21,0.486,0.961
GSW,44.441,37.559,45.0,4.281649098186351,39.0,50.0,0.117,0.005,0.0,0.0,0.0,0.03,0.054,0.12,0.26,0.708
LAL,47.262,34.738,47.0,4.467365666698888,41.0,53.0,0.327,0.043,0.0,0.0,0.0,0.024,0.048,0.12,0.332,0.828
LAC,40.911,41.089,41.0,4.092319513430007,36.0,46.0,0.016,0.0,0.0,0.0,0.0,0.024,0.041,0.101,0.193,0.469
MIA,45.352,36.648,45.0,4.513102702132979,39.0,51.0,0.181,0.02,0.0,0.0,0.0,0.015,0.052,0.119,0.304,0.767
ATL,41.132,40.868,41.0,4.196257380094791,36.0,46.0,0.021,0.0,0.0,0.0,0.0,0.014,0.051,0.12,0.245,0.552
PHI,44.085,37.915,44.0,4.501974566787333,38.0,50.0,0.113,0.005,0.0,0.0,0.0,0.014,0.037,0.12,0.288,0.725
TOR,44.946,37.054,45.0,4.460390565858555,39.0,51.0,0.146,0.017,0.0,0.0,0.0,0.013,0.046,0.104,0.285,0.757
PHX,43.557,38.443,44.0,4.635164614121056,37.0,50.0,0.101,0.004,0.0,0.0,0.0,0.005,0.016,0.047,0.145,0.58
POR,38.62,43.38,39.0,4.576636319394408,33.0,45.0,0.007,0.001,0.0,0.0,0.0,0.005,0.011,0.028,0.06,0.243
MEM,38.293,43.707,39.0,4.605556535316877,32.0,44.0,0.004,0.0,0.0,0.0,0.0,0.003,0.004,0.023,0.06,0.228
MIL,37.731,44.269,38.0,4.685150904720145,32.0,43.0,0.003,0.0,0.0,0.0,0.0,0.001,0.017,0.045,0.104,0.291
CHI,35.003,46.997,35.0,4.68369416166342,29.0,41.0,0.002,0.0,0.0,0.0,0.0,0.001,0.003,0.014,0.03,0.093
DAL,34.674,47.326,35.0,4.596490400294555,29.0,41.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.009,0.024,0.094
CHO,32.183,49.817,32.0,4.780116211976441,26.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.009,0.046
BRK,27.988,54.012,28.0,4.622754157426068,22.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.008
SAC,24.235,57.765,24.0,4.163385041045327,19.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
WAS,23.171,58.829,23.0,3.6248805497560883,19.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
IND,21.368,60.632,21.0,4.378878395205787,16.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
UTA,24.426,57.574,24.0,3.7718064637518185,20.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOP,22.535,59.465,22.0,3.783222832453833,18.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
