simulation,OKC,LAL,PHX,UTA,MIL,MEM,CHI,POR,ATL,ORL,BOS,CHO,DAL,NYK,IND,GSW,LAC,NOP,SAC,HOU,BRK,TOR,PHI,DEN,MIN,WAS,MIA,SAS,CLE,DET
15,61,45,53,29,36,35,40,33,39,49,61,30,33,43,25,45,43,25,29,53,29,43,37,49,53,19,43,48,46,57
16,58,44,41,21,37,43,35,45,48,46,51,31,32,50,22,51,41,20,20,46,21,51,43,57,49,23,47,54,45,59
17,70,46,45,36,32,38,36,40,39,52,52,23,27,45,33,42,38,22,24,47,33,45,40,56,48,20,46,53,48,55
18,58,47,44,23,38,35,39,45,43,49,51,23,29,42,20,44,38,29,30,54,27,46,41,56,56,28,42,55,42,57
19,61,45,43,26,43,34,29,35,42,44,49,37,31,52,23,40,44,21,32,52,27,49,41,54,52,25,43,56,50,51
20,63,41,46,29,28,42,37,42,42,44,48,34,33,53,23,46,36,29,24,44,28,45,46,53,50,22,45,56,53,49
21,62,45,45,23,35,34,42,42,44,48,50,32,29,52,22,48,42,21,25,56,21,42,47,51,53,27,48,55,40,50
22,62,44,48,28,41,37,31,43,38,39,45,31,33,50,25,47,51,17,30,57,20,43,47,55,48,25,47,53,47,49
23,60,43,43,30,37,39,30,43,40,45,53,30,35,50,25,50,44,14,21,54,33,45,42,57,53,16,45,53,48,53
24,64,45,38,23,40,38,41,41,42,49,51,31,36,43,28,48,41,22,20,47,24,45,47,53,52,18,44,54,51,55
25,63,48,45,17,34,37,38,37,43,51,53,35,31,48,20,48,43,21,30,49,26,47,44,54,50,23,39,54,49,54
26,59,40,50,24,30,42,32,42,44,49,49,34,31,53,22,43,47,19,27,52,21,47,50,55,54,25,40,48,48,54
27,59,47,49,25,36,38,39,37,37,47,53,30,36,52,21,50,39,21,25,55,26,49,44,51,46,20,40,47,49,63
28,65,41,46,28,28,31,29,39,37,44,58,30,33,50,23,49,37,21,24,44,33,49,49,51,56,19,52,59,51,55
29,63,41,45,24,32,35,36,46,41,51,46,39,39,53,27,44,39,29,27,56,21,47,36,58,48,18,48,46,49,47
30,60,48,44,27,34,34,44,44,44,47,52,33,27,41,25,50,43,27,30,53,31,42,39,51,44,15,41,61,49,51
31,62,43,43,25,38,29,35,37,42,46,58,32,34,48,22,44,43,16,31,52,22,45,45,63,49,22,47,52,51,55
32,60,44,45,23,36,35,34,41,36,40,59,28,35,53,21,47,42,25,30,47,23,44,55,53,49,23,46,54,48,55
33,67,44,45,25,27,46,39,36,40,47,54,30,28,49,26,45,41,22,21,50,30,42,43,51,55,24,48,48,50,58
34,66,45,43,33,37,40,31,39,46,41,49,28,39,40,20,48,42,22,27,52,34,52,51,49,45,21,45,50,50,46
35,66,45,54,28,32,35,42,40,48,43,52,32,28,50,19,45,42,18,29,57,20,46,45,48,47,22,46,50,43,59
36,62,45,43,25,35,34,29,46,39,47,55,27,37,48,28,44,43,26,33,51,17,49,41,51,49,23,44,51,51,58
37,66,38,44,29,34,37,34,42,42,51,51,37,32,48,26,52,46,21,28,52,26,42,38,52,46,17,42,51,47,60
38,64,41,43,32,36,33,33,41,42,41,54,31,35,52,18,48,46,23,26,52,26,51,48,50,49,21,43,50,46,56
39,59,52,41,25,34,35,37,44,36,46,48,31,32,51,22,45,37,25,27,45,30,40,52,50,50,19,44,58,55,61
40,65,41,37,23,45,36,26,40,41,47,50,36,36,53,23,46,39,25,27,49,32,42,46,46,52,17,50,56,50,55
41,59,46,44,24,40,40,33,39,45,45,50,34,38,54,23,41,45,25,28,48,28,42,36,57,47,20,47,52,50,51
42,56,45,36,35,31,35,38,42,35,47,56,35,34,50,23,44,38,22,22,50,27,53,49,52,59,21,47,49,47,53
43,63,37,49,28,37,42,37,40,38,48,43,33,29,49,22,56,47,23,24,48,23,38,45,58,50,23,47,49,50,55
44,67,43,45,33,34,40,33,36,38,45,53,32,27,51,29,49,46,18,22,51,22,45,40,51,49,25,50,58,51,48
45,66,48,45,23,37,36,32,42,42,41,41,35,29,48,21,44,42,26,31,52,23,41,43,59,51,21,48,52,55,57
46,60,47,39,30,40,36,40,45,37,44,51,35,31,40,20,54,40,16,27,60,21,48,43,46,48,32,44,50,47,60
47,62,43,42,20,33,38,35,40,34,50,43,38,39,45,27,48,35,23,25,51,23,43,45,57,54,20,41,59,55,63
48,60,44,44,28,34,31,33,48,43,49,57,34,35,50,26,43,35,33,25,48,26,37,45,56,58,19,44,47,49,50
49,65,45,49,29,38,33,29,36,34,42,51,31,38,51,23,40,44,22,30,53,18,40,53,56,48,26,47,51,51,58
50,64,47,50,25,38,42,36,38,42,50,51,28,36,56,20,45,42,20,28,47,29,42,43,45,47,22,50,49,48,51
51,57,30,44,27,32,39,35,40,36,50,54,21,37,49,29,50,47,23,25,46,26,40,49,57,54,23,50,51,49,61
52,59,47,43,27,38,32,40,41,41,49,49,30,39,53,22,46,42,28,26,51,22,43,41,53,47,23,45,53,47,54
53,61,43,47,26,36,31,32,32,46,42,50,33,31,48,20,45,44,24,26,53,27,47,48,59,54,20,52,52,46,56
54,62,39,46,26,37,41,40,38,45,53,46,26,33,52,23,42,43,28,26,55,27,47,48,52,46,20,41,48,45,56
55,61,44,40,19,36,38,35,40,41,39,54,34,38,46,20,46,44,25,32,55,34,40,46,50,47,28,44,54,47,54
56,62,49,42,23,40,38,30,35,40,40,46,33,32,50,24,49,45,24,31,50,23,46,44,50,55,24,48,54,49,55
57,68,51,50,22,37,34,34,40,45,39,51,33,29,46,20,41,41,21,28,54,22,47,45,53,50,23,43,53,51,60
58,66,41,46,21,24,35,34,41,45,49,50,30,42,50,19,39,42,26,26,52,27,49,50,46,56,19,49,56,51,50
59,64,45,51,20,39,38,34,43,40,42,52,29,35,55,22,40,39,23,24,51,28,46,42,54,56,19,37,62,42,59
60,66,46,49,24,33,42,37,39,37,48,49,30,34,52,21,37,44,21,22,50,34,43,41,48,52,22,52,53,49,56
61,60,46,52,22,40,35,27,40,43,50,50,30,34,48,22,48,40,33,25,48,31,43,43,51,51,22,42,55,43,57
62,66,45,44,22,44,37,35,37,38,53,46,31,40,47,23,50,41,18,36,49,25,42,47,56,53,19,37,53,47,50
63,63,52,39,24,36,39,38,41,43,42,55,29,30,45,29,44,45,19,29,47,23,44,50,57,51,25,39,57,45,51
64,69,44,48,23,38,39,34,35,40,46,50,35,34,49,22,46,38,21,28,52,28,39,49,49,50,26,50,45,46,58
65,61,41,46,25,35,40,44,35,44,48,53,27,39,52,23,46,43,24,22,48,20,45,50,53,48,23,39,54,52,51
66,66,43,41,23,33,37,29,50,39,48,54,30,34,44,26,49,42,29,28,53,21,47,40,58,47,21,46,52,53,48
67,61,51,49,29,33,39,40,41,40,46,49,35,30,47,26,45,41,21,25,44,27,43,43,48,53,24,40,58,49,54
68,57,41,49,23,40,36,36,38,35,44,53,33,29,51,32,44,42,17,25,55,20,44,40,56,52,26,47,53,51,62
69,66,48,44,24,43,44,34,40,39,43,49,25,37,54,22,37,39,23,27,49,25,46,48,56,47,23,49,50,48,52
70,65,41,49,23,37,34,32,41,38,54,54,43,28,48,21,46,44,22,27,49,26,40,46,48,45,26,45,52,53,54
71,62,44,50,32,34,38,37,39,39,52,53,35,28,50,22,48,45,27,21,49,22,39,47,45,51,22,47,53,45,55
72,68,42,49,22,38,35,33,42,45,42,53,23,35,51,28,46,45,21,31,48,29,40,45,53,50,22,46,48,42,59
73,59,44,39,26,38,42,40,40,42,45,48,37,29,49,29,48,39,25,20,46,21,52,46,47,49,21,41,54,54,61
74,63,43,41,23,38,33,37,40,44,47,60,38,28,47,22,47,44,24,22,52,26,48,46,54,45,24,42,43,48,62
75,62,52,44,27,36,42,34,39,44,40,57,36,33,43,17,43,46,22,24,46,23,45,42,49,57,20,48,52,54,54
76,65,43,48,30,39,37,30,40,39,46,47,34,42,55,24,46,41,22,25,48,19,47,46,47,45,26,43,50,49,58
77,63,42,41,25,39,30,29,46,41,42,56,33,36,52,27,50,40,23,24,47,24,52,48,48,50,18,47,51,50,57
78,59,39,43,23,36,43,36,41,43,45,50,33,41,56,23,50,40,23,32,46,23,45,42,57,46,20,46,46,50,54
79,59,46,40,34,38,31,39,50,46,52,50,29,29,50,21,37,42,16,34,52,24,43,48,55,48,23,38,54,50,53
80,63,46,44,22,35,41,37,43,37,51,55,33,27,48,27,48,37,23,30,53,20,44,39,45,51,26,50,55,47,54
81,62,43,37,23,33,40,42,43,36,44,54,40,30,48,21,47,45,26,20,49,28,53,44,48,49,25,40,54,51,56
82,64,45,44,27,31,38,37,39,41,44,51,28,28,47,24,49,45,19,27,54,20,48,49,48,54,18,41,56,53,62
83,63,44,42,25,35,39,34,42,41,48,49,35,39,48,22,48,41,22,23,54,32,51,41,44,51,25,39,53,43,58
84,58,48,42,28,42,38,29,30,37,39,45,33,37,51,29,46,42,23,29,55,33,45,43,51,57,20,51,54,38,58
85,63,46,51,23,33,35,33,41,45,47,45,29,33,50,25,42,44,17,30,46,30,47,50,52,52,25,46,49,48,54
86,64,45,45,28,36,39,45,36,41,44,51,35,36,44,21,42,45,21,22,50,26,47,48,52,56,28,43,49,42,50
87,63,49,44,35,34,42,42,38,35,48,52,35,28,49,20,48,44,19,25,50,30,44,38,57,48,23,41,49,48,53
88,58,45,49,22,32,36,31,40,46,42,54,30,38,51,28,43,37,24,25,49,25,42,46,57,56,22,43,54,52,54
89,65,42,47,28,43,41,36,37,41,46,56,27,29,50,22,46,48,21,27,47,27,45,46,59,46,15,38,55,47,54
90,63,42,44,29,30,38,39,40,45,46,43,35,32,42,23,38,34,25,34,53,23,42,47,56,54,27,44,53,49,61
91,61,41,41,19,35,42,38,41,37,43,51,32,28,44,30,48,37,25,30,50,27,42,43,57,57,27,45,54,53,53
92,58,44,31,27,34,41,34,41,40,43,50,28,36,50,30,46,41,20,22,55,32,52,47,53,49,18,49,58,47,55
93,61,43,44,25,42,35,39,36,45,49,50,38,36,54,18,42,44,17,27,57,27,46,44,44,49,19,42,58,45,55
94,60,52,46,30,36,34,31,34,47,48,50,37,37,51,24,48,41,19,24,49,19,43,43,54,48,20,45,50,50,61
95,58,49,47,24,29,37,30,47,51,45,53,31,33,50,13,46,48,24,28,45,30,43,40,58,56,14,48,51,49,54
96,63,44,46,30,36,39,37,42,36,47,52,29,37,48,20,51,46,19,26,50,22,45,47,48,45,23,46,48,52,57
97,60,49,46,26,33,43,28,40,46,43,51,34,37,49,23,44,41,20,24,46,28,41,47,51,54,23,45,56,51,52
98,61,48,47,31,35,42,40,37,35,49,49,31,32,43,29,43,47,23,20,50,20,45,45,53,53,26,45,57,43,52
99,60,49,45,27,37,37,34,42,42,46,50,38,32,49,19,44,42,22,26,45,24,45,46,54,49,29,42,56,46,54
100,60,46,43,24,37,37,34,47,44,48,59,29,35,55,22,42,39,17,26,43,24,43,49,57,52,16,51,47,44,61
101,64,46,43,30,33,27,33,39,46,51,51,34,32,44,23,43,41,28,31,51,25,47,46,54,48,23,41,53,53,51
102,60,50,43,19,38,39,31,42,48,46,47,30,40,55,19,42,44,23,26,51,20,48,43,50,53,21,39,52,51,61
103,62,39,40,26,31,41,31,44,39,48,54,37,35,49,21,53,40,25,25,52,32,48,38,50,49,22,47,52,48,53
104,62,44,44,30,35,37,36,40,44,48,50,32,36,50,25,42,45,23,24,56,24,40,41,49,50,24,44,50,52,54
105,62,46,46,27,27,32,36,47,38,45,52,32,36,52,25,50,45,23,27,45,25,46,47,54,54,16,44,49,47,56
106,65,48,45,30,36,34,32,46,46,50,59,29,29,49,19,43,39,19,28,50,25,49,46,46,54,22,43,49,50,51
107,70,38,46,27,34,41,36,45,42,41,54,25,29,52,28,45,43,22,27,57,28,42,47,43,47,23,42,52,48,57
108,62,44,43,21,37,30,33,40,40,44,50,31,33,46,19,46,38,21,32,52,26,50,57,58,45,32,49,52,50,50
109,60,45,37,25,42,41,34,42,41,46,51,28,30,45,30,48,39,26,24,49,27,45,44,58,47,22,44,53,53,55
110,63,51,47,26,37,37,40,37,46,43,46,34,44,55,22,44,36,22,25,47,32,48,46,46,49,20,36,53,46,53
111,64,40,42,26,27,35,37,38,45,53,53,33,38,48,19,44,41,24,25,49,24,43,50,51,48,25,52,53,43,61
112,58,53,52,30,38,42,35,33,44,42,53,35,32,52,24,45,36,22,23,48,24,44,44,55,51,21,45,55,42,53
113,63,45,43,28,30,39,40,44,39,48,51,29,29,55,18,43,47,29,22,54,25,46,51,51,49,19,41,45,54,54
114,63,48,40,29,35,36,42,44,45,43,54,34,34,42,20,45,45,25,21,51,31,44,41,56,47,16,44,52,47,57
115,65,46,50,23,35,34,36,39,44,46,47,24,33,56,20,49,41,24,34,49,29,44,46,52,49,19,40,54,45,58
116,65,44,40,34,35,38,39,44,36,41,52,33,39,39,21,39,41,26,21,50,25,49,44,54,51,21,44,54,49,63
117,68,45,43,26,35,48,41,37,42,42,49,33,27,54,29,50,37,19,33,51,20,44,36,54,53,23,33,53,52,54
118,61,45,41,26,32,36,36,42,36,46,51,34,33,47,25,54,36,19,25,50,24,43,52,52,52,19,44,57,47,66
119,64,46,46,24,38,34,38,40,44,42,48,31,37,48,22,51,39,19,25,50,30,54,45,53,47,22,41,47,49,57
120,67,47,44,33,37,31,40,46,43,53,48,35,38,48,21,44,43,25,19,44,29,43,45,50,46,25,38,51,45,53
121,67,46,40,31,36,39,39,44,43,39,50,32,38,48,18,43,36,20,30,46,24,45,49,44,51,24,52,47,54,56
122,63,48,48,23,36,38,35,42,46,50,53,39,28,45,16,48,45,23,26,39,27,51,47,51,44,21,46,54,43,56
123,63,47,37,26,35,35,37,43,39,46,52,39,29,47,19,49,46,19,23,60,25,46,50,51,53,18,46,52,47,52
124,69,40,50,21,41,30,29,41,39,39,44,36,35,52,20,46,44,27,34,54,27,45,43,56,52,24,44,48,48,53
125,63,43,40,28,31,34,34,42,38,46,54,30,34,53,22,51,41,22,26,52,27,48,44,51,58,22,41,46,49,61
126,62,51,43,25,42,36,35,45,47,48,43,35,30,50,22,49,39,18,25,50,24,46,42,50,55,23,46,51,45,54
127,63,46,46,26,29,30,36,41,39,44,56,33,34,54,26,41,46,19,28,50,26,41,47,54,47,23,44,57,48,57
128,62,52,43,25,42,35,41,39,36,50,53,35,39,42,25,53,47,18,27,47,27,39,46,53,47,23,39,45,45,56
129,67,42,42,21,36,38,40,38,37,51,53,24,42,54,30,41,43,24,20,52,30,39,45,53,48,16,49,51,49,56
130,61,37,48,26,37,40,33,41,46,43,43,31,32,50,33,52,47,27,27,46,30,51,47,50,44,17,37,57,44,54
131,69,44,41,23,24,39,35,41,45,46,52,28,32,47,27,44,40,28,20,52,30,46,47,50,55,18,48,56,49,55
132,66,53,39,22,37,37,27,43,42,46,51,36,38,50,27,45,32,28,25,51,24,41,45,49,52,25,46,51,48,55
133,64,35,41,24,38,35,36,41,42,49,50,28,33,53,22,51,41,23,29,52,26,42,42,49,55,18,52,53,52,55
134,63,47,43,28,40,39,28,35,43,42,55,36,33,46,26,46,38,22,25,49,27,53,48,52,45,21,44,52,49,56
135,65,44,41,26,41,32,34,41,40,43,45,31,34,55,18,45,41,18,33,53,31,46,44,56,53,21,47,55,47,51
136,64,45,39,34,32,41,35,44,43,52,50,37,36,52,19,46,43,24,29,50,27,40,38,50,51,20,42,44,46,58
137,67,41,46,24,33,45,34,43,39,43,48,35,36,51,20,47,41,24,32,57,18,44,48,55,49,21,38,52,48,52
138,62,45,44,23,38,31,36,35,43,52,49,33,37,50,27,48,41,23,24,58,27,43,47,57,54,19,40,51,44,50
139,63,44,44,26,42,46,47,37,50,41,52,37,35,53,22,45,37,27,26,54,26,40,44,49,46,23,33,50,43,49
140,63,45,46,30,35,28,39,43,36,47,58,32,36,43,26,46,41,25,29,47,27,46,47,49,52,19,43,48,47,58
141,59,48,43,27,35,38,41,38,41,54,50,33,31,45,26,43,42,25,27,48,30,38,48,49,52,22,44,47,49,58
142,66,41,42,27,33,33,41,43,45,45,53,34,34,47,23,47,42,22,27,51,35,40,45,52,49,19,48,51,42,54
143,63,42,43,23,37,36,35,42,43,46,50,32,38,49,24,49,47,16,23,55,28,42,48,47,51,21,45,51,47,58
144,59,43,41,27,40,39,40,39,37,50,50,45,32,57,23,44,37,23,28,52,24,39,44,55,56,14,36,50,51,56
145,58,41,47,23,39,41,33,44,41,47,53,30,32,46,23,48,43,24,27,50,20,47,44,53,49,24,48,48,52,56
146,63,46,46,23,44,38,40,40,41,40,52,40,32,51,19,48,39,22,26,45,26,47,42,53,47,22,43,51,50,55
147,68,43,45,22,42,43,34,44,41,47,52,30,28,49,24,46,41,25,28,42,22,39,49,58,43,22,45,59,47,53
148,64,38,51,26,37,34,37,40,37,52,53,32,37,50,23,40,39,18,37,54,28,39,41,49,56,18,42,52,46,61
149,65,46,38,22,37,33,34,46,45,40,52,37,37,45,26,51,43,27,26,52,23,48,49,47,45,20,41,55,47,54
150,65,48,41,35,32,40,34,36,47,43,53,38,29,54,24,48,40,22,23,47,24,43,46,52,48,19,45,50,52,53
151,61,47,38,27,41,38,28,42,45,48,55,30,30,53,24,42,40,21,28,51,30,48,47,50,48,23,37,57,51,51
152,65,51,46,26,40,35,33,42,48,44,48,41,33,44,25,45,41,20,32,49,22,49,42,47,57,18,37,53,42,56
153,66,47,46,27,37,39,29,37,42,44,45,37,37,50,24,45,42,17,24,55,23,46,45,53,54,22,38,53,49,58
154,63,40,43,31,30,33,33,40,49,48,50,26,37,48,18,45,46,22,21,52,27,49,43,56,48,27,42,54,52,58
155,56,49,52,19,31,47,36,40,44,47,52,28,33,49,22,52,37,26,19,51,26,50,46,47,50,21,46,56,51,48
156,59,47,42,23,31,34,41,44,41,46,51,33,30,50,21,43,36,24,28,55,25,39,47,57,55,22,42,47,54,64
157,65,49,43,24,42,37,37,42,46,49,48,33,30,46,23,44,38,22,25,57,22,37,44,51,49,21,47,59,47,54
158,62,37,53,34,41,41,32,37,45,46,50,32,33,47,24,39,43,19,26,51,29,47,42,55,50,23,47,50,50,46
159,62,41,53,32,36,37,29,46,40,45,59,31,33,47,18,44,40,18,24,56,28,50,47,45,48,21,44,48,55,54
160,67,40,44,27,37,34,41,43,46,47,55,34,30,48,22,39,43,21,23,56,22,50,37,53,52,20,40,53,51,56
161,66,47,53,21,34,39,35,45,40,41,51,23,34,49,26,46,46,26,19,50,23,44,53,52,50,22,45,53,45,53
162,64,48,49,34,37,36,32,47,38,42,54,38,33,48,20,46,47,24,24,50,28,44,42,48,50,28,44,49,35,52
163,53,40,50,27,39,40,32,37,38,47,54,33,30,52,25,49,45,20,27,44,28,45,52,49,58,18,48,53,42,56
164,64,43,48,37,33,41,36,36,40,49,51,31,33,55,21,48,43,17,26,51,25,41,49,46,52,21,41,51,45,57
165,66,40,44,28,24,40,37,36,46,46,51,30,42,51,19,45,41,17,20,52,31,49,47,55,53,24,48,53,48,48
166,67,45,43,21,29,43,44,49,38,45,41,31,38,48,18,49,41,28,21,48,36,48,42,52,54,20,46,50,52,44
167,69,48,43,23,36,46,32,29,46,47,51,32,38,44,24,42,46,28,29,40,35,45,46,51,45,29,39,53,44,51
168,63,40,40,26,34,37,36,41,44,40,51,38,32,50,21,48,53,21,23,48,24,46,42,52,46,26,47,53,52,57
169,67,48,46,27,35,43,28,44,42,47,48,34,36,52,22,53,32,23,31,47,24,43,41,47,48,21,49,56,45,52
170,62,43,44,29,24,34,34,40,49,43,54,33,33,43,27,49,39,25,28,53,30,48,45,52,50,15,46,51,50,58
171,64,46,47,24,37,42,31,42,45,43,50,33,26,44,28,51,40,21,23,50,23,50,41,58,49,25,43,55,51,49
172,57,52,41,23,39,36,41,40,31,36,53,36,37,49,27,46,35,27,24,48,25,54,46,53,50,21,45,47,55,57
173,70,41,49,20,38,42,32,39,39,44,53,34,30,47,18,46,42,27,20,54,31,36,48,55,48,19,47,54,51,57
174,69,44,47,20,37,32,32,42,35,45,52,34,37,49,16,51,40,22,28,51,29,43,42,55,52,21,48,55,50,53
175,67,44,39,22,35,36,40,45,43,46,53,29,41,45,22,48,42,25,25,51,22,43,43,44,48,26,48,52,48,59
176,67,52,41,29,35,43,35,40,42,48,44,34,31,46,20,49,41,25,22,52,28,52,42,52,44,23,40,52,50,52
177,62,43,47,30,34,31,40,40,41,50,46,35,34,52,14,54,42,17,29,54,24,46,44,52,50,21,51,50,49,49
178,65,41,45,25,34,36,31,43,35,48,55,31,38,50,18,45,40,23,27,51,26,43,46,52,58,21,40,56,53,55
179,62,44,44,23,42,35,33,44,43,47,50,30,34,53,19,46,41,26,21,50,27,47,47,49,53,22,47,57,42,53
180,66,46,40,30,37,31,43,34,41,49,46,35,38,51,22,48,40,27,21,51,22,44,49,55,46,18,49,53,49,50
181,64,47,42,28,36,30,34,43,47,45,48,31,35,52,22,49,39,28,25,50,28,46,42,52,51,21,42,58,42,54
182,64,44,47,32,35,32,36,49,46,42,53,32,40,50,18,44,43,19,30,44,21,39,41,53,53,22,46,53,55,48
183,65,48,43,30,29,39,36,41,42,48,53,33,31,51,24,41,43,25,26,48,21,46,43,57,50,17,45,56,45,55
184,59,38,43,26,37,35,33,41,43,46,51,37,30,49,30,48,45,21,21,47,25,44,40,54,53,24,48,58,51,54
185,62,46,43,30,41,40,34,40,42,49,50,34,24,49,20,51,38,20,32,52,26,45,48,52,51,26,41,51,43,51
186,64,42,46,25,36,40,39,39,46,48,52,30,29,47,20,46,42,24,25,59,26,44,42,49,48,22,43,55,46,57
187,66,44,51,29,35,36,34,39,46,40,47,31,37,53,24,42,47,21,27,51,22,42,44,57,50,21,42,46,48,59
188,54,45,47,32,37,30,34,43,32,52,53,26,28,46,25,48,40,22,24,56,24,53,55,52,44,26,49,54,47,53
189,69,42,47,21,36,34,35,44,42,44,55,28,38,48,23,43,46,19,27,53,28,43,44,45,52,21,45,50,52,57
190,63,51,39,31,38,32,40,45,41,44,54,33,35,49,23,44,40,22,34,53,33,39,42,52,43,14,45,51,46,55
191,69,42,45,22,36,39,35,37,41,54,50,32,30,51,23,44,44,23,24,51,25,46,45,52,53,24,44,53,49,48
192,60,43,45,29,35,36,26,36,44,43,53,32,38,49,25,47,41,28,24,51,25,48,42,51,51,24,46,51,52,56
193,66,51,38,26,34,37,33,39,33,47,49,36,32,50,24,43,43,33,31,47,30,41,46,51,52,25,47,46,51,50
194,60,43,47,29,41,33,44,50,39,51,50,30,29,43,22,45,38,25,26,50,21,44,43,52,49,23,42,54,52,56
195,67,41,48,23,35,34,35,46,43,49,51,29,33,51,26,44,45,22,26,50,23,45,46,48,52,17,42,52,49,59
196,65,49,44,29,37,43,34,35,36,47,50,27,38,47,19,41,38,18,27,57,20,48,49,47,51,32,48,54,47,54
197,64,50,49,29,37,31,31,41,41,45,50,29,31,50,25,48,36,20,25,50,34,47,49,49,52,25,43,51,48,51
198,59,49,47,25,39,37,41,46,39,45,53,35,24,43,24,47,41,24,24,48,25,49,41,54,49,24,43,52,53,51
199,67,38,45,29,33,42,36,45,43,39,50,25,37,52,21,46,41,21,24,52,26,38,44,51,51,22,50,51,50,62
200,66,49,48,30,39,46,32,33,41,39,42,37,31,56,19,43,44,23,24,44,21,40,47,52,51,27,48,59,51,49
201,60,44,37,25,34,37,37,43,42,43,53,26,42,53,23,41,42,28,27,51,26,49,47,51,49,20,45,56,48,52
202,66,40,46,27,39,34,45,42,35,42,48,30,33,46,23,44,40,29,21,55,29,47,44,56,53,23,42,55,47,50
203,66,44,51,28,36,31,39,44,43,44,47,29,35,50,20,46,44,21,22,48,24,48,42,49,51,27,41,56,50,55
204,65,34,44,28,37,27,35,42,48,47,51,36,26,51,17,44,46,21,30,48,33,45,49,55,53,25,42,54,47,51
205,60,46,51,30,35,35,37,42,47,47,52,28,27,53,18,48,46,23,21,41,25,43,45,53,48,22,40,58,54,56
206,58,51,45,23,38,46,34,41,38,45,51,33,37,46,21,42,41,23,31,52,20,48,45,46,51,18,43,54,50,60
207,63,49,44,27,41,43,30,46,40,55,44,32,33,55,18,40,42,19,25,42,25,48,41,56,51,21,43,53,48,57
208,62,44,40,29,34,37,38,37,42,39,58,34,34,53,24,42,47,20,29,51,24,47,50,42,51,21,44,56,49,53
209,65,49,44,29,32,35,29,47,44,45,52,33,36,42,22,49,42,21,33,53,25,43,48,52,44,24,39,52,42,60
210,67,42,46,25,36,38,32,40,40,44,51,33,34,51,31,51,43,15,29,54,25,43,47,46,50,21,45,51,46,55
211,62,49,38,26,32,37,36,46,38,47,54,24,24,49,22,50,38,28,25,50,29,46,51,49,50,25,42,57,54,53
212,57,44,40,24,38,37,36,43,41,45,58,29,37,50,23,46,41,28,18,49,27,49,45,53,52,24,48,51,47,51
213,67,42,54,34,35,39,33,44,40,49,52,29,31,52,19,47,37,18,25,50,21,43,44,47,43,20,47,58,50,61
214,68,46,42,25,24,38,36,44,40,54,51,31,32,46,28,49,45,25,22,51,31,48,47,53,46,17,50,49,40,53
215,63,38,43,26,31,34,33,45,37,49,51,27,30,48,23,49,39,25,28,58,32,46,52,60,47,26,38,53,49,51
216,60,57,46,26,41,38,30,41,45,45,48,39,36,50,25,46,40,21,22,49,22,46,42,56,48,21,45,44,48,54
217,65,46,50,27,38,38,33,37,40,43,53,33,37,50,17,47,40,22,22,52,26,45,46,50,47,23,46,51,54,53
218,62,38,49,23,42,39,35,40,41,45,46,31,41,50,22,49,36,30,21,55,25,42,45,57,49,23,42,53,46,54
219,62,39,44,27,35,33,39,40,46,47,55,32,34,46,23,51,41,26,25,50,23,44,46,50,50,18,47,51,50,57
220,63,44,52,22,32,41,41,43,42,47,51,26,32,53,21,39,41,22,26,52,20,41,51,51,52,27,46,51,45,57
