team,wins,losses,wins_median,wins_std,wins_10th,wins_90th,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,champion,finals,conference_finals,second_round,playoffs
OKC,61.301,20.699,61.5,2.603919929644535,58.0,65.0,1.0,0.994,0.75,0.11,0.0,0.541,0.663,0.786,0.913,1.0
CLE,51.432,30.568,51.0,2.6861451933951743,48.0,55.0,0.772,0.128,0.0,0.0,0.0,0.086,0.258,0.444,0.744,0.998
DET,56.807,25.193,57.0,2.9260469921038523,53.0,60.10000000000002,0.994,0.793,0.176,0.002,0.0,0.082,0.255,0.449,0.733,1.0
NYK,52.915,30.085,53.0,2.8220161232707373,49.0,56.0,0.891,0.307,0.007,0.0,0.0,0.065,0.236,0.423,0.719,0.998
SAS,53.467,29.533,54.0,2.9432823513893456,49.0,57.0,0.899,0.368,0.013,0.0,0.0,0.052,0.094,0.309,0.612,0.993
HOU,51.06,30.94,51.0,2.883470131629596,47.0,55.0,0.705,0.116,0.001,0.0,0.0,0.035,0.07,0.26,0.623,0.989
BOS,50.637,31.363,51.0,3.0154984662572786,47.0,54.0,0.671,0.099,0.0,0.0,0.0,0.031,0.119,0.259,0.597,0.991
MIN,48.495,33.505,49.0,2.905507700901858,45.0,52.0,0.372,0.021,0.0,0.0,0.0,0.026,0.05,0.163,0.444,0.933
DEN,49.803,32.197,50.0,2.8220898284781795,46.0,53.0,0.539,0.042,0.0,0.0,0.0,0.024,0.054,0.193,0.522,0.971
LAL,47.702,34.298,48.0,3.0428927026761885,44.0,52.0,0.292,0.009,0.0,0.0,0.0,0.012,0.027,0.084,0.312,0.884
ORL,44.256,37.744,44.0,3.071231674752004,40.0,48.0,0.047,0.0,0.0,0.0,0.0,0.009,0.043,0.115,0.299,0.783
LAC,41.981,40.019,42.0,3.1452565873073057,38.0,46.0,0.005,0.0,0.0,0.0,0.0,0.009,0.015,0.055,0.133,0.498
TOR,46.649,35.351,47.0,2.9959637848278473,43.0,50.0,0.165,0.003,0.0,0.0,0.0,0.007,0.034,0.105,0.286,0.926
PHI,45.488,36.512,46.0,3.0763380828511036,42.0,49.0,0.092,0.0,0.0,0.0,0.0,0.007,0.027,0.086,0.255,0.837
PHX,45.523,36.477,45.0,3.063898007440848,42.0,49.10000000000002,0.1,0.0,0.0,0.0,0.0,0.006,0.011,0.057,0.182,0.728
ATL,40.577,41.423,41.0,3.100011451591752,37.0,44.0,0.002,0.0,0.0,0.0,0.0,0.003,0.016,0.048,0.122,0.408
GSW,44.737,37.263,45.0,2.8435595650522254,41.0,48.0,0.042,0.0,0.0,0.0,0.0,0.003,0.014,0.075,0.218,0.748
MIA,43.341,38.659,43.0,2.940190299963592,40.0,47.0,0.014,0.0,0.0,0.0,0.0,0.001,0.009,0.057,0.181,0.712
POR,40.059,41.941,40.0,2.950511650544698,36.0,44.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.017,0.036,0.235
CHO,39.022,42.978,39.0,3.0720540359830912,35.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.01,0.05,0.262
MIL,34.33,47.67,34.0,3.4468971554138372,30.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.011,0.051
DAL,31.8,50.2,32.0,3.240987503832744,28.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.009
CHI,34.76,47.24,35.0,2.9645235704915556,31.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.034
MEM,33.888,48.112,34.0,3.162507865602867,30.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.012
UTA,25.863,56.137,26.0,2.7503147092651052,22.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOP,25.271,56.729,25.0,2.841752804168582,22.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRK,23.659,58.341,24.0,2.859845974873472,20.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAS,22.546,59.454,23.0,2.527426358966765,19.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND,22.399,59.601,22.0,3.0185756574914597,18.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAC,21.232,60.768,21.0,2.8114366434262754,18.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
