simulation,OKC,LAL,PHX,UTA,MIL,MEM,CHI,POR,ATL,ORL,BOS,CHO,DAL,NYK,IND,GSW,LAC,NOP,SAC,HOU,BRK,TOR,PHI,DEN,MIN,WAS,MIA,SAS,CLE,DET
0,62,45,43,36,36,33,41,38,50,47,47,31,37,49,28,41,49,23,20,44,26,47,46,42,50,18,44,59,41,58
1,66,44,46,26,39,44,35,43,40,47,48,23,42,55,18,40,37,21,29,49,24,48,48,49,48,22,48,51,47,54
2,63,47,41,27,38,37,36,47,39,43,48,42,36,55,19,50,44,21,27,46,24,50,36,47,52,23,49,47,42,55
3,62,42,49,34,26,42,41,42,43,46,51,39,37,50,24,40,42,23,22,48,27,46,55,50,46,16,44,49,48,47
4,67,36,41,34,39,35,34,41,44,42,54,36,37,54,23,43,43,20,28,51,23,52,48,49,43,29,44,50,40,51
5,59,48,41,33,34,39,34,37,46,44,52,32,31,49,21,47,39,31,22,50,26,45,51,53,49,27,41,49,46,55
6,66,47,38,24,36,38,31,45,39,46,54,34,36,51,23,48,44,19,25,49,33,44,49,49,49,24,42,57,42,49
7,62,49,45,27,44,38,40,41,37,48,51,27,30,44,29,42,42,22,27,52,23,40,43,57,51,24,43,49,54,50
8,62,43,46,25,32,28,40,43,48,49,42,38,28,55,24,46,42,22,21,52,24,46,52,57,50,23,44,51,50,48
9,62,41,45,25,42,31,40,44,41,52,46,32,25,62,17,43,37,23,23,45,31,51,46,56,55,24,47,49,44,52
10,61,49,45,29,43,38,37,41,43,47,55,31,34,49,18,44,38,21,31,52,22,50,41,54,44,19,45,49,43,58
11,58,48,48,28,39,40,35,34,40,44,53,39,26,49,26,45,45,23,20,48,33,46,47,46,49,23,44,54,48,53
12,59,43,55,24,34,30,35,43,46,50,57,32,32,52,27,43,48,24,19,51,26,43,48,37,47,25,43,49,50,59
13,69,47,53,23,32,36,36,34,48,49,44,30,31,49,24,45,41,18,21,50,35,46,48,54,52,23,45,50,46,52
14,61,40,44,32,44,42,36,44,45,45,43,34,29,56,17,44,42,23,19,53,27,48,45,51,53,18,38,55,47,56
15,59,49,46,39,31,41,34,38,39,42,51,27,27,51,27,46,43,17,24,52,29,53,42,50,52,25,39,57,47,54
16,59,46,43,25,31,34,33,38,48,43,48,33,35,54,25,44,39,20,22,56,25,42,45,54,56,28,44,51,52,58
17,69,43,46,25,31,40,46,45,39,42,52,31,26,59,19,46,40,21,21,54,22,42,43,50,51,26,42,53,53,54
18,66,39,47,35,29,43,39,39,49,38,49,32,29,51,29,46,37,22,28,50,19,46,41,51,48,25,47,54,49,54
19,62,49,41,27,31,34,32,42,44,43,54,32,36,57,31,43,37,26,16,45,30,44,45,55,49,26,45,56,47,52
20,58,40,42,32,38,36,30,38,47,48,50,37,42,43,21,51,43,14,24,53,22,51,53,57,51,26,43,44,48,49
21,66,38,52,28,35,44,33,36,46,49,44,35,26,48,29,49,35,24,22,53,25,44,49,52,47,26,43,52,49,52
22,57,39,44,34,34,32,39,34,44,54,51,31,34,59,27,46,40,22,16,44,26,44,43,49,52,31,42,56,52,55
23,64,50,47,23,36,37,38,47,47,50,47,34,31,52,23,44,40,24,21,47,21,44,51,43,53,23,47,50,41,56
24,61,44,47,23,40,39,36,40,43,43,47,33,31,51,25,45,38,27,19,57,31,47,47,48,53,24,42,50,51,49
25,55,46,46,27,42,28,42,38,44,44,54,39,31,46,24,47,42,18,25,51,17,47,48,54,50,26,44,53,46,57
26,56,50,43,25,27,33,45,44,51,52,51,26,30,53,22,43,39,26,24,46,22,49,49,52,53,25,40,52,48,55
27,66,48,50,28,37,33,37,37,46,42,46,34,32,51,23,41,45,20,25,48,28,50,51,50,54,24,45,53,42,45
28,62,41,48,25,37,39,35,40,39,47,49,31,34,50,19,44,39,21,29,50,33,48,40,54,52,29,41,51,52,52
29,58,44,44,32,36,41,36,42,43,46,48,37,36,52,23,45,39,25,24,46,21,51,41,56,48,23,42,54,48,50
30,65,49,54,35,36,37,34,38,47,54,46,33,29,55,26,52,37,25,20,55,20,46,45,47,43,22,43,56,35,47
31,57,50,43,25,43,34,37,39,41,45,55,34,34,54,16,46,40,24,21,51,30,45,53,50,49,23,38,44,46,64
32,63,44,46,26,40,43,36,44,40,47,48,32,34,56,17,45,37,26,29,45,20,44,48,57,48,15,54,50,48,49
33,59,39,48,35,38,40,29,39,43,41,51,35,32,49,25,43,40,19,22,54,20,46,46,57,54,26,48,53,48,52
34,65,43,41,31,35,44,38,40,38,47,51,32,28,54,25,42,40,19,26,56,21,47,46,52,53,21,42,57,43,54
35,58,41,47,21,33,37,37,36,46,52,45,36,41,47,20,45,47,21,18,51,30,51,52,50,49,28,48,55,41,48
36,63,53,36,34,33,35,34,34,39,52,45,25,39,54,25,47,40,30,22,49,24,43,42,56,49,21,53,51,50,53
37,60,50,40,33,35,37,30,42,42,42,51,37,34,52,31,41,45,25,20,56,28,38,44,45,46,24,37,57,53,56
38,57,42,43,27,43,42,35,37,35,49,46,29,38,53,27,43,41,21,24,57,27,44,47,49,49,27,46,46,51,56
39,61,51,46,38,38,38,35,35,44,53,54,34,28,48,26,45,51,17,18,46,22,43,44,51,52,20,39,52,47,55
40,62,45,45,21,43,42,34,44,39,48,55,40,38,49,25,40,31,28,20,49,20,51,41,47,54,29,40,50,49,52
41,65,44,46,27,39,36,34,41,39,44,53,30,24,56,23,48,44,23,22,53,25,42,45,53,50,23,47,53,50,52
42,63,47,53,34,40,40,38,33,41,40,49,32,26,52,16,49,42,16,29,47,24,39,43,55,46,24,43,57,50,63
43,63,45,46,25,36,37,32,38,41,48,52,33,35,52,21,49,41,18,26,52,34,47,40,56,54,24,40,48,48,50
44,63,46,40,24,32,31,38,44,41,49,47,39,39,51,25,42,43,18,22,54,23,51,51,48,52,20,41,56,50,51
45,65,42,47,27,34,35,35,40,41,50,52,35,29,51,29,49,40,23,26,53,28,45,40,55,54,22,46,47,39,52
46,63,36,48,25,42,33,26,47,46,50,49,33,31,47,24,50,43,23,20,57,32,49,46,50,52,22,43,47,46,51
47,63,48,40,25,31,40,37,43,47,44,48,32,34,48,19,44,37,25,20,50,27,43,47,59,44,20,46,55,54,61
48,65,40,41,26,36,37,38,49,45,44,53,37,31,58,20,47,44,20,23,55,22,45,52,49,45,22,44,51,39,53
49,63,51,35,28,42,45,45,48,40,45,48,36,28,47,20,43,40,17,24,50,25,47,46,56,51,23,37,54,46,51
50,63,47,46,32,45,37,28,37,44,54,48,30,35,57,15,41,36,19,24,45,28,51,46,45,57,20,46,50,49,56
51,68,46,37,27,42,34,34,40,41,46,52,42,27,53,24,45,38,22,24,59,30,47,38,51,53,24,47,51,40,49
52,58,43,49,25,36,38,30,39,37,52,56,31,35,53,20,46,47,20,22,53,30,56,41,53,53,22,41,44,50,51
53,57,49,46,28,37,34,43,43,43,44,50,27,36,55,20,43,33,28,20,56,24,46,51,56,51,18,45,51,46,51
54,61,50,46,31,40,33,34,37,37,49,41,32,35,49,34,45,37,25,17,50,27,48,47,54,48,24,43,55,46,56
55,58,44,43,31,42,35,39,35,39,44,50,33,28,52,20,44,40,28,26,46,22,46,43,52,54,22,45,52,54,64
56,65,48,49,24,43,35,33,40,43,44,48,40,30,51,19,51,36,25,19,50,39,46,42,51,47,19,38,54,50,52
57,64,45,44,23,37,38,40,42,46,53,47,27,34,41,27,46,46,25,24,53,21,46,50,55,47,24,35,57,43,51
58,59,52,45,26,29,35,37,47,37,47,56,32,31,53,24,43,35,25,23,53,27,43,42,53,62,20,49,48,49,49
59,63,46,49,28,41,31,35,39,43,46,52,36,30,52,29,36,43,20,28,47,19,47,45,54,55,19,46,55,50,47
60,57,43,49,33,36,42,38,42,49,46,48,35,25,58,25,41,41,19,25,51,24,42,44,49,48,24,43,53,44,57
61,60,54,46,25,38,37,42,30,44,41,49,38,30,61,27,39,36,23,24,58,28,42,46,54,48,20,38,54,47,52
62,65,36,45,30,32,39,44,36,46,47,45,40,31,50,25,39,47,24,21,45,22,36,52,54,51,25,44,53,52,55
63,66,42,45,23,39,38,31,37,53,40,49,31,38,52,24,41,39,20,24,55,32,46,50,52,50,23,44,56,44,47
64,56,46,42,23,32,33,36,40,44,44,50,37,32,52,23,47,49,25,26,45,28,44,47,55,52,20,48,55,47,53
65,61,33,48,31,43,42,37,39,43,51,46,34,31,57,23,51,41,19,18,54,24,47,44,49,47,20,44,52,47,55
66,61,44,48,35,32,35,38,37,45,47,47,22,30,49,27,51,37,18,31,49,31,49,41,54,55,20,41,51,54,52
67,62,45,41,27,36,45,33,42,37,47,45,33,40,54,28,47,42,25,18,53,31,48,46,54,47,22,46,49,35,53
68,61,45,42,27,30,35,39,37,47,41,43,29,41,44,24,45,41,29,25,53,27,47,43,50,56,23,45,59,51,52
69,63,50,43,31,34,45,32,39,46,48,57,33,36,49,21,41,41,23,19,50,25,47,46,45,48,17,49,52,46,55
