team,wins,losses,wins_median,wins_std,wins_10th,wins_90th,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,champion,finals,conference_finals,second_round,playoffs
OKC,62.69,19.31,63.0,3.3745962721487146,58.0,67.0,1.0,0.99,0.828,0.316,0.01,0.426,0.548,0.702,0.877,1.0
CLE,48.457,33.543,49.0,3.73980627840534,44.0,53.0,0.39,0.037,0.001,0.0,0.0,0.118,0.257,0.401,0.655,0.961
HOU,52.403,29.597,52.0,3.726739996297032,48.0,57.0,0.789,0.293,0.029,0.0,0.0,0.064,0.103,0.3,0.622,0.983
NYK,52.434,30.566,52.0,3.6940010828368743,48.0,57.0,0.791,0.277,0.03,0.0,0.0,0.062,0.193,0.355,0.616,0.995
DEN,52.121,29.879,52.0,3.7979414160831917,47.0,57.0,0.755,0.276,0.022,0.0,0.0,0.055,0.106,0.253,0.593,0.988
DET,54.734,27.266,55.0,3.6457158419163718,50.0,59.0,0.921,0.544,0.092,0.001,0.0,0.051,0.139,0.301,0.605,0.999
ORL,46.675,35.325,47.0,3.86100699300066,42.0,52.0,0.241,0.012,0.0,0.0,0.0,0.047,0.115,0.247,0.482,0.887
BOS,50.136,31.864,50.0,3.8366005786372916,45.0,55.0,0.566,0.131,0.005,0.0,0.0,0.039,0.117,0.237,0.506,0.969
SAS,51.874,31.126,52.0,3.9598136319781516,47.0,57.0,0.716,0.259,0.025,0.001,0.0,0.036,0.082,0.238,0.524,0.985
MIN,50.322,31.678,50.0,3.6916549134500642,45.0,55.0,0.601,0.133,0.003,0.0,0.0,0.023,0.058,0.212,0.502,0.973
MIA,45.052,36.948,45.0,3.907594656563037,40.0,50.0,0.128,0.002,0.0,0.0,0.0,0.015,0.047,0.114,0.302,0.786
GSW,44.748,37.252,45.0,3.7858283109512505,40.0,50.0,0.107,0.003,0.0,0.0,0.0,0.012,0.041,0.094,0.264,0.761
LAL,47.023,34.977,47.0,4.020008830836072,42.0,52.0,0.259,0.03,0.001,0.0,0.0,0.012,0.025,0.081,0.294,0.858
PHI,45.04,36.96,45.0,4.068709869233736,40.0,50.0,0.126,0.008,0.0,0.0,0.0,0.01,0.044,0.098,0.264,0.775
ATL,41.02,40.98,41.0,4.012181451529829,36.0,46.0,0.013,0.0,0.0,0.0,0.0,0.01,0.037,0.092,0.175,0.479
LAC,38.529,43.471,39.0,4.20608594776664,33.0,44.0,0.003,0.0,0.0,0.0,0.0,0.009,0.015,0.037,0.071,0.302
TOR,45.88,36.12,46.0,4.024127234569007,41.0,51.0,0.188,0.016,0.0,0.0,0.0,0.006,0.039,0.127,0.321,0.822
MIL,36.797,45.203,37.0,4.3849505128336395,31.0,43.0,0.0,0.0,0.0,0.0,0.0,0.002,0.01,0.023,0.054,0.207
PHX,43.794,38.206,44.0,4.1784643112033395,38.0,49.0,0.088,0.007,0.001,0.0,0.0,0.001,0.015,0.058,0.166,0.623
MEM,37.628,44.372,38.0,4.08137427835282,32.900000000000006,43.0,0.001,0.0,0.0,0.0,0.0,0.001,0.004,0.01,0.029,0.182
DAL,33.338,48.662,33.0,4.007961576662131,28.0,38.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.004,0.008,0.046
POR,39.641,42.359,40.0,4.161023792289585,35.0,45.0,0.01,0.0,0.0,0.0,0.0,0.0,0.001,0.011,0.05,0.299
CHI,34.637,47.363,35.0,4.179142376134127,29.0,40.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.011,0.086
CHO,30.888,51.112,31.0,4.226518188769569,26.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.008,0.029
BRK,27.573,54.427,27.0,4.1874420593006425,22.900000000000006,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.005
UTA,27.239,54.761,27.0,3.823071932360154,23.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAC,23.506,58.494,23.0,3.9260621492788417,18.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAS,23.423,58.577,23.0,3.3870445819327504,19.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOP,21.903,60.097,22.0,3.6523404824851693,17.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND,21.495,60.505,21.0,4.120919193578054,16.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
