team,wins,losses,champion,finals,conference_finals,second_round,playoffs
OKC,67.803,14.197,0.369,0.6,0.749,0.873,1.0
BOS,60.606,21.394,0.345,0.554,0.734,0.902,1.0
CLE,64.391,17.609,0.065,0.179,0.489,0.81,1.0
MIN,46.6,35.4,0.041,0.105,0.245,0.493,0.937
IND,48.839,33.161,0.04,0.087,0.26,0.617,1.0
NYK,50.793,31.207,0.031,0.094,0.18,0.673,1.0
DEN,50.817,31.183,0.026,0.109,0.354,0.647,1.0
MIL,46.354,35.646,0.022,0.056,0.188,0.473,0.998
HOU,51.45,30.55,0.017,0.052,0.195,0.481,1.0
MEM,48.977,33.023,0.011,0.038,0.131,0.468,0.981
ORL,39.665,42.335,0.01,0.017,0.052,0.123,0.764
GSW,46.184,35.816,0.008,0.042,0.125,0.329,0.874
LAL,47.7,34.3,0.008,0.024,0.094,0.417,0.947
LAC,45.752,36.248,0.002,0.012,0.069,0.212,0.799
DAL,39.693,42.307,0.002,0.008,0.019,0.032,0.157
PHO,39.335,42.665,0.001,0.007,0.012,0.024,0.12
ATL,39.734,42.266,0.001,0.004,0.024,0.076,0.678
MIA,35.832,46.168,0.001,0.002,0.021,0.048,0.227
DET,45.056,36.944,0.0,0.004,0.035,0.233,0.998
CHI,37.497,44.503,0.0,0.003,0.016,0.044,0.334
SAC,40.271,41.729,0.0,0.003,0.007,0.024,0.18
PHI,28.455,53.545,0.0,0.0,0.001,0.001,0.001
POR,35.884,46.116,0.0,0.0,0.0,0.0,0.003
SAS,35.091,46.909,0.0,0.0,0.0,0.0,0.002
TOR,29.314,52.686,0.0,0.0,0.0,0.0,0.0
BRK,26.85,55.15,0.0,0.0,0.0,0.0,0.0
NOP,24.141,57.859,0.0,0.0,0.0,0.0,0.0
CHO,20.404,61.596,0.0,0.0,0.0,0.0,0.0
UTA,18.604,63.396,0.0,0.0,0.0,0.0,0.0
WAS,17.908,64.092,0.0,0.0,0.0,0.0,0.0
