team,wins,losses,wins_median,wins_std,wins_10th,wins_90th,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,champion,finals,conference_finals,second_round,playoffs
OKC,61.646,20.354,62.0,2.77537096619533,58.0,65.0,1.0,0.996,0.783,0.157,0.001,0.442,0.569,0.716,0.876,1.0
CLE,50.076,31.924,50.0,3.149321196702553,46.0,54.0,0.575,0.08,0.001,0.0,0.0,0.082,0.222,0.38,0.649,0.985
NYK,51.327,31.673,51.0,3.328974466708929,47.0,56.0,0.706,0.172,0.005,0.0,0.0,0.072,0.19,0.335,0.611,0.987
DET,55.028,26.972,55.0,3.3318487360623084,51.0,59.0,0.948,0.567,0.097,0.001,0.0,0.063,0.189,0.378,0.651,0.999
SAS,52.444,30.556,53.0,3.25896670740896,48.0,57.0,0.814,0.265,0.011,0.0,0.0,0.055,0.096,0.276,0.581,0.987
HOU,51.343,30.657,51.5,3.072678147805266,47.0,55.0,0.726,0.151,0.0,0.0,0.0,0.05,0.095,0.265,0.57,0.988
DEN,50.606,31.394,51.0,3.297387450694868,46.0,55.0,0.623,0.12,0.004,0.0,0.0,0.04,0.076,0.224,0.508,0.973
MIN,49.367,32.633,49.0,3.218433003807909,45.0,53.0,0.495,0.052,0.0,0.0,0.0,0.036,0.062,0.174,0.482,0.944
ORL,43.838,38.162,44.0,3.354959910341702,39.0,48.0,0.039,0.001,0.0,0.0,0.0,0.025,0.074,0.16,0.338,0.757
TOR,47.055,34.945,47.0,3.34215125330976,43.0,51.0,0.241,0.013,0.0,0.0,0.0,0.023,0.07,0.147,0.362,0.913
GSW,45.52,36.48,46.0,3.1005805907926343,41.0,50.0,0.101,0.001,0.0,0.0,0.0,0.022,0.042,0.109,0.291,0.758
BOS,48.988,33.012,49.0,3.37251478869997,45.0,53.0,0.44,0.055,0.0,0.0,0.0,0.02,0.103,0.242,0.479,0.959
ATL,42.017,39.983,42.0,3.322756536371571,38.0,46.0,0.008,0.0,0.0,0.0,0.0,0.017,0.044,0.093,0.213,0.534
PHI,43.899,38.101,44.0,3.3242742064998185,40.0,48.0,0.043,0.001,0.0,0.0,0.0,0.016,0.052,0.105,0.275,0.729
MIA,44.88,37.12,45.0,3.3062970223499275,41.0,49.0,0.086,0.001,0.0,0.0,0.0,0.011,0.044,0.13,0.334,0.799
LAL,46.602,35.398,47.0,3.3617846450955184,42.0,51.0,0.191,0.004,0.0,0.0,0.0,0.008,0.023,0.1,0.273,0.792
PHX,46.142,35.858,46.0,3.4516425075607122,42.0,50.0,0.166,0.005,0.0,0.0,0.0,0.008,0.017,0.067,0.229,0.752
LAC,42.285,39.715,42.0,3.4087791069531033,38.0,47.0,0.019,0.0,0.0,0.0,0.0,0.006,0.014,0.051,0.13,0.481
POR,40.019,41.981,40.0,3.399799847049823,36.0,44.0,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.016,0.052,0.254
CHO,37.352,44.648,37.0,3.549097913554936,33.0,42.0,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.014,0.045,0.148
MIL,33.934,48.066,34.0,3.7018433246154543,29.0,39.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.006,0.008,0.047
MEM,35.545,46.455,36.0,3.754460680310822,31.0,40.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.006,0.06
CHI,37.367,44.633,37.0,3.5567275689881,33.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.01,0.035,0.143
DAL,33.164,48.836,33.0,3.3801041404075107,29.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.011
UTA,25.303,56.697,25.0,2.888458239268832,22.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOP,23.923,58.077,24.0,3.4160021955496456,20.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAC,23.591,58.409,23.5,3.3268181495236555,19.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND,22.956,59.044,23.0,3.3030386010460124,19.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRK,22.639,59.361,22.0,3.2041658820978665,19.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAS,22.144,59.856,22.0,2.929720805810683,19.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
