team,wins,losses,champion,finals,conference_finals,second_round,playoffs
OKC,60.045,21.955,0.213,0.352,0.524,0.747,0.999
BOS,57.378,24.622,0.205,0.341,0.521,0.786,1.0
DAL,50.474,31.526,0.081,0.149,0.305,0.599,0.97
CLE,55.649,26.351,0.061,0.133,0.297,0.593,0.999
NYK,50.561,31.439,0.06,0.135,0.285,0.574,0.984
IND,44.207,37.793,0.048,0.099,0.203,0.396,0.846
DEN,46.891,35.109,0.046,0.085,0.217,0.447,0.833
MIL,46.029,35.971,0.041,0.101,0.204,0.432,0.897
MIN,43.83,38.17,0.041,0.091,0.163,0.316,0.66
MEM,48.78,33.22,0.039,0.089,0.216,0.484,0.911
ORL,47.995,34.005,0.035,0.075,0.175,0.446,0.963
GSW,43.718,38.282,0.022,0.043,0.109,0.27,0.666
HOU,48.412,33.588,0.021,0.06,0.141,0.384,0.9
MIA,42.892,39.108,0.019,0.05,0.126,0.284,0.747
PHO,41.656,40.344,0.014,0.048,0.105,0.212,0.479
PHI,38.183,43.817,0.014,0.038,0.081,0.188,0.462
LAL,42.671,39.329,0.012,0.034,0.088,0.208,0.578
LAC,42.611,39.389,0.012,0.028,0.067,0.178,0.516
ATL,38.963,43.037,0.006,0.015,0.05,0.131,0.466
SAC,39.045,42.955,0.005,0.015,0.044,0.1,0.281
SAS,38.062,43.938,0.004,0.005,0.02,0.054,0.202
CHI,37.395,44.605,0.001,0.011,0.044,0.107,0.359
DET,35.305,46.695,0.0,0.002,0.011,0.049,0.203
NOP,27.545,54.455,0.0,0.001,0.001,0.001,0.003
CHO,26.617,55.383,0.0,0.0,0.002,0.003,0.012
BRK,30.38,51.62,0.0,0.0,0.001,0.007,0.047
TOR,27.908,54.092,0.0,0.0,0.0,0.004,0.014
POR,27.485,54.515,0.0,0.0,0.0,0.0,0.001
UTA,27.139,54.861,0.0,0.0,0.0,0.0,0.001
WAS,22.174,59.826,0.0,0.0,0.0,0.0,0.001
