team,wins,losses,wins_median,wins_std,wins_10th,wins_90th,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,champion,finals,conference_finals,second_round,playoffs
OKC,62.33,19.67,62.0,3.4168845458985007,58.0,66.0,0.999,0.982,0.805,0.278,0.013,0.324,0.45,0.642,0.857,1.0
NYK,52.096,30.904,52.0,3.6631658439115204,47.0,57.0,0.759,0.274,0.014,0.0,0.0,0.083,0.198,0.336,0.624,0.992
CLE,46.831,35.169,47.0,3.670209667035386,42.0,51.0,0.219,0.014,0.0,0.0,0.0,0.079,0.173,0.321,0.551,0.906
DET,54.336,27.664,54.0,3.880090720588889,49.0,59.0,0.892,0.485,0.091,0.002,0.0,0.071,0.174,0.351,0.638,0.996
HOU,50.62,31.38,51.0,3.7533451746408826,46.0,55.0,0.619,0.143,0.005,0.0,0.0,0.071,0.135,0.278,0.573,0.972
BOS,49.036,32.964,49.0,3.734260837167109,44.0,54.0,0.44,0.073,0.004,0.0,0.0,0.061,0.144,0.273,0.528,0.952
SAS,51.94,31.06,52.0,3.6425815021767187,47.0,57.0,0.768,0.248,0.016,0.0,0.0,0.058,0.094,0.246,0.559,0.986
MIN,50.319,31.681,50.0,3.8638373412968616,45.0,55.0,0.577,0.146,0.008,0.0,0.0,0.051,0.099,0.232,0.524,0.971
DEN,51.583,30.417,52.0,3.7028517388628996,47.0,56.0,0.726,0.204,0.015,0.0,0.0,0.05,0.11,0.257,0.575,0.988
ORL,45.783,36.217,46.0,3.788919502971791,41.0,51.0,0.165,0.008,0.0,0.0,0.0,0.026,0.097,0.195,0.395,0.847
PHI,46.179,35.821,46.0,3.885480536561726,41.0,51.0,0.2,0.018,0.0,0.0,0.0,0.022,0.056,0.143,0.358,0.859
GSW,44.538,37.462,45.0,3.531650605595067,40.0,49.0,0.079,0.002,0.0,0.0,0.0,0.021,0.041,0.108,0.264,0.73
TOR,45.418,36.582,45.0,3.5647266374856854,41.0,50.0,0.124,0.004,0.0,0.0,0.0,0.02,0.042,0.107,0.298,0.795
ATL,43.495,38.505,43.0,3.719136324471046,39.0,48.0,0.051,0.002,0.0,0.0,0.0,0.019,0.073,0.154,0.295,0.686
LAL,45.479,36.521,46.0,4.087488103958225,40.0,51.0,0.153,0.011,0.0,0.0,0.0,0.013,0.026,0.093,0.26,0.787
PHX,45.102,36.898,45.0,4.007442576007796,40.0,50.0,0.127,0.011,0.0,0.0,0.0,0.013,0.026,0.069,0.193,0.715
MIA,43.8,38.2,44.0,3.9291220393365234,39.0,49.0,0.066,0.003,0.0,0.0,0.0,0.01,0.035,0.095,0.24,0.675
LAC,40.452,41.548,40.0,3.9438174399938952,35.0,45.0,0.007,0.0,0.0,0.0,0.0,0.004,0.013,0.042,0.102,0.377
MIL,37.122,44.878,37.0,4.1527239253290125,32.0,42.0,0.001,0.0,0.0,0.0,0.0,0.002,0.004,0.015,0.043,0.166
MEM,37.504,44.496,38.0,4.152346806325309,32.0,43.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.012,0.033,0.164
CHI,36.183,45.817,36.0,4.20850460377555,31.0,42.0,0.001,0.0,0.0,0.0,0.0,0.0,0.004,0.009,0.024,0.097
POR,39.822,42.178,40.0,3.8913128889874686,35.0,45.0,0.005,0.0,0.0,0.0,0.0,0.0,0.003,0.02,0.055,0.291
CHO,32.631,49.369,33.0,3.980557624253165,28.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.029
DAL,32.369,49.631,32.0,4.041638157975055,27.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.019
UTA,27.744,54.256,28.0,3.716512343582354,23.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRK,26.035,55.965,26.0,4.0693703444144775,21.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAC,23.863,58.137,24.0,3.6554385509812635,19.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND,23.318,58.682,23.0,3.9634424431294573,18.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOP,22.672,59.328,23.0,3.868903720694016,18.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAS,22.4,59.6,22.0,3.1167290546340407,18.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
