team,wins,losses,wins_median,wins_std,wins_10th,wins_90th,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,champion,finals,conference_finals,second_round,playoffs
OKC,64.306,17.694,64.0,2.7568757679663407,61.0,68.0,1.0,0.999,0.958,0.495,0.019,0.478,0.604,0.749,0.888,1.0
CLE,48.314,33.686,48.0,3.2042790140685313,44.0,53.0,0.351,0.026,0.0,0.0,0.0,0.101,0.256,0.419,0.681,0.978
DET,55.482,26.518,55.0,3.4827684390438596,51.0,60.0,0.96,0.611,0.122,0.003,0.0,0.068,0.177,0.378,0.667,1.0
NYK,49.108,33.892,49.0,3.308524746771588,45.0,53.0,0.455,0.049,0.001,0.0,0.0,0.051,0.15,0.285,0.573,0.979
BOS,50.416,31.584,50.0,3.234956568487435,46.0,55.0,0.604,0.103,0.002,0.0,0.0,0.044,0.18,0.344,0.601,0.991
SAS,52.496,30.504,53.0,3.299088358925841,48.0,57.0,0.828,0.284,0.012,0.0,0.0,0.044,0.078,0.241,0.567,0.991
HOU,50.344,31.656,50.0,3.313859381446352,46.0,55.0,0.597,0.12,0.001,0.0,0.0,0.041,0.085,0.266,0.558,0.966
DEN,50.496,31.504,51.0,3.2615922491936358,46.0,55.0,0.631,0.103,0.002,0.0,0.0,0.031,0.06,0.206,0.505,0.972
MIN,47.91,34.09,48.0,3.5219170915852067,43.0,52.0,0.324,0.03,0.0,0.0,0.0,0.03,0.057,0.173,0.455,0.89
ORL,44.195,37.805,44.0,3.512972388163619,40.0,49.0,0.056,0.002,0.0,0.0,0.0,0.018,0.071,0.156,0.342,0.776
GSW,45.107,36.893,45.0,3.2409182340811995,41.0,49.0,0.091,0.004,0.0,0.0,0.0,0.016,0.039,0.11,0.291,0.746
ATL,41.062,40.938,41.0,3.36246278789818,37.0,45.0,0.005,0.0,0.0,0.0,0.0,0.013,0.033,0.071,0.181,0.475
PHI,44.974,37.026,45.0,3.4034282716108475,40.0,50.0,0.101,0.001,0.0,0.0,0.0,0.012,0.046,0.12,0.295,0.823
TOR,45.824,36.176,46.0,3.304394649553833,41.0,50.0,0.138,0.004,0.0,0.0,0.0,0.012,0.044,0.117,0.296,0.872
LAL,45.778,36.222,46.0,3.5043852527939903,41.0,50.0,0.152,0.006,0.0,0.0,0.0,0.01,0.026,0.088,0.268,0.758
LAC,41.298,40.702,41.0,3.5240879671200034,37.0,46.0,0.005,0.0,0.0,0.0,0.0,0.009,0.017,0.046,0.103,0.388
PHX,46.381,35.619,46.0,3.6143933100867702,42.0,51.0,0.194,0.01,0.0,0.0,0.0,0.006,0.022,0.082,0.245,0.758
MIA,43.347,38.653,43.0,3.559858283696136,39.0,48.0,0.035,0.004,0.0,0.0,0.0,0.005,0.028,0.077,0.254,0.683
CHI,38.63,43.37,39.0,3.705010121443665,34.0,43.0,0.0,0.0,0.0,0.0,0.0,0.004,0.009,0.013,0.053,0.23
POR,41.755,40.245,42.0,3.543864416142356,37.0,46.0,0.011,0.0,0.0,0.0,0.0,0.003,0.008,0.029,0.086,0.364
MIL,36.286,45.714,36.0,3.9613386626240374,31.0,41.0,0.0,0.0,0.0,0.0,0.0,0.002,0.004,0.012,0.038,0.132
CHO,34.907,47.093,35.0,3.555045850618526,30.0,39.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.008,0.019,0.061
MEM,37.633,44.367,38.0,3.8538696137778192,33.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.01,0.029,0.128
DAL,35.132,46.868,35.0,3.6516538718777825,30.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.039
UTA,26.772,55.228,27.0,3.1852811492865114,23.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAC,24.251,57.749,24.0,3.495425439056024,20.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRK,23.829,58.171,23.0,3.3271247346620476,20.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOP,22.137,59.863,22.0,3.3326012362717505,18.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND,21.529,60.471,21.0,3.472917937412285,17.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAS,21.301,60.699,21.0,2.9883773188805995,18.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
