team,wins,losses,champion,finals,conference_finals,second_round,playoffs
OKC,65.229,16.771,0.225,0.386,0.576,0.787,1.0
BOS,58.264,23.736,0.218,0.359,0.544,0.786,1.0
CLE,64.4,17.6,0.083,0.183,0.411,0.707,1.0
NYK,51.222,30.778,0.077,0.155,0.272,0.628,1.0
MIN,46.557,35.443,0.06,0.127,0.243,0.486,0.902
IND,47.661,34.339,0.059,0.124,0.27,0.582,0.999
DEN,51.593,30.407,0.057,0.133,0.302,0.57,0.997
LAL,50.708,31.292,0.039,0.091,0.217,0.519,0.994
MIL,47.085,34.915,0.038,0.09,0.203,0.487,0.997
MEM,48.978,33.022,0.03,0.069,0.177,0.476,0.96
DAL,42.224,39.776,0.021,0.042,0.077,0.153,0.425
HOU,48.328,33.672,0.017,0.039,0.118,0.373,0.961
GSW,45.191,36.809,0.015,0.056,0.15,0.318,0.762
SAC,43.184,38.816,0.015,0.036,0.084,0.194,0.528
MIA,39.71,42.29,0.012,0.028,0.076,0.205,0.744
ORL,37.169,44.831,0.01,0.022,0.064,0.14,0.452
LAC,42.721,39.279,0.009,0.017,0.049,0.112,0.42
DET,44.066,37.934,0.007,0.017,0.074,0.264,0.954
ATL,38.627,43.373,0.005,0.014,0.054,0.138,0.616
PHO,37.57,44.43,0.002,0.004,0.006,0.009,0.031
TOR,30.022,51.978,0.001,0.001,0.006,0.01,0.031
CHI,33.208,48.792,0.0,0.005,0.019,0.037,0.15
PHI,30.778,51.222,0.0,0.002,0.007,0.016,0.053
SAS,35.846,46.154,0.0,0.0,0.001,0.002,0.009
POR,36.273,45.727,0.0,0.0,0.0,0.001,0.011
BRK,27.522,54.478,0.0,0.0,0.0,0.0,0.004
NOP,25.557,56.443,0.0,0.0,0.0,0.0,0.0
UTA,21.071,60.929,0.0,0.0,0.0,0.0,0.0
CHO,20.468,61.532,0.0,0.0,0.0,0.0,0.0
WAS,18.768,63.232,0.0,0.0,0.0,0.0,0.0
