team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.592,25.408,0.255,0.403,0.584,0.801,1.0
OKC,62.549,19.451,0.237,0.393,0.546,0.768,1.0
CLE,59.796,22.204,0.066,0.149,0.352,0.669,1.0
MIN,46.737,35.263,0.066,0.126,0.267,0.514,0.898
NYK,51.407,30.593,0.061,0.123,0.267,0.636,0.999
IND,48.342,33.658,0.056,0.121,0.269,0.591,0.993
DEN,50.208,31.792,0.04,0.109,0.251,0.546,0.993
DAL,44.513,37.487,0.038,0.097,0.188,0.356,0.743
MEM,52.35,29.65,0.037,0.095,0.252,0.547,0.999
MIL,44.302,37.698,0.029,0.072,0.18,0.393,0.944
HOU,49.09,32.91,0.022,0.048,0.141,0.38,0.961
LAL,47.15,34.85,0.02,0.054,0.139,0.381,0.888
ORL,40.176,41.824,0.013,0.044,0.097,0.224,0.682
MIA,41.876,40.124,0.013,0.041,0.105,0.288,0.827
SAC,40.739,41.261,0.012,0.023,0.056,0.118,0.317
PHI,36.884,45.116,0.01,0.021,0.058,0.127,0.41
PHO,40.594,41.406,0.007,0.02,0.06,0.123,0.302
LAC,43.172,38.828,0.006,0.017,0.054,0.164,0.542
GSW,40.119,41.881,0.004,0.011,0.032,0.073,0.248
DET,39.428,42.572,0.003,0.007,0.033,0.122,0.559
ATL,37.508,44.492,0.002,0.009,0.033,0.098,0.401
CHI,34.51,47.49,0.002,0.008,0.018,0.042,0.167
SAS,37.514,44.486,0.001,0.006,0.012,0.025,0.091
TOR,29.165,52.835,0.0,0.002,0.004,0.007,0.014
POR,35.149,46.851,0.0,0.001,0.002,0.005,0.018
BRK,27.565,54.435,0.0,0.0,0.0,0.002,0.004
NOP,25.498,56.502,0.0,0.0,0.0,0.0,0.0
UTA,23.718,58.282,0.0,0.0,0.0,0.0,0.0
CHO,23.561,58.439,0.0,0.0,0.0,0.0,0.0
WAS,19.788,62.212,0.0,0.0,0.0,0.0,0.0
