simulation,OKC,LAL,DAL,CHO,BOS,ORL,ATL,NYK,CHI,MEM,POR,MIL,UTA,PHX,IND,GSW,BRK,HOU,TOR,SAC,LAC,NOP,PHI,DEN,SAS,DET,CLE,MIA,WAS,MIN
57,66,52,31,41,50,43,38,58,31,41,39,31,26,37,22,42,25,54,44,22,47,19,50,48,51,59,52,41,20,51
58,66,43,33,31,53,52,41,55,27,40,35,39,31,44,17,40,25,49,49,22,36,24,36,52,53,62,47,44,30,55
59,67,50,26,36,45,47,45,53,43,42,44,33,24,41,16,43,24,56,43,27,39,33,45,51,43,48,50,45,21,51
60,62,48,45,25,57,43,43,54,37,34,40,36,31,44,20,43,24,49,41,27,33,23,43,53,61,51,47,46,21,50
61,60,50,32,36,55,45,45,51,34,41,37,33,28,44,18,48,29,51,48,20,38,22,48,46,52,57,43,49,24,47
62,67,51,32,31,47,48,43,60,30,40,36,35,21,46,18,43,27,49,43,27,41,24,50,52,52,49,45,53,19,52
63,60,48,35,35,55,45,38,51,45,39,44,35,28,43,15,40,36,50,46,21,38,20,49,46,52,50,45,48,19,55
64,55,47,37,34,46,48,42,58,37,43,39,42,19,44,21,46,30,55,43,17,36,25,40,57,54,52,51,46,21,46
65,65,51,31,38,48,48,34,56,38,37,42,36,25,42,27,45,32,52,51,26,29,20,38,55,48,55,46,48,22,46
66,60,38,42,26,51,45,43,57,34,28,36,43,24,35,20,51,30,49,44,26,45,28,42,55,48,53,52,53,22,51
67,58,49,30,26,51,46,40,55,34,37,44,43,27,38,14,39,25,55,42,31,37,20,47,56,50,52,51,50,24,60
68,62,38,39,36,52,49,47,44,31,42,37,35,21,45,20,48,32,53,48,24,47,20,42,52,46,49,44,49,22,57
69,59,53,26,34,57,45,43,56,41,34,30,42,30,44,24,36,32,53,45,30,49,17,43,45,44,59,46,47,22,45
70,62,47,35,33,46,46,43,52,46,44,28,37,26,48,25,41,20,56,31,27,52,25,48,56,52,50,44,45,19,47
71,65,50,33,21,47,46,40,56,37,36,40,31,40,42,25,49,30,49,46,23,40,23,47,51,47,54,54,42,22,45
72,63,52,38,36,54,44,39,52,33,46,39,44,30,41,17,40,30,45,47,20,40,20,45,42,52,54,49,42,26,51
73,66,58,32,32,47,44,42,47,33,39,41,41,28,42,20,46,28,51,39,24,41,22,46,49,47,59,50,40,27,50
74,63,49,30,29,44,47,49,62,41,39,42,40,28,46,19,43,25,54,46,29,42,12,32,49,54,51,46,51,18,51
75,67,52,27,19,55,53,42,55,38,38,39,30,27,43,22,47,26,52,52,29,29,20,46,49,54,51,47,41,29,52
76,63,47,26,30,53,56,41,49,30,34,46,40,26,45,16,46,29,51,44,28,46,20,45,52,58,55,41,47,17,50
77,62,40,31,36,54,42,48,61,42,41,37,33,33,40,19,40,23,49,48,25,44,22,50,54,48,55,42,42,22,48
78,66,45,27,32,47,44,38,57,34,36,36,36,26,53,20,47,21,52,43,22,39,24,44,55,53,58,55,44,26,51
79,62,50,25,35,59,43,34,45,36,38,40,35,27,47,17,46,26,52,40,34,42,24,44,49,52,50,53,47,24,55
80,54,43,39,35,57,52,31,56,29,35,38,35,30,49,15,51,25,54,48,26,45,18,44,51,54,55,46,51,20,45
81,62,52,32,36,50,44,40,52,27,39,42,43,19,41,22,44,35,55,49,27,43,24,38,53,53,55,48,46,19,41
82,61,41,32,27,52,48,31,61,32,43,48,40,24,41,26,45,29,44,48,27,40,29,45,47,50,51,47,45,24,53
83,63,52,34,20,57,41,41,56,46,34,37,38,31,45,28,37,23,58,39,32,42,17,52,50,51,47,46,43,20,51
84,62,48,40,26,49,51,35,47,38,43,39,38,30,46,24,36,38,53,37,21,41,17,51,55,49,53,46,45,22,51
85,65,42,30,32,54,50,44,58,38,34,33,45,24,35,21,49,27,55,53,19,34,26,48,45,51,51,46,50,22,50
86,68,48,28,38,50,49,41,55,38,34,45,38,21,49,24,41,28,59,38,16,42,24,47,49,44,50,48,44,28,47
87,62,47,37,26,54,49,40,60,34,26,43,44,29,38,20,47,37,50,47,24,40,19,42,42,53,57,50,39,24,51
88,61,49,31,28,53,44,43,59,38,44,33,37,26,42,16,44,30,57,45,19,39,27,49,46,53,47,52,48,22,49
89,59,51,41,31,54,42,40,52,34,45,35,39,26,46,23,41,32,50,49,21,45,18,43,49,47,54,42,53,24,45
90,65,51,24,29,52,47,38,57,39,39,34,36,30,47,14,46,31,51,46,29,34,16,40,54,53,52,51,50,26,50
91,62,48,19,25,53,44,46,52,44,38,39,44,27,42,19,49,27,48,48,25,43,23,42,51,46,55,49,52,20,51
92,64,42,31,23,51,56,34,50,30,42,40,37,27,30,22,48,32,52,40,35,43,21,41,49,59,64,46,50,21,51
93,69,48,30,29,51,43,47,55,36,45,41,28,31,44,21,44,21,55,42,21,42,15,50,49,58,54,44,48,16,54
94,65,46,28,37,55,44,46,61,29,34,34,32,25,42,25,44,33,53,39,22,43,26,40,57,47,52,53,42,21,56
95,52,42,38,36,51,49,50,54,32,36,40,39,24,37,23,49,22,52,47,16,43,23,56,49,52,59,46,49,23,42
96,66,43,34,30,47,45,41,47,43,42,36,36,22,45,18,44,29,61,37,22,40,25,48,58,52,51,50,49,23,47
97,58,46,33,28,44,49,50,57,26,42,37,37,26,46,23,42,22,51,46,27,45,23,40,54,55,59,47,46,23,49
98,63,50,39,28,53,39,42,53,49,36,40,33,30,46,20,45,22,53,39,27,45,31,36,43,46,47,52,47,26,51
99,70,45,34,24,49,50,48,55,38,40,46,31,26,35,16,49,23,53,42,23,39,20,42,53,53,54,45,53,19,56
100,63,47,40,37,44,47,32,47,37,40,42,34,27,54,26,44,27,50,48,19,42,22,44,45,51,56,42,47,22,55
101,62,53,25,26,53,46,55,53,29,45,42,33,31,42,20,55,35,52,45,17,45,22,39,44,40,55,49,39,27,52
102,56,46,29,24,52,48,45,47,37,36,42,39,21,50,19,47,28,55,52,36,37,18,41,51,52,56,48,43,23,53
103,62,50,33,30,46,45,36,53,43,39,30,41,25,44,24,40,26,60,39,34,35,25,45,54,49,59,50,45,21,48
104,68,45,34,26,51,46,45,47,45,38,33,40,26,47,25,44,29,52,46,26,38,18,48,52,51,50,45,49,19,48
105,66,45,33,30,50,50,43,49,33,38,37,44,31,48,15,47,35,57,42,18,42,29,40,55,46,57,43,45,19,44
106,60,57,35,31,46,41,34,53,41,41,43,36,26,37,21,39,25,47,47,18,39,25,51,52,49,57,49,50,22,59
107,67,50,29,30,58,46,49,53,29,34,42,35,28,47,19,39,23,56,53,23,36,18,45,50,52,55,42,50,25,48
108,56,46,35,31,48,48,42,56,33,48,36,40,24,46,20,41,27,52,46,23,43,23,46,53,54,60,52,41,17,44
109,62,46,34,32,51,49,43,55,31,37,30,47,27,45,26,54,29,57,48,22,36,23,42,60,42,51,44,49,21,38
110,60,47,29,38,50,54,37,52,35,41,35,29,33,45,19,50,24,46,43,21,42,19,48,56,56,57,45,48,21,51
111,69,44,30,32,52,53,47,50,35,37,35,37,32,38,25,46,28,53,42,25,39,21,35,52,51,61,51,41,23,47
112,58,45,28,36,59,40,35,51,30,37,34,39,26,39,24,43,30,53,53,30,47,14,48,58,46,57,49,51,24,47
113,61,43,41,24,50,47,41,53,38,41,37,39,18,40,19,37,25,58,38,26,37,21,42,52,63,60,52,49,29,50
114,56,52,36,29,51,49,33,59,27,41,37,33,35,49,17,44,31,51,54,23,35,19,47,55,50,53,51,43,24,47
115,61,45,37,23,50,53,34,59,31,43,32,42,30,46,31,45,23,51,45,19,44,21,45,53,47,51,44,50,27,49
116,67,51,34,21,50,43,40,50,42,43,36,31,31,48,25,40,24,51,45,22,38,29,48,52,44,55,54,48,20,49
117,58,46,35,25,44,45,47,50,28,43,32,42,23,49,22,47,22,60,48,17,43,23,43,60,55,56,45,50,25,48
118,57,53,45,23,44,45,47,51,32,29,39,36,32,47,10,39,31,51,50,25,48,19,52,54,47,56,46,49,23,51
119,59,49,36,26,52,46,35,55,31,37,37,27,31,53,23,46,30,54,48,25,43,23,47,56,42,51,55,43,16,55
120,61,54,36,29,47,40,47,53,37,50,33,34,35,37,28,38,26,53,42,17,40,26,45,41,55,65,51,31,23,57
121,62,39,33,32,60,49,39,47,45,43,38,36,21,41,20,45,27,52,41,20,38,19,50,48,59,58,50,44,25,50
122,58,55,35,30,43,42,47,54,41,36,40,43,26,43,20,45,33,55,45,17,37,21,44,48,56,57,48,41,20,51
123,61,56,27,26,52,48,45,53,36,37,25,41,42,38,22,41,28,59,48,24,41,21,51,51,45,48,44,49,22,50
124,65,42,38,28,52,51,40,55,36,42,43,37,33,38,25,41,22,57,39,26,37,22,53,52,48,59,36,55,17,42
125,61,45,33,43,49,41,41,58,30,40,33,31,34,51,19,40,31,50,47,22,39,27,50,54,53,46,51,51,17,44
126,64,47,39,27,42,58,41,56,28,40,34,35,30,44,16,58,37,47,47,29,36,17,40,54,51,52,41,48,27,46
127,67,42,31,29,50,44,42,49,37,43,40,32,23,47,26,36,26,48,46,28,45,18,44,55,55,52,51,50,20,55
128,62,47,27,25,55,53,37,48,24,44,46,35,30,43,16,41,21,52,47,28,41,25,47,51,58,52,56,49,24,47
129,61,38,33,21,47,52,40,53,43,39,38,39,30,41,20,47,23,47,50,31,42,25,44,55,50,63,47,43,19,50
130,59,48,26,27,50,43,44,56,38,34,44,36,24,38,21,47,31,54,41,21,42,24,42,55,56,58,45,50,27,50
131,54,50,38,24,55,50,45,49,40,35,37,36,28,37,20,47,23,55,53,23,34,24,49,59,57,46,45,51,19,48
132,64,44,38,18,56,47,42,49,34,38,41,43,29,46,31,46,26,55,42,29,41,16,42,47,42,54,49,53,22,47
133,61,51,31,28,51,44,34,53,30,43,46,38,25,41,20,45,29,48,49,23,43,23,44,46,55,55,54,46,24,51
134,60,51,31,32,50,49,43,59,38,43,34,37,29,43,26,42,31,54,42,19,37,22,42,56,57,49,41,46,18,50
135,66,47,41,31,50,41,39,54,46,37,29,39,26,52,12,40,22,49,46,27,38,32,38,50,46,58,48,52,23,52
136,63,51,35,27,55,46,43,56,28,45,41,40,25,32,15,50,26,56,40,23,36,28,44,54,51,57,49,45,25,45
137,57,50,36,25,47,54,38,64,40,32,42,43,30,45,17,45,30,45,40,20,33,22,46,54,55,56,45,49,16,55
138,55,45,30,30,56,55,43,53,32,39,42,36,24,41,24,47,24,51,46,22,45,22,39,51,51,56,49,50,23,50
139,62,52,32,27,53,46,42,51,36,37,32,43,26,45,28,40,23,55,45,29,37,16,47,54,55,50,43,47,19,59
140,63,47,36,32,53,50,43,54,33,37,46,34,25,44,17,47,26,56,49,17,43,23,43,42,53,50,47,43,26,52
141,63,54,26,29,45,38,44,53,32,41,39,41,25,41,25,47,27,53,46,24,44,19,35,56,56,52,53,48,24,51
142,61,52,40,28,54,43,44,51,33,35,36,44,23,40,28,47,28,45,44,19,42,23,47,47,52,60,48,44,29,44
143,57,51,28,27,57,41,40,51,41,44,39,44,24,50,18,53,34,48,37,23,42,24,44,55,50,50,52,41,18,48
144,67,55,31,33,53,41,43,61,23,45,32,41,33,45,14,46,27,52,44,30,36,22,43,48,52,50,43,48,22,51
145,60,50,40,24,58,49,26,60,34,41,43,36,26,40,24,43,30,50,49,22,38,26,43,51,48,54,49,51,25,41
146,62,48,41,38,48,46,40,53,36,33,46,46,23,49,20,44,35,56,36,19,41,19,44,52,46,51,45,45,19,50
147,61,48,37,20,55,47,39,55,38,42,38,36,21,41,15,46,37,56,39,28,43,29,45,50,49,53,52,44,20,47
148,61,47,34,29,57,39,44,54,43,40,37,31,22,42,18,49,25,53,44,23,31,37,40,53,57,47,49,38,31,56
149,62,47,43,31,47,46,37,51,33,31,35,37,26,45,20,44,31,55,53,26,39,19,50,52,47,48,52,53,17,54
150,60,45,38,24,49,44,41,56,35,41,40,40,27,44,25,45,26,42,44,21,39,26,49,50,49,54,54,44,29,50
151,62,38,36,25,50,51,43,53,38,35,43,36,34,47,22,43,28,55,43,23,36,19,35,53,56,57,50,38,32,50
152,63,44,37,25,50,41,43,59,31,41,35,38,19,37,19,47,30,58,46,32,39,18,43,51,51,53,52,50,27,52
153,57,44,39,28,48,45,36,57,32,43,47,42,19,36,23,45,33,50,41,21,41,17,54,56,56,53,49,47,24,48
154,68,51,41,21,49,46,39,57,36,37,41,30,19,39,24,40,34,54,41,19,46,32,42,55,49,52,54,54,19,42
155,61,49,43,28,45,50,45,52,33,40,39,39,21,42,23,43,22,60,45,18,42,21,41,54,48,57,44,53,22,51
156,55,44,36,26,49,57,41,60,39,34,37,34,29,46,28,46,37,58,35,25,38,18,47,51,44,56,46,50,24,41
157,61,47,32,26,50,43,52,53,32,43,38,42,24,40,28,51,17,59,52,27,47,34,40,48,44,48,44,38,25,46
158,63,43,25,28,50,51,43,55,34,39,43,29,29,41,29,49,35,50,44,22,34,26,42,52,54,54,49,46,18,54
159,65,46,37,35,49,49,34,53,34,36,42,44,30,47,29,46,23,51,51,19,40,20,36,58,44,49,47,46,23,48
160,68,36,32,29,55,43,46,51,34,31,37,44,24,45,22,45,30,54,50,22,46,27,41,54,52,51,48,43,18,53
161,66,53,32,24,42,44,42,53,40,45,32,41,24,47,32,47,22,55,38,28,41,20,52,48,52,54,46,47,18,46
162,66,42,31,33,51,48,39,52,41,40,46,29,27,42,17,48,30,57,40,23,44,18,50,50,51,62,45,46,18,45
163,64,45,34,28,52,44,38,55,35,37,30,43,37,41,19,45,27,55,37,25,37,22,45,45,51,64,46,50,27,53
164,63,51,34,29,46,47,44,46,29,48,46,38,22,50,25,49,20,52,50,22,32,31,44,43,53,53,44,40,25,55
165,58,46,37,30,54,40,34,57,39,40,35,36,26,49,22,36,27,58,33,24,35,20,52,57,59,59,41,49,27,51
166,68,51,35,20,46,45,42,59,36,27,41,44,25,44,14,44,22,56,45,27,34,27,46,54,53,56,46,48,23,53
167,57,47,37,22,51,45,31,42,33,34,40,33,28,57,14,47,27,53,48,26,43,28,42,54,51,59,49,51,26,56
168,62,49,33,38,49,48,45,47,36,42,38,29,38,49,24,44,24,49,45,22,41,15,42,52,51,52,50,47,24,46
169,59,33,43,28,47,50,46,53,44,37,37,46,28,44,28,45,22,56,42,20,37,28,49,50,38,56,42,49,24,50
170,66,56,31,35,48,48,46,47,32,37,39,36,25,45,22,44,31,47,50,20,41,21,44,49,50,47,44,50,27,53
171,62,49,46,24,52,41,37,61,38,34,35,37,23,37,25,42,34,56,45,24,46,24,44,41,46,59,55,48,19,47
172,60,42,31,33,46,54,30,54,46,35,43,30,33,46,18,50,32,56,48,20,35,27,40,53,47,55,50,47,21,49
173,67,43,29,33,52,49,35,54,44,41,43,43,22,49,16,48,20,52,48,21,31,21,47,52,49,59,54,34,24,51
174,65,50,37,29,58,45,36,47,34,35,41,34,23,42,15,44,33,51,50,26,46,23,48,51,52,52,46,48,22,48
175,64,52,38,27,53,52,49,47,28,31,44,27,29,42,23,43,24,54,46,24,44,22,44,54,51,51,49,44,25,50
176,59,47,33,24,48,50,38,53,40,48,40,34,24,43,26,45,33,52,49,20,46,22,44,48,53,48,56,40,19,49
177,63,45,33,32,50,50,44,56,31,42,39,41,27,42,18,51,31,57,41,30,29,15,43,56,44,55,51,50,21,44
178,58,50,40,33,49,46,41,54,35,40,46,43,28,39,23,45,30,53,33,28,39,17,45,52,51,47,42,53,22,49
179,57,53,31,26,49,49,42,52,47,22,37,35,24,43,22,46,31,52,41,28,38,23,48,54,47,60,41,52,28,53
180,64,41,41,33,56,40,41,51,33,35,37,32,30,39,14,47,31,59,46,22,43,19,45,59,49,51,52,48,18,55
181,60,45,33,25,56,52,45,47,40,40,30,32,24,40,18,45,32,57,41,23,41,21,48,54,56,58,53,45,26,44
182,65,51,36,28,46,44,34,52,27,31,30,40,26,48,21,44,35,57,45,21,34,19,55,61,56,52,47,50,25,51
183,68,50,35,19,45,47,40,55,30,41,44,40,20,42,24,41,25,59,45,25,41,28,43,50,58,51,49,43,24,49
184,55,52,39,24,49,47,40,47,34,39,35,38,35,54,23,48,28,52,46,19,36,26,46,48,55,59,54,41,21,41
185,60,53,26,33,48,47,49,60,36,44,45,34,29,42,21,34,22,59,43,24,31,21,35,49,57,61,52,46,19,51
186,62,52,30,30,51,44,48,52,41,45,41,35,25,37,22,44,23,58,42,20,44,31,43,54,56,51,46,41,19,44
187,58,48,38,29,48,49,43,49,34,39,38,22,28,48,28,36,31,56,40,26,46,33,46,55,51,47,53,50,17,45
188,66,44,34,26,54,41,42,53,40,33,42,36,22,46,22,48,29,49,48,35,44,12,45,50,45,53,51,41,27,53
189,60,47,27,32,53,48,48,42,40,43,41,39,30,44,23,42,28,54,37,21,41,18,45,51,56,60,46,42,18,55
190,67,50,28,32,49,51,36,62,30,40,39,33,32,47,15,44,24,54,39,19,41,24,49,53,57,49,46,43,23,55
191,53,48,33,33,55,51,38,55,34,40,38,44,24,41,18,43,32,49,46,20,44,20,48,49,46,53,52,39,29,56
192,55,43,36,23,53,46,48,50,35,39,29,39,24,53,29,44,27,56,41,25,32,22,39,51,57,55,55,51,31,43
193,61,54,33,23,52,38,48,48,41,44,31,37,24,48,21,41,24,54,48,27,45,29,42,52,53,55,46,41,19,52
194,66,43,35,32,52,45,41,55,42,28,42,43,39,42,15,49,32,50,48,24,36,20,37,46,53,56,49,37,22,52
195,60,47,45,29,54,46,36,49,35,28,42,38,27,45,29,47,22,52,35,16,42,18,51,49,54,59,46,57,22,51
196,63,42,35,31,51,52,38,44,48,44,40,34,23,44,11,46,37,56,43,25,39,21,50,51,44,59,52,37,21,50
197,67,40,37,33,51,50,46,57,31,29,45,44,29,38,23,42,21,51,40,38,36,24,38,51,55,60,43,45,20,47
198,60,46,40,22,53,44,40,52,38,46,33,37,28,46,31,43,21,52,46,20,47,23,32,57,54,52,48,51,21,48
199,60,47,34,30,53,44,35,55,29,42,42,44,25,44,21,43,35,53,45,20,42,23,41,47,48,53,53,53,22,48
200,63,47,43,18,53,48,37,58,32,47,40,35,33,43,24,38,24,60,42,27,35,22,46,52,40,55,50,42,23,54
201,56,47,32,27,55,54,47,53,34,32,42,37,29,44,14,43,24,60,41,24,45,30,45,53,59,58,44,45,19,38
202,63,49,41,27,49,39,42,49,36,40,39,30,24,41,22,40,31,54,47,21,44,28,45,48,53,58,56,43,23,49
203,61,50,35,28,52,53,50,61,31,31,43,34,26,45,18,45,30,53,37,22,44,14,43,55,52,51,49,47,22,49
204,55,52,39,27,55,43,41,64,31,41,30,39,31,46,26,48,32,50,39,23,31,21,37,48,54,51,48,50,26,53
205,60,48,26,44,44,50,45,49,39,41,38,40,30,44,19,44,29,60,36,20,39,23,41,51,46,51,54,47,21,52
206,64,49,29,31,41,47,44,52,39,39,35,42,31,37,27,45,36,51,42,30,44,21,41,48,52,58,45,41,19,51
207,63,46,28,30,53,48,45,55,40,44,40,41,27,34,22,49,24,47,40,28,33,23,47,55,54,51,52,39,21,52
208,73,49,29,25,45,47,45,47,35,45,41,36,31,39,15,43,31,54,41,29,43,29,43,56,51,48,52,40,20,49
209,61,45,38,24,47,52,46,43,37,35,36,40,26,48,31,43,20,46,53,26,38,19,43,51,54,54,52,47,25,51
210,63,55,38,26,51,44,43,53,31,41,44,35,27,53,18,47,20,47,43,25,36,21,42,53,48,55,56,45,22,49
211,59,48,18,35,48,44,44,50,37,41,43,43,28,43,22,43,29,48,46,31,42,19,38,59,48,60,49,52,16,48
212,65,40,34,33,47,47,40,60,41,41,35,39,23,48,21,44,20,56,44,21,42,25,51,44,53,46,50,48,24,49
213,67,48,30,27,48,41,35,56,25,40,48,32,23,53,34,44,32,57,41,27,45,24,44,46,51,51,47,49,19,47
214,66,46,36,32,47,49,42,54,39,35,39,46,25,46,18,43,29,52,44,21,42,25,30,50,56,48,48,50,24,49
215,59,48,30,30,55,44,36,56,28,29,42,30,32,50,19,46,37,53,52,16,37,23,54,50,56,52,46,56,24,41
216,64,52,31,30,50,42,37,51,33,45,30,38,30,45,24,37,26,54,48,31,43,15,33,51,58,53,54,46,25,55
217,66,38,33,30,52,51,41,55,32,40,45,41,25,42,27,48,22,55,37,19,43,23,35,47,55,54,53,52,20,50
218,64,41,28,26,57,56,43,51,42,40,31,25,27,45,24,48,33,53,34,28,35,22,54,47,52,52,51,45,24,53
219,67,42,41,35,49,49,36,52,37,44,37,42,27,40,21,46,24,54,44,18,43,22,48,56,46,55,41,45,24,46
220,64,57,34,29,47,50,41,49,38,41,44,34,31,43,14,51,34,53,38,24,38,21,51,54,49,53,45,43,16,45
