team,wins,losses,champion,finals,conference_finals,second_round,playoffs
OKC,62.192,19.808,0.404,0.537,0.692,0.84,1.0
NYK,53.89,29.11,0.09,0.212,0.389,0.688,0.994
CLE,46.375,35.625,0.087,0.217,0.365,0.606,0.923
DEN,53.779,28.221,0.058,0.112,0.322,0.642,0.982
HOU,52.298,29.702,0.054,0.092,0.254,0.552,0.96
ORL,46.9,35.1,0.05,0.154,0.277,0.502,0.906
MIN,49.844,32.156,0.046,0.084,0.197,0.475,0.927
DET,53.335,28.665,0.04,0.138,0.293,0.588,0.992
SAS,53.756,29.244,0.033,0.064,0.183,0.468,0.986
BOS,48.969,33.031,0.031,0.107,0.236,0.476,0.94
GSW,44.81,37.19,0.023,0.038,0.107,0.296,0.731
LAC,37.973,44.027,0.015,0.026,0.058,0.128,0.31
ATL,40.117,41.883,0.012,0.037,0.096,0.226,0.572
LAL,46.266,35.734,0.012,0.027,0.088,0.268,0.783
MIA,43.277,38.723,0.011,0.046,0.107,0.274,0.747
MIL,35.381,46.619,0.009,0.017,0.035,0.082,0.238
TOR,41.388,40.612,0.007,0.029,0.084,0.229,0.61
PHI,41.495,40.505,0.007,0.023,0.067,0.191,0.614
MEM,40.913,41.087,0.004,0.007,0.053,0.144,0.495
CHI,37.739,44.261,0.002,0.016,0.041,0.11,0.366
POR,34.718,47.282,0.002,0.004,0.007,0.022,0.139
PHX,42.019,39.981,0.001,0.006,0.028,0.127,0.51
DAL,34.974,47.026,0.001,0.002,0.008,0.026,0.134
SAC,27.38,54.62,0.001,0.001,0.003,0.008,0.018
BRK,28.716,53.284,0.0,0.003,0.005,0.012,0.04
CHO,30.378,51.622,0.0,0.001,0.005,0.015,0.05
UTA,28.658,53.342,0.0,0.0,0.0,0.003,0.015
NOP,26.37,55.63,0.0,0.0,0.0,0.001,0.01
IND,24.103,57.897,0.0,0.0,0.0,0.001,0.006
WAS,22.987,59.013,0.0,0.0,0.0,0.0,0.002
