team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,57.272,24.728,0.259,0.406,0.566,0.789,1.0
OKC,60.693,21.307,0.222,0.372,0.557,0.771,1.0
DAL,49.601,32.399,0.068,0.155,0.31,0.567,0.948
NYK,51.782,30.218,0.067,0.147,0.295,0.593,0.99
MIN,45.355,36.645,0.054,0.1,0.202,0.429,0.778
CLE,56.526,25.474,0.05,0.109,0.31,0.624,1.0
ORL,46.749,35.251,0.035,0.08,0.194,0.461,0.935
MEM,49.621,32.379,0.032,0.092,0.21,0.481,0.939
IND,43.572,38.428,0.032,0.079,0.176,0.383,0.803
MIL,44.045,37.955,0.031,0.073,0.177,0.372,0.834
DEN,45.931,36.069,0.03,0.064,0.171,0.398,0.808
HOU,48.384,33.616,0.019,0.059,0.163,0.403,0.901
MIA,42.988,39.012,0.016,0.04,0.103,0.268,0.772
LAL,44.153,37.847,0.016,0.04,0.103,0.257,0.675
GSW,42.375,39.625,0.015,0.038,0.09,0.204,0.519
PHO,41.209,40.791,0.015,0.035,0.08,0.174,0.436
PHI,39.87,42.13,0.012,0.032,0.092,0.223,0.545
ATL,40.475,41.525,0.01,0.017,0.052,0.17,0.567
LAC,43.149,38.851,0.005,0.016,0.052,0.173,0.538
SAC,37.982,44.018,0.005,0.016,0.031,0.064,0.191
SAS,38.823,43.177,0.004,0.013,0.03,0.077,0.255
CHI,37.061,44.939,0.001,0.01,0.021,0.069,0.282
DET,35.53,46.47,0.001,0.006,0.01,0.038,0.198
BRK,30.601,51.399,0.001,0.001,0.003,0.007,0.053
CHO,25.787,56.213,0.0,0.0,0.001,0.002,0.007
UTA,25.908,56.092,0.0,0.0,0.001,0.001,0.001
TOR,27.066,54.934,0.0,0.0,0.0,0.001,0.012
POR,28.724,53.276,0.0,0.0,0.0,0.001,0.01
WAS,22.247,59.753,0.0,0.0,0.0,0.0,0.002
NOP,26.521,55.479,0.0,0.0,0.0,0.0,0.001
