team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.553,25.447,0.231,0.373,0.528,0.756,1.0
OKC,61.35,20.65,0.195,0.353,0.524,0.746,1.0
DAL,48.875,33.125,0.073,0.155,0.315,0.546,0.945
NYK,52.513,29.487,0.073,0.142,0.288,0.586,0.993
CLE,57.384,24.616,0.047,0.122,0.289,0.591,0.999
MIN,45.487,36.513,0.046,0.108,0.217,0.43,0.796
IND,44.52,37.48,0.044,0.086,0.186,0.395,0.826
MIL,44.537,37.463,0.034,0.072,0.169,0.36,0.817
ORL,46.507,35.493,0.033,0.074,0.183,0.437,0.907
HOU,47.65,34.35,0.03,0.067,0.16,0.408,0.885
DEN,46.313,35.687,0.027,0.074,0.177,0.387,0.813
MEM,49.068,32.932,0.026,0.069,0.193,0.45,0.938
PHI,40.364,41.636,0.024,0.052,0.116,0.235,0.546
PHO,41.062,40.938,0.023,0.045,0.092,0.188,0.422
MIA,43.996,38.004,0.022,0.043,0.109,0.297,0.783
LAL,44.204,37.796,0.016,0.038,0.109,0.279,0.671
GSW,41.706,40.294,0.016,0.037,0.072,0.192,0.46
SAC,38.704,43.296,0.011,0.021,0.043,0.092,0.246
LAC,43.825,38.175,0.01,0.021,0.069,0.204,0.591
ATL,41.282,40.718,0.008,0.022,0.077,0.178,0.571
SAS,38.66,43.34,0.005,0.012,0.029,0.078,0.229
CHI,37.913,44.087,0.005,0.011,0.04,0.106,0.332
DET,35.817,46.183,0.001,0.003,0.014,0.052,0.184
CHO,24.909,57.091,0.0,0.0,0.001,0.001,0.003
BRK,30.323,51.677,0.0,0.0,0.0,0.006,0.034
TOR,26.15,55.85,0.0,0.0,0.0,0.0,0.005
POR,27.666,54.334,0.0,0.0,0.0,0.0,0.003
NOP,25.964,56.036,0.0,0.0,0.0,0.0,0.001
UTA,25.16,56.84,0.0,0.0,0.0,0.0,0.0
WAS,21.538,60.462,0.0,0.0,0.0,0.0,0.0
