team,wins,losses,wins_median,wins_std,wins_10th,wins_90th,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,champion,finals,conference_finals,second_round,playoffs
OKC,62.863,19.137,63.0,3.186256581005365,59.0,67.0,1.0,0.994,0.86,0.305,0.014,0.439,0.567,0.718,0.855,1.0
CLE,48.307,33.693,48.0,3.41595535685114,44.0,53.0,0.374,0.031,0.0,0.0,0.0,0.098,0.217,0.362,0.611,0.959
DET,54.927,27.073,55.0,3.8285337924589355,50.0,60.0,0.921,0.559,0.117,0.005,0.0,0.073,0.194,0.372,0.661,0.999
BOS,50.968,31.032,51.0,3.679806516652744,46.0,56.0,0.673,0.163,0.005,0.0,0.0,0.06,0.18,0.33,0.615,0.985
HOU,50.792,31.208,51.0,3.5632479565699606,46.0,55.0,0.657,0.15,0.006,0.0,0.0,0.051,0.097,0.251,0.575,0.964
DEN,51.989,30.011,52.0,3.575315230857274,47.0,57.0,0.757,0.241,0.013,0.0,0.0,0.045,0.085,0.256,0.565,0.986
NYK,49.494,33.506,50.0,3.4336517004495373,45.0,54.0,0.511,0.072,0.001,0.0,0.0,0.044,0.161,0.316,0.587,0.987
MIN,50.428,31.572,50.0,3.4708523448859077,46.0,55.0,0.593,0.118,0.003,0.0,0.0,0.043,0.075,0.219,0.522,0.973
SAS,52.324,30.676,52.0,3.4792275004661595,48.0,57.0,0.795,0.266,0.019,0.0,0.0,0.033,0.074,0.229,0.53,0.99
ORL,46.067,35.933,46.0,3.6835459817952594,41.0,51.0,0.169,0.005,0.0,0.0,0.0,0.032,0.089,0.203,0.423,0.886
GSW,45.943,36.057,46.0,3.586885975327345,41.0,50.0,0.155,0.008,0.0,0.0,0.0,0.018,0.039,0.116,0.307,0.791
ATL,41.129,40.871,41.0,3.611420634597969,36.0,46.0,0.009,0.0,0.0,0.0,0.0,0.013,0.033,0.087,0.187,0.523
TOR,45.017,36.983,45.0,3.6849302571419176,40.0,50.0,0.111,0.003,0.0,0.0,0.0,0.009,0.038,0.099,0.293,0.78
MIA,44.313,37.687,44.0,3.7556665187420464,39.0,49.0,0.086,0.002,0.0,0.0,0.0,0.009,0.037,0.091,0.264,0.757
LAC,41.465,40.535,41.0,3.744165461087424,37.0,46.0,0.015,0.0,0.0,0.0,0.0,0.009,0.017,0.052,0.12,0.432
LAL,44.834,37.166,45.0,3.706001079330658,40.0,50.0,0.102,0.005,0.0,0.0,0.0,0.008,0.024,0.068,0.22,0.695
PHX,45.171,36.829,45.0,3.8327221396808824,40.0,50.0,0.13,0.009,0.0,0.0,0.0,0.007,0.017,0.062,0.198,0.684
PHI,44.963,37.037,45.0,3.6782646723692953,40.0,50.0,0.101,0.006,0.0,0.0,0.0,0.005,0.047,0.123,0.298,0.818
POR,40.744,41.256,41.0,3.684896742108251,36.0,45.0,0.009,0.0,0.0,0.0,0.0,0.002,0.003,0.018,0.071,0.323
MIL,35.881,46.119,36.0,4.149076885284244,31.0,41.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.008,0.039,0.174
MEM,37.193,44.807,37.0,4.172259699491392,32.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.01,0.032,0.136
CHI,35.403,46.597,35.0,4.011307891448873,30.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.008,0.016,0.102
CHO,32.303,49.697,32.0,3.8762341260558557,27.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.027
DAL,33.344,48.656,33.0,3.92806109932114,28.0,38.10000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.025
BRK,25.95,56.05,26.0,3.8981405823802713,21.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003
SAC,26.239,55.761,26.0,3.794453715622316,21.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
UTA,25.981,56.019,26.0,3.5018051059417914,22.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND,22.81,59.19,23.0,3.6829200371444397,18.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOP,22.454,59.546,22.0,3.4585956687649975,18.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAS,21.704,60.296,22.0,3.0663307062350595,18.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
