team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.151,25.849,0.246,0.405,0.552,0.813,1.0
OKC,62.653,19.347,0.243,0.424,0.594,0.803,1.0
NYK,50.13,31.87,0.073,0.145,0.296,0.595,1.0
CLE,58.803,23.197,0.056,0.132,0.342,0.676,1.0
MIL,46.246,34.754,0.05,0.104,0.219,0.491,0.968
DAL,45.532,36.468,0.047,0.095,0.2,0.41,0.777
IND,47.193,34.807,0.046,0.108,0.249,0.52,0.976
DEN,50.491,31.509,0.04,0.109,0.253,0.542,0.982
MIN,45.206,36.794,0.04,0.089,0.194,0.406,0.786
MEM,50.826,31.174,0.039,0.087,0.247,0.556,0.98
HOU,50.1,31.9,0.018,0.052,0.137,0.385,0.965
LAL,43.414,37.586,0.016,0.035,0.075,0.203,0.567
SAC,42.837,39.163,0.015,0.039,0.108,0.222,0.537
ORL,41.241,40.759,0.015,0.036,0.096,0.238,0.704
PHO,41.539,40.461,0.013,0.031,0.069,0.145,0.393
MIA,41.286,40.714,0.011,0.033,0.097,0.238,0.719
LAC,43.471,38.529,0.008,0.013,0.053,0.178,0.568
PHI,36.016,45.984,0.008,0.013,0.043,0.085,0.265
GSW,40.981,41.019,0.007,0.02,0.058,0.117,0.333
ATL,40.018,41.982,0.003,0.011,0.05,0.157,0.557
SAS,38.13,42.87,0.003,0.006,0.011,0.031,0.108
DET,40.705,41.295,0.001,0.008,0.034,0.148,0.625
CHI,34.572,47.428,0.001,0.003,0.02,0.037,0.172
TOR,27.284,54.716,0.001,0.002,0.002,0.002,0.008
POR,30.566,51.434,0.0,0.0,0.001,0.001,0.003
NOP,27.576,53.424,0.0,0.0,0.0,0.001,0.001
CHO,26.293,55.707,0.0,0.0,0.0,0.0,0.003
BRK,26.027,55.973,0.0,0.0,0.0,0.0,0.003
UTA,24.457,57.543,0.0,0.0,0.0,0.0,0.0
WAS,18.256,63.744,0.0,0.0,0.0,0.0,0.0
