team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.542,25.458,0.239,0.394,0.569,0.812,1.0
OKC,62.457,19.543,0.237,0.38,0.565,0.778,1.0
NYK,51.394,30.606,0.072,0.154,0.309,0.635,1.0
CLE,60.041,21.959,0.063,0.157,0.365,0.663,1.0
MIN,46.3,35.7,0.06,0.123,0.236,0.487,0.884
DEN,50.228,31.772,0.055,0.103,0.234,0.53,0.984
IND,48.04,33.96,0.053,0.107,0.254,0.587,0.998
MEM,52.319,29.681,0.049,0.121,0.281,0.539,0.995
MIL,43.559,38.441,0.027,0.067,0.17,0.397,0.904
HOU,49.066,32.934,0.024,0.061,0.157,0.437,0.962
LAL,47.211,34.789,0.024,0.058,0.159,0.407,0.895
DAL,44.483,37.517,0.023,0.065,0.149,0.317,0.73
SAC,40.672,41.328,0.017,0.031,0.066,0.138,0.326
ORL,39.873,42.127,0.016,0.03,0.078,0.202,0.655
MIA,40.957,41.043,0.008,0.03,0.08,0.22,0.759
PHI,36.401,45.599,0.008,0.027,0.057,0.131,0.326
PHO,40.851,41.149,0.007,0.027,0.053,0.115,0.348
GSW,40.227,41.773,0.007,0.014,0.031,0.078,0.262
LAC,42.992,39.008,0.005,0.015,0.06,0.149,0.52
ATL,37.978,44.022,0.003,0.011,0.049,0.135,0.46
DET,40.185,41.815,0.001,0.015,0.048,0.166,0.679
CHI,35.023,46.977,0.001,0.008,0.02,0.046,0.194
SAS,36.755,45.245,0.001,0.002,0.008,0.018,0.07
POR,35.316,46.684,0.0,0.0,0.001,0.007,0.024
CHO,24.622,57.378,0.0,0.0,0.001,0.001,0.001
BRK,28.633,53.367,0.0,0.0,0.0,0.004,0.013
TOR,28.794,53.206,0.0,0.0,0.0,0.001,0.011
NOP,25.379,56.621,0.0,0.0,0.0,0.0,0.0
UTA,23.697,58.303,0.0,0.0,0.0,0.0,0.0
WAS,20.005,61.995,0.0,0.0,0.0,0.0,0.0
