simulation,OKC,LAL,PHX,UTA,MIL,MEM,CHI,POR,ATL,ORL,BOS,CHO,DAL,NYK,IND,GSW,LAC,NOP,SAC,HOU,BRK,TOR,PHI,DEN,MIN,WAS,MIA,SAS,CLE,DET
36,61,43,53,27,38,42,35,37,30,48,54,35,28,47,23,45,41,20,32,51,19,43,48,51,53,26,42,53,49,57
37,65,47,44,22,30,33,39,42,42,50,50,37,30,48,14,45,37,24,32,45,30,41,49,56,52,23,44,56,45,59
38,63,47,44,30,39,30,41,39,42,45,49,41,38,46,21,43,34,22,26,48,26,42,46,55,51,17,47,50,48,61
39,63,48,47,33,33,38,41,40,47,42,53,36,30,47,17,45,46,18,26,55,28,44,42,53,44,26,40,49,44,56
40,57,40,44,31,42,40,35,38,44,44,50,32,34,52,19,42,41,29,33,57,30,46,41,54,56,18,37,48,47,50
41,66,47,40,21,40,37,37,41,46,40,41,29,37,52,17,51,38,19,31,52,29,47,50,54,49,24,46,53,49,48
42,63,44,40,29,37,33,37,39,43,44,46,36,33,47,27,56,45,21,28,44,27,48,51,51,49,17,40,51,54,51
43,63,42,49,23,41,33,39,40,43,48,40,32,31,49,22,49,44,26,28,49,26,47,42,49,48,24,42,55,50,57
44,60,50,42,27,39,39,45,39,39,45,48,34,40,47,27,43,38,20,26,56,22,46,42,51,53,24,43,50,45,51
45,67,42,47,24,40,31,32,44,42,39,49,39,32,54,31,39,48,25,28,51,29,48,44,52,55,18,38,49,47,47
46,62,54,47,23,34,36,37,39,44,40,52,44,33,57,24,50,41,19,26,49,25,43,39,50,55,16,45,49,47,51
47,66,39,42,32,35,37,36,36,43,45,46,35,34,51,20,46,34,27,29,47,28,41,45,53,56,21,46,58,48,55
48,62,43,44,24,42,38,31,41,42,43,49,35,37,50,27,42,43,20,23,46,19,49,46,49,53,19,47,57,57,53
49,64,42,47,30,38,32,41,36,45,42,44,39,26,49,20,44,45,16,25,54,35,45,38,53,53,24,48,53,49,54
50,65,47,46,24,41,37,35,41,40,44,48,37,30,53,20,45,40,26,31,52,23,43,47,47,53,17,42,54,51,52
51,62,45,46,26,41,42,37,39,43,50,47,25,35,47,17,45,46,27,30,55,31,40,49,55,46,22,42,50,46,45
52,60,44,43,28,34,49,33,42,39,46,54,38,39,47,19,41,42,25,18,58,23,50,42,48,54,28,39,52,45,51
53,64,49,45,31,39,34,33,34,46,49,47,40,28,56,25,37,41,20,27,52,28,48,47,50,56,16,39,48,48,54
54,60,50,43,29,43,34,41,34,37,47,45,28,38,48,18,48,47,18,23,48,28,42,47,45,53,23,49,52,47,66
55,69,39,45,25,25,45,28,36,42,47,52,36,34,45,25,47,45,28,27,50,27,55,42,51,44,25,50,49,47,51
56,65,48,43,28,38,34,31,37,46,48,50,33,27,50,22,47,45,17,31,51,25,45,42,57,54,22,49,43,48,55
57,60,44,47,36,41,34,30,37,36,43,49,45,34,49,23,43,46,24,22,51,25,43,42,52,52,16,48,46,54,59
58,58,43,46,29,29,40,35,36,48,48,57,30,31,46,34,36,44,20,34,53,31,43,41,52,52,16,43,49,48,59
59,62,45,37,25,36,35,44,40,48,47,49,29,33,53,24,48,36,30,33,55,29,42,48,46,48,20,42,47,47,53
60,58,44,45,29,33,34,36,45,44,49,50,28,27,51,27,42,34,29,31,55,26,43,49,55,49,21,48,53,39,57
61,68,50,45,25,37,43,40,30,40,48,51,34,29,44,12,42,45,21,26,52,30,42,47,53,58,22,42,52,50,53
62,70,44,50,19,34,41,30,45,38,45,55,38,32,51,18,46,42,23,22,50,28,48,44,49,49,25,39,54,53,49
63,63,52,48,26,38,43,36,35,41,45,49,31,31,47,26,44,38,22,29,53,28,43,46,53,46,23,46,51,46,52
64,66,41,46,31,33,33,41,41,41,51,53,36,30,48,23,50,38,19,32,51,26,43,46,49,48,24,35,53,49,54
65,65,49,46,23,34,36,39,45,48,45,48,36,31,46,20,41,43,27,34,45,28,46,48,52,48,22,41,42,47,56
66,64,37,37,28,37,34,30,42,41,42,49,37,39,53,31,49,37,23,30,49,23,49,35,53,50,27,47,52,49,57
67,62,45,46,29,42,35,35,43,43,49,49,32,34,54,19,41,40,19,22,53,22,42,53,51,50,20,46,52,46,57
68,63,45,46,26,28,37,32,42,37,48,49,36,32,45,18,50,43,26,22,50,31,52,54,51,44,25,39,53,49,58
69,68,44,48,26,31,41,37,46,44,48,47,34,28,46,19,44,41,18,23,57,23,44,53,52,52,18,43,51,41,64
70,65,40,37,23,41,40,39,44,46,48,47,33,30,54,21,40,40,23,31,51,23,44,42,56,48,21,48,53,45,58
71,67,48,47,24,34,39,37,34,46,37,49,26,28,54,23,53,41,23,28,45,22,49,48,54,53,23,42,52,51,54
72,58,39,44,22,42,30,35,36,43,48,53,38,39,51,20,48,43,22,27,51,27,47,45,56,55,19,45,49,43,56
73,63,43,46,30,36,32,32,39,44,42,49,36,29,54,17,46,41,18,27,53,21,43,51,55,52,19,49,55,50,59
74,68,44,48,32,41,40,30,39,47,43,47,33,29,44,24,50,43,24,23,48,28,49,45,51,44,18,43,47,50,59
75,64,46,47,29,32,38,35,40,44,46,52,33,41,52,24,48,42,26,25,48,27,45,46,53,46,22,40,47,45,48
76,66,49,42,26,32,29,37,34,48,47,46,35,31,52,22,40,37,23,36,54,28,43,46,56,49,23,47,52,48,53
77,64,45,39,28,35,40,33,41,42,49,50,40,34,53,18,45,42,15,20,49,26,53,46,50,51,21,44,54,54,50
78,62,49,39,22,30,34,35,45,43,45,51,36,23,57,23,52,45,19,29,56,24,40,42,50,50,26,45,57,51,51
79,64,48,48,22,32,41,33,40,41,42,42,38,38,52,29,40,42,22,22,54,24,44,50,53,48,19,45,53,48,57
80,61,45,53,20,32,32,40,39,47,46,51,36,34,49,22,47,45,19,28,52,22,48,42,53,53,18,43,50,48,56
81,59,53,49,24,35,31,38,39,46,51,47,37,26,54,24,43,37,21,31,52,29,49,39,52,55,20,43,50,50,47
82,64,35,38,26,36,34,37,41,42,44,51,33,34,50,30,46,40,28,27,50,27,49,43,50,53,20,45,53,44,61
83,66,43,42,26,39,41,36,38,39,47,49,30,35,54,26,48,36,26,25,47,27,40,37,51,53,27,48,54,47,54
84,61,48,45,25,35,37,38,38,45,43,49,43,35,50,22,40,38,17,22,55,23,48,51,53,57,22,40,50,47,54
85,60,44,44,25,37,36,39,36,41,43,54,38,27,53,28,48,45,17,23,53,26,41,49,53,51,17,42,55,48,58
86,60,46,53,25,32,37,38,35,44,46,55,30,27,41,20,46,46,21,25,54,34,47,47,55,46,26,41,53,50,51
87,58,48,44,23,38,43,35,36,40,48,53,33,33,52,18,46,46,19,19,53,26,45,43,53,53,24,47,51,51,53
88,63,48,52,18,40,42,34,44,43,41,45,38,28,49,27,49,43,19,22,47,25,50,47,45,48,22,40,56,57,49
89,66,39,38,25,31,27,40,39,44,47,51,35,38,44,28,49,39,27,25,53,24,48,44,55,53,22,39,54,53,54
90,63,42,47,25,39,37,34,42,45,45,47,27,30,46,21,47,42,16,36,52,24,48,50,51,52,19,41,57,49,57
91,63,46,43,28,27,33,30,39,48,47,52,23,25,53,22,54,44,28,29,48,26,47,41,57,51,24,49,56,46,52
92,63,50,41,26,38,30,40,43,42,47,53,34,40,55,27,44,41,22,25,49,22,46,38,45,46,24,40,54,53,53
93,64,52,36,25,33,40,37,40,44,44,53,36,29,48,20,46,38,21,33,53,26,47,44,57,50,19,38,52,53,53
94,61,40,41,27,35,34,40,47,39,51,51,30,31,50,20,47,45,17,27,57,29,43,49,53,51,23,42,52,43,56
95,65,44,41,24,34,35,38,34,43,46,44,32,34,51,23,51,37,17,31,52,33,45,43,56,45,26,49,57,45,56
96,62,48,45,29,33,30,32,39,44,46,46,27,45,53,35,44,41,21,25,52,32,43,45,53,50,18,37,51,49,56
97,63,52,44,22,34,37,38,42,42,52,53,24,31,48,25,45,37,30,29,52,31,35,44,52,50,20,49,50,46,54
98,62,49,44,26,30,33,31,44,44,51,48,33,38,48,22,49,38,16,26,49,21,54,46,53,55,17,45,55,52,52
99,63,46,47,29,30,40,36,35,38,47,50,36,29,49,29,52,42,22,26,48,29,49,43,53,51,18,46,49,50,49
100,65,47,44,20,41,42,36,39,38,43,42,44,32,45,32,44,45,18,25,54,20,44,45,54,53,22,42,50,50,55
101,63,48,44,32,30,36,44,33,48,39,48,37,37,53,21,51,41,24,20,52,27,52,42,55,50,21,36,50,46,51
102,65,46,41,33,29,39,33,38,39,42,53,33,38,53,27,53,39,22,26,55,27,49,43,48,46,21,41,48,52,52
103,67,40,48,29,27,42,32,39,47,46,48,30,38,53,20,45,41,22,23,48,36,47,49,44,50,22,41,51,44,62
104,70,44,44,31,37,32,37,47,48,51,49,36,33,49,23,42,33,23,24,55,23,37,43,52,54,18,41,51,50,54
105,64,49,45,24,39,35,39,30,39,50,48,32,29,48,29,49,46,19,28,52,21,48,44,48,53,20,44,49,53,57
106,59,50,45,25,27,40,40,37,38,45,51,34,35,44,19,47,40,21,21,57,22,52,47,58,50,19,46,55,49,58
107,65,40,50,25,36,45,33,34,33,52,51,37,37,56,21,47,37,19,32,48,24,47,45,48,57,18,41,52,50,51
108,67,42,43,23,39,36,39,39,43,44,47,38,30,56,27,49,39,23,26,53,20,43,43,46,44,21,42,61,50,58
109,58,46,48,25,36,34,37,35,44,50,50,38,33,53,25,41,39,28,24,46,24,41,45,54,50,22,40,55,55,55
110,63,44,44,26,40,31,36,37,44,41,54,44,33,56,21,47,48,13,20,50,24,47,41,48,47,24,50,47,50,61
111,68,48,37,19,31,46,39,40,40,48,51,30,32,52,24,46,39,22,23,49,30,45,48,55,49,22,46,54,47,51
112,69,51,40,28,32,38,33,35,48,43,49,41,34,44,20,50,41,27,22,51,30,50,47,51,45,22,43,52,42,53
113,66,43,44,23,40,36,35,49,31,44,46,35,37,48,20,44,39,23,37,50,25,40,50,55,44,24,51,47,41,64
114,64,48,45,28,37,44,33,46,42,46,53,34,35,55,17,41,43,27,21,51,22,45,42,48,49,21,39,55,45,55
115,64,44,52,24,40,36,30,43,41,43,51,38,29,56,20,38,41,25,25,44,27,46,48,56,54,22,44,50,46,54
116,61,51,48,31,36,28,29,42,43,46,56,33,29,53,24,42,39,22,29,45,25,47,42,57,54,19,41,51,50,58
117,69,43,40,28,43,36,37,41,46,46,50,33,35,50,21,46,38,26,25,52,25,43,48,51,49,21,42,57,39,51
118,66,42,46,30,37,36,35,34,40,50,45,33,35,52,27,46,40,24,24,54,26,48,45,50,51,17,51,48,45,54
119,64,45,41,29,38,37,31,39,38,50,49,33,33,51,24,47,39,19,25,54,19,45,45,50,53,19,53,56,48,57
120,64,49,45,26,35,36,36,46,41,50,47,33,35,46,30,39,40,22,21,50,32,44,41,51,49,21,39,57,52,54
121,64,39,49,26,41,37,36,38,51,38,49,31,35,48,24,53,42,22,22,50,27,42,41,50,46,24,44,56,53,53
122,66,47,47,26,32,36,33,36,45,47,49,24,33,51,22,47,39,20,24,52,26,47,48,53,56,29,46,53,47,50
123,68,48,43,26,30,45,31,39,40,50,50,38,33,49,28,46,46,23,28,46,26,41,46,50,49,20,41,53,45,53
124,64,48,35,26,36,33,36,38,48,48,50,40,28,47,30,45,49,23,23,48,29,48,46,52,49,23,37,52,54,46
125,66,42,52,25,35,38,39,39,37,46,54,33,29,44,18,48,40,23,21,52,23,43,47,60,51,21,45,55,50,55
126,69,45,43,24,41,37,35,43,44,49,49,35,24,48,22,46,45,16,30,48,21,40,50,52,50,19,47,54,49,56
127,64,56,46,25,35,39,31,44,36,48,46,27,34,55,23,48,41,25,29,49,20,45,45,51,43,23,46,54,49,54
128,64,46,52,30,41,39,29,47,40,47,46,29,32,56,21,41,41,20,28,44,23,42,40,53,50,18,50,55,49,58
129,63,34,48,27,33,38,39,43,39,49,53,37,33,55,24,48,38,24,24,50,27,42,39,54,51,18,42,49,51,59
130,65,42,49,31,29,37,43,43,44,53,52,30,38,49,17,46,40,19,26,38,24,49,45,51,52,22,43,55,40,59
131,65,45,42,17,35,30,30,44,45,54,46,38,36,50,23,48,41,25,31,53,22,46,44,53,52,28,42,47,45,54
132,65,46,40,24,37,41,32,43,42,41,53,34,34,51,23,44,46,25,24,52,24,48,41,51,51,26,37,48,54,54
133,60,46,45,28,34,29,36,39,42,52,51,33,34,47,29,44,38,22,27,52,22,43,46,50,55,20,40,60,51,56
134,62,47,46,29,38,32,28,43,38,49,58,32,33,41,21,50,45,24,34,44,26,46,41,53,47,25,41,49,55,54
135,68,53,55,30,40,36,32,42,37,42,49,37,30,43,26,45,43,22,24,49,23,47,41,49,47,25,39,58,49,50
136,68,45,42,27,33,34,39,39,45,45,52,32,33,50,26,48,37,24,29,51,30,43,49,51,42,15,40,56,49,57
137,61,52,47,26,42,31,39,45,40,44,46,32,34,53,22,47,41,26,22,46,27,42,40,54,47,22,42,56,47,58
138,61,46,45,24,34,29,37,43,45,46,46,32,28,53,23,46,37,21,27,60,30,47,50,56,50,21,41,49,52,52
139,61,44,54,27,33,33,34,46,47,54,50,36,26,55,23,42,35,26,22,46,20,47,44,54,42,28,44,53,49,56
140,65,42,43,25,28,37,39,41,42,54,37,37,43,49,23,48,43,18,23,49,27,47,52,56,47,20,46,52,46,52
141,63,45,41,28,41,36,34,36,45,52,45,29,44,50,21,46,36,22,20,51,25,45,41,56,55,27,38,55,47,57
142,61,51,47,24,45,37,28,40,41,46,48,40,29,49,19,43,46,20,25,55,24,50,42,49,51,19,42,55,47,58
143,61,46,40,28,34,40,33,39,42,43,53,29,31,58,20,50,44,31,26,53,23,44,41,57,49,26,40,50,45,55
144,65,47,36,23,33,41,40,34,45,47,51,35,32,50,28,39,41,17,31,50,35,43,37,50,52,27,42,53,48,59
145,72,39,44,21,27,32,38,45,43,50,48,27,37,54,23,50,36,29,23,52,27,46,50,54,50,21,45,47,46,55
146,64,43,49,21,39,36,39,38,47,40,46,34,31,49,25,47,43,24,22,57,22,46,49,52,52,20,38,51,47,60
147,61,40,39,19,38,30,35,44,45,45,48,33,36,45,27,46,47,20,28,54,31,51,46,55,51,23,35,55,47,57
148,64,54,42,24,34,40,39,37,45,48,51,30,34,49,21,50,40,19,26,55,26,42,50,54,46,18,45,48,52,48
149,61,37,37,24,33,36,30,38,43,51,57,32,36,55,24,48,39,26,25,49,29,43,45,56,49,26,47,51,51,53
150,67,41,53,25,32,35,29,42,41,50,46,38,33,53,22,47,39,21,22,51,26,45,50,55,51,21,48,50,49,49
151,60,44,47,23,38,35,32,35,45,48,45,36,31,51,25,43,47,28,21,51,30,49,46,50,55,21,42,50,49,54
152,62,50,44,24,38,42,41,43,34,49,46,31,31,50,17,48,37,20,25,47,34,47,48,54,43,21,41,52,51,61
153,60,44,40,24,36,38,29,38,42,47,51,35,34,50,23,51,40,20,23,51,32,50,41,53,50,19,45,59,49,57
154,60,45,44,26,36,33,32,36,45,44,52,29,32,54,19,43,39,25,32,54,31,43,44,59,53,21,41,55,47,57
155,62,51,49,30,37,44,30,51,40,46,48,32,29,51,22,46,41,23,27,50,23,42,37,50,49,19,42,53,50,57
156,63,39,44,25,34,42,35,37,40,47,45,43,33,49,33,48,40,28,23,49,24,45,46,58,46,22,43,54,44,52
157,67,49,39,28,39,43,33,41,40,49,50,36,38,50,30,40,43,23,31,53,16,41,40,52,50,18,48,46,47,51
158,64,46,45,33,46,47,34,37,34,44,47,39,36,52,21,46,42,21,27,47,22,42,44,49,48,28,45,51,50,44
159,64,49,42,21,32,38,29,39,41,49,55,40,38,53,18,56,40,19,21,51,26,47,48,51,47,19,45,50,45,58
160,62,47,39,27,42,40,33,37,35,44,42,28,37,52,24,49,42,18,29,55,19,45,53,58,47,24,49,50,46,58
161,65,44,50,32,35,35,38,41,42,47,49,38,32,52,19,45,41,22,33,51,19,46,45,49,40,21,42,52,50,56
162,62,46,41,31,32,37,30,35,41,44,50,31,38,52,19,51,46,26,23,46,28,44,48,47,50,24,50,56,50,53
163,66,50,43,28,33,33,39,43,42,50,45,31,30,51,29,38,43,24,25,52,25,49,46,51,49,18,45,50,45,58
164,62,49,43,22,42,37,37,42,44,43,53,36,29,53,23,48,34,24,25,44,29,46,47,45,57,25,40,48,48,56
165,60,43,49,20,36,39,35,35,46,46,56,30,34,55,20,53,45,22,25,48,30,45,49,44,48,18,47,51,47,55
166,64,46,47,33,39,33,30,43,43,51,52,31,39,47,22,47,43,25,25,53,26,41,39,50,54,20,41,54,40,53
167,69,51,41,22,34,44,34,37,44,50,51,36,30,49,19,48,42,26,28,53,22,48,41,50,44,19,45,52,49,53
168,68,47,46,24,39,39,31,43,42,49,46,31,36,50,19,44,32,23,27,54,26,40,45,53,55,15,44,55,48,60
169,61,44,47,26,34,29,38,40,46,49,48,33,34,51,25,44,42,20,29,54,19,43,46,50,50,21,44,52,50,62
170,64,46,49,25,38,33,39,42,45,45,55,31,36,47,21,52,36,21,26,55,20,45,47,51,43,21,45,46,49,58
171,65,45,43,26,29,35,37,40,36,48,55,41,33,54,27,45,33,29,23,52,32,47,36,57,51,23,37,47,49,56
172,63,42,49,24,31,32,32,38,42,43,45,33,39,47,27,50,42,26,27,52,22,44,42,58,55,20,50,53,50,53
173,64,46,49,25,34,36,32,46,35,44,58,30,34,57,19,43,41,23,32,51,28,44,42,53,47,19,42,50,50,57
174,61,48,45,24,45,44,33,37,42,45,46,31,32,47,25,38,36,22,26,55,20,46,43,57,52,28,44,52,55,52
175,63,49,43,26,36,38,39,34,40,40,53,28,27,47,26,48,43,23,22,52,28,51,43,60,51,23,41,55,52,50
176,65,50,44,24,36,35,38,37,41,49,45,33,40,48,29,47,42,16,25,54,24,50,44,52,49,22,37,49,51,55
177,59,46,47,30,34,38,44,43,47,42,47,32,32,50,24,44,46,22,29,54,21,42,42,56,49,18,47,42,52,52
178,68,37,44,24,36,37,35,42,48,40,50,29,36,54,27,43,40,26,24,56,22,48,36,55,50,25,43,54,49,53
179,68,43,43,28,34,37,37,42,34,47,45,30,36,55,27,39,46,22,24,54,27,46,48,52,45,25,41,48,53,55
180,69,45,50,22,42,32,31,41,40,47,45,35,35,50,23,47,44,24,21,47,22,47,47,54,53,26,41,55,49,47
181,60,45,45,26,43,28,38,45,38,40,49,33,37,55,21,50,44,25,27,51,29,53,41,52,43,21,42,48,51,51
182,65,46,42,25,39,38,30,43,46,40,52,30,32,47,23,46,43,23,25,53,26,48,44,53,47,21,49,56,46,53
183,62,51,51,24,32,30,36,37,42,50,51,29,30,50,28,44,42,26,33,53,25,44,47,53,56,18,43,46,47,51
184,67,42,42,27,35,44,35,49,39,46,49,37,29,53,25,44,46,22,26,50,29,46,45,47,51,17,44,45,47,53
185,67,34,37,21,38,35,33,40,37,46,53,30,35,57,21,49,38,28,29,54,31,46,35,56,55,22,41,53,52,58
186,58,43,44,33,40,37,37,34,40,41,49,34,37,54,26,45,38,21,26,51,29,41,47,51,51,17,35,54,57,61
187,64,47,42,32,36,43,39,36,45,47,47,40,31,53,23,45,42,24,22,51,24,52,47,59,44,20,33,48,43,52
188,62,48,46,24,38,36,33,37,44,50,48,33,33,51,29,39,40,19,32,49,24,53,43,50,51,20,45,56,44,54
189,61,41,50,32,44,35,40,39,41,42,50,37,31,51,21,49,41,20,26,48,21,34,54,50,54,23,44,57,41,54
190,61,51,50,29,35,30,32,38,45,52,48,38,30,47,22,48,37,21,26,48,25,50,42,57,47,20,40,51,54,57
191,66,39,47,19,38,46,29,32,42,40,45,30,36,46,31,51,45,28,26,45,23,49,42,52,54,21,49,60,47,53
192,59,42,44,27,40,29,36,42,47,42,55,36,34,58,19,45,39,20,29,50,25,44,42,53,52,13,45,54,53,57
193,59,47,52,32,32,38,40,35,43,49,45,36,30,56,20,43,41,24,25,49,27,44,48,55,47,15,53,48,44,54
194,64,41,43,30,38,38,33,34,41,44,43,32,33,52,31,50,40,19,28,48,27,48,44,53,53,29,42,54,47,52
195,65,48,45,32,38,37,33,38,37,47,51,41,28,49,25,40,45,18,29,49,22,51,44,51,50,17,46,54,49,52
196,60,40,47,25,38,41,35,41,38,43,52,33,35,44,26,45,47,20,35,43,28,45,44,51,61,23,46,49,41,55
197,69,47,42,27,40,34,32,41,45,44,51,36,30,53,16,46,43,26,21,46,24,49,49,51,47,23,40,53,47,59
198,65,45,36,24,43,34,38,48,40,42,54,36,41,53,20,45,35,23,25,51,26,44,46,51,50,18,43,52,49,54
199,60,44,36,29,37,27,41,45,41,47,51,37,39,53,23,44,40,22,25,51,26,40,44,51,48,23,46,47,59,55
200,65,52,47,24,38,38,35,38,42,40,48,29,28,52,24,43,42,19,33,49,23,46,43,56,55,19,44,55,52,52
201,66,41,43,20,36,37,35,38,42,46,47,33,34,51,18,44,42,22,32,51,30,49,48,53,55,21,41,48,56,52
202,59,46,42,24,35,40,32,40,43,42,55,34,36,54,20,43,42,20,26,46,22,51,50,57,46,20,48,49,53,56
203,62,50,43,22,28,36,35,37,43,46,55,34,28,47,29,46,45,22,30,48,26,44,43,54,48,26,45,50,50,59
204,62,50,44,27,29,43,38,45,40,51,48,29,34,49,21,45,44,21,19,54,24,48,41,55,57,21,41,57,47,47
205,60,49,44,33,41,35,40,35,45,45,45,29,36,49,21,36,42,28,27,52,27,38,48,56,53,18,46,51,50,52
206,58,46,46,22,37,40,32,37,42,49,49,27,33,49,19,46,42,34,25,47,23,46,40,52,53,24,45,57,53,58
207,60,39,44,30,41,45,28,37,37,44,52,32,36,46,26,46,42,27,23,51,37,44,40,58,51,21,38,57,50,49
208,58,48,44,28,34,35,41,32,43,46,55,39,31,55,23,47,40,19,23,50,28,51,39,54,53,22,42,51,48,52
209,67,44,37,27,34,36,36,40,41,47,48,34,33,52,29,45,46,24,24,53,24,44,42,60,52,24,45,52,42,49
210,62,47,44,27,36,39,36,46,40,51,53,30,34,50,21,46,40,23,21,48,19,39,52,52,57,21,41,56,48,52
211,69,47,38,27,36,39,34,42,50,49,47,35,30,49,26,52,38,20,23,54,28,48,43,51,47,22,38,50,50,49
212,62,48,44,22,39,40,32,40,45,48,50,36,34,51,29,48,47,27,26,44,20,44,45,46,49,22,41,56,40,56
213,66,36,47,32,38,36,35,42,45,45,47,35,33,50,24,42,47,22,29,47,31,49,42,52,50,27,45,50,40,47
214,65,42,34,32,34,34,38,44,45,45,54,48,34,49,28,44,38,20,25,49,25,49,39,51,49,18,48,45,48,57
215,65,49,42,30,36,27,34,44,39,43,50,35,32,50,24,43,34,27,35,49,19,46,46,49,52,21,49,55,49,57
216,63,50,44,41,32,40,38,42,41,44,50,34,32,52,25,47,39,25,25,55,25,46,41,50,48,19,40,46,45,52
217,67,41,45,23,37,40,39,41,43,48,48,37,33,48,23,46,37,24,21,47,25,57,46,56,49,26,40,48,49,47
218,64,53,44,28,41,36,37,39,37,42,46,32,35,50,19,49,39,20,23,51,28,49,42,48,51,23,47,52,47,59
219,66,46,45,21,32,35,35,37,39,48,53,36,45,47,24,41,42,26,29,54,24,44,42,55,46,21,36,50,54,58
220,68,45,46,27,35,34,35,35,39,47,46,37,38,54,20,45,39,18,25,53,23,42,50,53,56,21,45,53,50,52
