team,wins,losses,champion,finals,conference_finals,second_round,playoffs
OKC,63.859,18.141,0.286,0.455,0.615,0.794,1.0
BOS,57.577,24.423,0.257,0.434,0.62,0.834,1.0
CLE,63.421,18.579,0.061,0.174,0.427,0.726,1.0
NYK,52.018,29.982,0.061,0.125,0.241,0.643,1.0
IND,47.618,34.382,0.05,0.125,0.291,0.594,0.997
DEN,51.37,30.63,0.049,0.117,0.316,0.59,0.994
MIN,44.706,37.294,0.044,0.096,0.199,0.378,0.782
MEM,50.182,31.818,0.031,0.068,0.197,0.512,0.984
LAL,49.368,32.632,0.029,0.072,0.182,0.504,0.986
MIL,46.05,35.95,0.027,0.063,0.175,0.439,0.986
SAC,42.764,39.236,0.019,0.049,0.106,0.188,0.52
GSW,43.905,38.095,0.017,0.035,0.093,0.244,0.619
DAL,43.41,38.59,0.016,0.051,0.116,0.227,0.576
ORL,39.07,42.93,0.012,0.02,0.057,0.149,0.611
HOU,48.291,33.709,0.011,0.031,0.113,0.41,0.963
MIA,40.63,41.37,0.01,0.019,0.061,0.179,0.754
LAC,42.767,39.233,0.007,0.023,0.057,0.133,0.475
DET,44.17,37.83,0.006,0.021,0.064,0.258,0.939
PHI,32.676,49.324,0.004,0.01,0.023,0.056,0.133
ATL,37.825,44.175,0.002,0.006,0.028,0.094,0.439
PHO,38.18,43.82,0.001,0.002,0.004,0.016,0.069
CHI,33.421,48.579,0.0,0.003,0.012,0.026,0.126
SAS,35.75,46.25,0.0,0.001,0.001,0.003,0.021
BRK,28.288,53.712,0.0,0.0,0.001,0.002,0.01
POR,35.965,46.035,0.0,0.0,0.001,0.001,0.011
TOR,27.835,54.165,0.0,0.0,0.0,0.0,0.005
NOP,26.112,55.888,0.0,0.0,0.0,0.0,0.0
UTA,22.904,59.096,0.0,0.0,0.0,0.0,0.0
CHO,21.222,60.778,0.0,0.0,0.0,0.0,0.0
WAS,18.646,63.354,0.0,0.0,0.0,0.0,0.0
