team,wins,losses,champion,finals,conference_finals,second_round,playoffs
OKC,62.752,19.248,0.238,0.389,0.539,0.78,1.0
BOS,55.962,26.038,0.237,0.392,0.552,0.787,1.0
NYK,51.193,30.807,0.065,0.131,0.289,0.608,1.0
CLE,58.374,23.626,0.06,0.134,0.31,0.645,1.0
DEN,49.006,32.994,0.053,0.112,0.262,0.512,0.947
IND,47.742,34.258,0.052,0.111,0.252,0.538,0.989
MIN,45.99,36.01,0.052,0.106,0.21,0.425,0.822
DAL,44.707,37.293,0.04,0.092,0.179,0.347,0.711
MEM,50.253,31.747,0.037,0.098,0.248,0.55,0.98
MIL,45.82,36.18,0.036,0.077,0.191,0.431,0.944
HOU,52.079,29.921,0.022,0.059,0.191,0.453,0.988
ORL,41.383,40.617,0.019,0.047,0.125,0.276,0.745
PHO,42.075,39.925,0.018,0.037,0.075,0.174,0.437
LAL,44.582,37.418,0.014,0.038,0.099,0.247,0.659
PHI,37.309,44.691,0.014,0.032,0.082,0.167,0.419
MIA,42.051,39.949,0.013,0.051,0.114,0.271,0.783
SAC,42.452,39.548,0.013,0.041,0.099,0.205,0.493
GSW,40.827,41.173,0.008,0.014,0.04,0.092,0.3
LAC,43.815,38.185,0.003,0.013,0.051,0.192,0.569
ATL,38.065,43.935,0.003,0.012,0.044,0.122,0.421
DET,39.439,42.561,0.002,0.009,0.025,0.11,0.506
CHI,34.639,47.361,0.001,0.004,0.015,0.043,0.17
SAS,37.963,44.037,0.0,0.001,0.005,0.021,0.087
POR,31.39,50.61,0.0,0.0,0.002,0.002,0.007
TOR,29.6,52.4,0.0,0.0,0.001,0.002,0.019
CHO,27.193,54.807,0.0,0.0,0.0,0.0,0.002
BRK,25.523,56.477,0.0,0.0,0.0,0.0,0.002
NOP,26.61,55.39,0.0,0.0,0.0,0.0,0.0
UTA,23.356,58.644,0.0,0.0,0.0,0.0,0.0
WAS,17.85,64.15,0.0,0.0,0.0,0.0,0.0
