team,wins,losses,champion,finals,conference_finals,second_round,playoffs
OKC,76.996,15.0,0.32,0.486,0.72,1.0,1.0
NYK,60.996,34.998,0.14,0.349,0.674,1.0,1.0
BOS,68.996,24.999,0.135,0.225,0.326,1.0,1.0
IND,59.996,33.999,0.133,0.329,0.795,1.0,1.0
MIN,56.996,35.999,0.1,0.203,0.457,1.0,1.0
GSW,57.996,39.997,0.067,0.183,0.543,1.0,1.0
DEN,58.996,38.997,0.055,0.128,0.28,1.0,1.0
CLE,68.0,20.0,0.05,0.097,0.205,1.0,1.0
HOU,57.997,37.996,0.0,0.0,0.0,0.0,1.0
LAC,55.997,39.996,0.0,0.0,0.0,0.0,1.0
LAL,51.999,39.996,0.0,0.0,0.0,0.0,1.0
MIL,49.999,41.996,0.0,0.0,0.0,0.0,1.0
MEM,49.0,42.996,0.0,0.0,0.0,0.0,1.0
DET,47.998,45.996,0.0,0.0,0.0,0.0,1.0
ORL,43.999,48.996,0.0,0.0,0.0,0.0,1.0
MIA,39.0,49.0,0.0,0.0,0.0,0.0,1.0
ATL,40.0,44.0,0.0,0.0,0.0,0.0,0.0
SAC,40.0,43.0,0.0,0.0,0.0,0.0,0.0
DAL,40.0,44.0,0.0,0.0,0.0,0.0,0.0
CHI,39.0,44.0,0.0,0.0,0.0,0.0,0.0
PHO,36.0,46.0,0.0,0.0,0.0,0.0,0.0
POR,36.0,46.0,0.0,0.0,0.0,0.0,0.0
SAS,34.0,48.0,0.0,0.0,0.0,0.0,0.0
TOR,30.0,52.0,0.0,0.0,0.0,0.0,0.0
BRK,26.0,56.0,0.0,0.0,0.0,0.0,0.0
PHI,24.0,58.0,0.0,0.0,0.0,0.0,0.0
NOP,21.0,61.0,0.0,0.0,0.0,0.0,0.0
CHO,19.0,63.0,0.0,0.0,0.0,0.0,0.0
WAS,18.0,64.0,0.0,0.0,0.0,0.0,0.0
UTA,17.0,65.0,0.0,0.0,0.0,0.0,0.0
