team,wins,losses,wins_median,wins_std,wins_10th,wins_90th,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,champion,finals,conference_finals,second_round,playoffs
OKC,62.131,19.869,62.0,3.5289997166335954,57.0,67.0,1.0,0.985,0.775,0.265,0.012,0.317,0.43,0.626,0.808,1.0
CLE,47.639,34.361,48.0,4.006080253814194,42.0,53.0,0.332,0.039,0.0,0.0,0.0,0.112,0.24,0.372,0.591,0.926
NYK,52.011,30.989,52.0,4.228342346593994,47.0,57.0,0.731,0.284,0.034,0.003,0.0,0.083,0.187,0.354,0.612,0.988
HOU,52.933,29.067,53.0,4.102988057501508,48.0,58.0,0.801,0.358,0.046,0.001,0.0,0.061,0.125,0.27,0.59,0.984
DEN,51.568,30.432,52.0,3.7935967102474133,47.0,56.0,0.703,0.231,0.019,0.0,0.0,0.057,0.108,0.239,0.528,0.985
DET,54.721,27.279,55.0,4.1951351587285,49.0,60.0,0.884,0.539,0.119,0.003,0.0,0.052,0.143,0.296,0.578,0.995
MIN,50.558,31.442,51.0,4.014054807797224,45.900000000000006,56.0,0.604,0.172,0.007,0.0,0.0,0.051,0.1,0.232,0.526,0.963
ORL,45.593,36.407,45.0,4.128117125276365,40.0,51.0,0.179,0.013,0.0,0.0,0.0,0.042,0.1,0.204,0.422,0.846
SAS,51.12,31.88,51.0,4.289242357340046,46.0,57.0,0.652,0.227,0.013,0.0,0.0,0.03,0.074,0.183,0.478,0.947
ATL,41.02,40.98,41.0,4.309709967039546,35.900000000000006,46.0,0.024,0.0,0.0,0.0,0.0,0.028,0.06,0.115,0.24,0.538
BOS,50.794,31.206,51.0,4.2258211036436455,46.0,56.0,0.614,0.186,0.016,0.0,0.0,0.027,0.095,0.236,0.518,0.973
GSW,44.582,37.418,45.0,4.122047549458885,39.0,50.0,0.119,0.004,0.0,0.0,0.0,0.027,0.042,0.132,0.289,0.708
LAL,47.143,34.857,47.0,4.365151887391778,42.0,53.0,0.3,0.039,0.002,0.0,0.0,0.024,0.043,0.119,0.304,0.816
LAC,40.456,41.544,41.0,4.123355914785916,35.0,46.0,0.01,0.0,0.0,0.0,0.0,0.019,0.043,0.086,0.154,0.397
MIA,45.075,36.925,45.0,4.3175658651606,39.900000000000006,50.0,0.153,0.008,0.0,0.0,0.0,0.017,0.052,0.129,0.308,0.773
PHI,44.131,37.869,44.0,4.863521255222392,38.0,51.0,0.148,0.014,0.0,0.0,0.0,0.016,0.052,0.115,0.271,0.698
TOR,44.624,37.376,45.0,4.352771990352814,39.0,50.0,0.135,0.013,0.0,0.0,0.0,0.012,0.049,0.12,0.302,0.755
MIL,37.559,44.441,38.0,4.623907330386282,31.0,43.0,0.002,0.0,0.0,0.0,0.0,0.008,0.019,0.045,0.119,0.306
PHX,43.589,38.411,44.0,4.652749617161878,38.0,50.0,0.108,0.002,0.0,0.0,0.0,0.006,0.013,0.045,0.16,0.574
MEM,39.005,42.995,39.0,4.483411089784205,33.0,45.0,0.007,0.0,0.0,0.0,0.0,0.004,0.01,0.032,0.084,0.288
DAL,34.639,47.361,35.0,4.6568958545365815,29.0,41.0,0.0,0.0,0.0,0.0,0.0,0.003,0.007,0.013,0.023,0.098
POR,38.655,43.345,39.0,4.511759634555014,33.0,44.0,0.005,0.001,0.0,0.0,0.0,0.003,0.005,0.023,0.056,0.239
CHI,35.091,46.909,35.0,4.685159442324242,29.0,41.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.009,0.026,0.133
CHO,31.743,50.257,32.0,4.805512563712637,25.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.012,0.054
BRK,27.822,54.178,27.0,4.79377888518025,22.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.014
NOP,22.752,59.248,22.0,4.274166117501752,18.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
IND,22.003,59.997,22.0,4.600325097207805,16.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
UTA,25.158,56.842,25.0,3.34051433165613,21.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAS,23.747,58.253,24.0,3.370310223110033,20.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAC,23.138,58.862,23.0,3.881617703999197,19.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
