team,wins,losses,champion,finals,conference_finals,second_round,playoffs
OKC,60.548,21.452,0.253,0.398,0.565,0.769,1.0
BOS,56.824,25.176,0.226,0.389,0.553,0.787,1.0
DAL,50.245,31.755,0.067,0.139,0.305,0.586,0.964
NYK,52.009,29.991,0.065,0.136,0.307,0.594,0.993
MIN,45.317,36.683,0.052,0.128,0.227,0.418,0.783
CLE,56.341,25.659,0.048,0.119,0.255,0.569,1.0
IND,43.481,38.519,0.04,0.088,0.194,0.364,0.802
ORL,46.839,35.161,0.038,0.084,0.181,0.43,0.936
MIL,45.009,36.991,0.031,0.073,0.189,0.449,0.885
DEN,45.305,36.695,0.028,0.063,0.16,0.372,0.763
MEM,49.379,32.621,0.021,0.056,0.189,0.491,0.933
PHO,41.834,40.166,0.021,0.044,0.089,0.201,0.476
PHI,39.29,42.71,0.02,0.046,0.102,0.213,0.495
HOU,48.647,33.353,0.017,0.054,0.158,0.393,0.921
GSW,42.101,39.899,0.017,0.034,0.076,0.182,0.499
MIA,43.702,38.298,0.016,0.035,0.12,0.297,0.794
LAL,43.757,38.243,0.015,0.039,0.098,0.248,0.623
LAC,43.394,38.606,0.009,0.024,0.075,0.189,0.587
SAC,38.249,43.751,0.006,0.016,0.04,0.078,0.211
SAS,38.899,43.101,0.004,0.005,0.018,0.073,0.237
ATL,39.523,42.477,0.003,0.017,0.051,0.155,0.489
DET,36.142,45.858,0.002,0.008,0.025,0.06,0.246
BRK,30.992,51.008,0.001,0.001,0.002,0.012,0.058
CHI,36.742,45.258,0.0,0.004,0.021,0.065,0.279
TOR,27.136,54.864,0.0,0.0,0.0,0.004,0.018
CHO,25.479,56.521,0.0,0.0,0.0,0.001,0.003
POR,27.821,54.179,0.0,0.0,0.0,0.0,0.002
WAS,22.319,59.681,0.0,0.0,0.0,0.0,0.002
UTA,25.921,56.079,0.0,0.0,0.0,0.0,0.001
NOP,26.755,55.245,0.0,0.0,0.0,0.0,0.0
