team,wins,losses,champion,finals,conference_finals,second_round,playoffs
OKC,63.713,18.287,0.285,0.462,0.618,0.832,1.0
BOS,57.528,24.472,0.283,0.435,0.614,0.83,1.0
NYK,50.337,31.663,0.06,0.125,0.261,0.627,0.996
CLE,59.566,22.434,0.055,0.144,0.357,0.649,1.0
DEN,50.165,31.835,0.054,0.116,0.278,0.568,0.98
IND,47.971,34.029,0.04,0.11,0.26,0.575,0.989
MIN,44.891,37.109,0.037,0.098,0.196,0.392,0.767
MIL,45.4,35.6,0.036,0.071,0.186,0.431,0.929
MEM,50.402,31.598,0.035,0.097,0.223,0.498,0.984
DAL,44.308,37.692,0.022,0.063,0.169,0.368,0.734
ORL,42.626,39.374,0.021,0.041,0.102,0.265,0.799
HOU,50.113,31.887,0.019,0.055,0.173,0.452,0.966
SAC,43.112,38.888,0.014,0.037,0.105,0.246,0.598
PHO,41.636,40.364,0.011,0.027,0.085,0.175,0.449
MIA,41.87,40.13,0.007,0.025,0.078,0.22,0.702
LAL,42.528,38.472,0.005,0.013,0.051,0.177,0.534
PHI,35.498,46.502,0.004,0.017,0.041,0.099,0.24
GSW,40.47,41.53,0.004,0.016,0.051,0.107,0.35
LAC,42.927,39.073,0.002,0.012,0.045,0.156,0.538
DET,40.55,41.45,0.002,0.012,0.038,0.117,0.556
ATL,40.683,41.317,0.002,0.01,0.041,0.135,0.575
SAS,36.665,44.335,0.002,0.004,0.006,0.028,0.097
CHI,35.46,46.54,0.0,0.01,0.022,0.05,0.201
TOR,26.545,55.455,0.0,0.0,0.0,0.001,0.006
BRK,26.165,55.835,0.0,0.0,0.0,0.001,0.003
NOP,28.115,52.885,0.0,0.0,0.0,0.001,0.002
CHO,26.876,55.124,0.0,0.0,0.0,0.0,0.004
POR,28.35,53.65,0.0,0.0,0.0,0.0,0.001
UTA,24.821,57.179,0.0,0.0,0.0,0.0,0.0
WAS,18.709,63.291,0.0,0.0,0.0,0.0,0.0
