team,wins,losses,wins_median,wins_std,wins_10th,wins_90th,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,champion,finals,conference_finals,second_round,playoffs
OKC,62.005,19.995,62.0,3.623668721061571,57.0,66.0,0.999,0.981,0.742,0.26,0.01,0.33,0.452,0.622,0.828,1.0
CLE,47.94,34.06,48.0,4.047270685289038,43.0,53.0,0.361,0.04,0.0,0.0,0.0,0.108,0.223,0.368,0.599,0.93
NYK,52.053,30.947,52.0,3.899255185288596,47.0,57.0,0.751,0.266,0.02,0.0,0.0,0.069,0.167,0.319,0.59,0.988
MIN,50.315,31.685,50.0,3.9683466330450514,45.0,55.0,0.59,0.149,0.005,0.0,0.0,0.054,0.106,0.234,0.538,0.956
DEN,51.675,30.325,52.0,4.086976266141021,46.0,57.0,0.698,0.247,0.026,0.0,0.0,0.053,0.102,0.255,0.54,0.964
DET,55.0,27.0,55.0,4.009239329349147,50.0,60.0,0.917,0.558,0.138,0.004,0.0,0.051,0.149,0.326,0.61,0.993
HOU,51.682,30.318,52.0,3.9654603768036822,47.0,57.0,0.705,0.239,0.024,0.0,0.0,0.049,0.096,0.265,0.542,0.974
ORL,45.745,36.255,46.0,4.210222678196486,40.0,51.0,0.185,0.015,0.0,0.0,0.0,0.045,0.126,0.251,0.447,0.852
BOS,50.283,31.717,50.0,4.061885153472462,45.0,55.10000000000002,0.594,0.15,0.004,0.0,0.0,0.035,0.094,0.203,0.47,0.96
SAS,51.496,31.504,51.0,4.012976949846585,46.0,57.0,0.685,0.248,0.017,0.0,0.0,0.032,0.074,0.206,0.474,0.967
MIA,44.785,37.215,45.0,4.517164486710661,39.0,50.0,0.15,0.011,0.001,0.0,0.0,0.028,0.054,0.117,0.296,0.764
PHI,44.504,37.496,45.0,4.704039115483629,38.0,50.0,0.131,0.018,0.0,0.0,0.0,0.027,0.063,0.143,0.325,0.739
LAL,46.747,35.253,47.0,4.592057382045656,41.0,52.0,0.293,0.036,0.001,0.0,0.0,0.026,0.049,0.102,0.3,0.793
GSW,45.068,36.932,45.0,3.999421958233465,40.0,50.0,0.136,0.006,0.0,0.0,0.0,0.02,0.046,0.12,0.303,0.747
ATL,41.119,40.881,41.0,4.138216886534586,36.0,47.0,0.024,0.0,0.0,0.0,0.0,0.018,0.057,0.105,0.234,0.535
TOR,45.603,36.397,46.0,4.446728123013594,40.0,51.0,0.188,0.021,0.0,0.0,0.0,0.016,0.042,0.109,0.284,0.811
LAC,39.875,42.125,40.0,4.177963020420358,34.0,45.0,0.005,0.0,0.0,0.0,0.0,0.016,0.032,0.075,0.139,0.379
MIL,37.142,44.858,37.0,4.715488946016096,31.0,43.0,0.003,0.0,0.0,0.0,0.0,0.009,0.016,0.044,0.103,0.261
PHX,44.649,37.351,45.0,4.470324261169428,39.0,50.0,0.137,0.009,0.0,0.0,0.0,0.005,0.022,0.067,0.196,0.653
POR,39.256,42.744,40.0,4.658804996992255,33.0,45.0,0.012,0.001,0.0,0.0,0.0,0.004,0.01,0.025,0.07,0.263
DAL,34.612,47.388,35.0,4.522107473291629,28.0,40.0,0.0,0.0,0.0,0.0,0.0,0.002,0.007,0.016,0.025,0.095
CHI,34.481,47.519,34.0,4.71970751212403,28.0,40.0,0.0,0.0,0.0,0.0,0.0,0.002,0.005,0.008,0.025,0.111
MEM,38.264,43.736,38.0,4.469038375310734,32.0,44.0,0.006,0.0,0.0,0.0,0.0,0.001,0.004,0.013,0.045,0.208
CHO,31.852,50.148,32.0,4.430360707662526,26.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.005,0.013,0.046
IND,21.776,60.224,21.0,4.5672556311202905,16.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.002
BRK,27.837,54.163,28.0,4.429044027778455,22.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.008
UTA,25.645,56.355,25.0,4.014097034203334,21.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
WAS,23.994,58.006,24.0,3.5513327075902086,20.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAC,23.369,58.631,23.0,4.0993705614398905,18.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOP,22.228,59.772,22.0,4.0464819287870295,17.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
