simulation,OKC,LAL,DAL,CHO,BOS,ORL,ATL,NYK,CHI,MEM,POR,MIL,UTA,PHX,IND,GSW,BRK,HOU,TOR,SAC,LAC,NOP,PHI,DEN,SAS,DET,CLE,MIA,WAS,MIN
221,63,51,41,28,51,48,46,53,32,31,38,42,25,37,20,46,26,61,40,30,45,22,44,54,47,49,46,46,23,46
222,71,41,38,31,54,50,37,47,32,36,34,37,25,45,23,49,33,56,43,17,35,25,42,58,52,56,48,46,19,51
223,69,50,50,30,48,48,41,57,39,42,29,35,20,41,26,38,27,58,52,26,38,24,46,55,46,47,46,36,25,42
224,59,49,34,27,45,50,43,54,46,34,41,31,32,49,28,44,26,51,42,21,37,25,39,55,49,53,48,45,20,54
225,73,41,32,35,49,44,35,53,34,45,37,29,30,43,30,51,24,53,48,26,31,25,48,49,50,53,46,47,25,45
226,57,43,45,23,54,51,39,43,32,33,39,34,25,54,20,39,34,55,40,34,37,24,50,54,48,52,55,41,27,49
227,69,48,27,24,45,48,44,54,33,38,45,41,19,45,24,47,35,49,40,21,35,28,45,56,52,51,49,49,20,50
228,62,51,30,29,54,47,42,53,29,38,37,32,29,39,22,49,22,54,41,20,41,25,48,56,55,57,53,48,23,45
229,56,42,33,37,55,54,36,60,32,31,42,44,21,49,23,46,23,54,44,22,45,24,35,60,52,52,49,44,19,47
230,68,52,21,31,47,54,46,53,30,37,39,44,29,41,18,47,18,58,45,29,45,20,41,52,57,52,50,38,22,47
231,64,46,33,25,48,42,44,53,32,38,48,38,23,41,28,49,23,47,44,26,41,29,44,55,53,51,50,45,20,51
232,62,53,34,32,37,45,44,56,40,50,33,39,25,42,12,46,28,52,45,16,43,25,48,53,48,59,43,47,27,47
233,67,45,32,27,46,41,36,58,23,39,35,42,19,45,30,50,19,54,44,27,47,26,41,53,59,60,48,49,27,42
234,67,48,33,31,48,45,40,49,35,42,38,36,29,41,20,55,26,49,46,26,41,23,49,50,52,55,48,41,23,45
235,60,52,35,40,46,46,44,53,30,43,45,37,30,35,24,41,26,45,51,16,36,28,50,54,51,55,46,40,20,52
236,64,49,34,32,53,50,40,48,39,43,39,38,24,36,24,53,26,55,45,24,38,17,44,53,52,52,47,41,24,47
237,65,41,34,34,46,43,43,56,32,40,46,43,17,36,16,47,22,55,45,18,44,24,40,56,53,54,50,55,25,51
238,64,40,32,29,50,49,38,57,34,45,35,39,22,45,25,40,29,60,40,27,38,23,38,48,47,56,55,41,33,52
239,66,49,34,30,50,46,37,50,36,38,36,41,21,53,24,47,25,45,39,26,40,18,48,51,48,55,52,47,27,52
240,54,48,28,24,48,48,47,51,43,44,41,31,28,47,25,46,26,54,49,24,41,15,49,61,57,50,49,36,23,44
241,61,46,29,22,51,52,42,51,37,41,46,37,15,43,24,54,22,51,43,28,47,29,38,59,38,59,46,43,26,51
242,67,39,32,34,54,51,46,55,34,34,35,39,24,46,27,47,24,52,49,20,41,30,45,51,50,54,42,44,20,45
243,68,53,35,33,43,46,41,54,33,43,30,34,24,37,23,48,32,55,48,28,46,22,35,52,49,50,51,46,19,53
244,62,47,37,37,45,49,37,58,25,44,40,40,26,33,16,35,28,53,49,30,44,19,50,54,47,48,48,48,31,51
245,69,44,32,41,42,48,44,54,42,30,40,36,21,40,21,49,27,55,42,20,44,19,51,48,59,58,48,40,23,44
246,66,43,34,28,56,37,37,53,29,37,41,41,22,43,26,38,26,51,41,28,41,30,52,56,53,51,54,46,22,49
247,66,49,42,29,49,45,42,55,41,33,42,38,18,41,12,44,24,51,51,28,33,30,44,59,47,47,50,50,27,44
248,57,52,35,25,54,38,45,59,36,41,34,31,24,48,18,43,22,53,46,21,42,26,55,45,51,53,55,53,17,52
249,66,44,38,37,46,44,41,58,28,39,36,38,19,47,16,45,26,57,48,30,47,26,48,49,52,51,45,41,26,43
250,64,47,30,29,37,52,46,56,37,34,44,35,20,46,18,46,35,52,37,27,40,29,44,50,51,58,45,50,21,51
251,62,47,38,30,47,45,46,55,29,35,41,40,30,44,16,42,28,50,46,20,39,18,43,63,52,57,46,44,23,55
252,65,54,39,33,51,49,44,53,39,41,40,36,18,39,19,55,24,46,43,18,34,29,44,47,61,53,46,41,25,45
253,57,40,29,31,48,44,46,51,39,51,33,37,27,38,26,45,30,52,41,24,40,26,45,54,53,47,51,48,25,53
254,61,43,37,31,48,52,43,55,31,37,40,39,22,41,16,46,24,61,47,29,45,19,47,46,52,58,38,43,30,50
255,65,54,40,24,50,50,40,49,32,37,37,36,25,42,19,43,15,53,43,32,37,26,47,51,54,53,50,49,24,54
256,65,54,42,34,56,46,37,56,33,47,37,33,25,36,21,51,21,53,45,21,37,18,40,47,54,53,46,53,18,52
257,60,51,35,39,54,46,53,49,35,41,41,36,24,40,18,38,23,53,43,21,46,20,40,53,47,55,52,43,28,47
258,61,51,30,28,49,51,45,57,33,41,38,35,26,42,17,46,22,55,44,20,38,20,50,51,56,53,50,51,26,45
259,62,44,39,26,46,48,43,56,26,38,46,38,25,35,24,48,28,45,44,19,42,26,46,58,49,62,53,44,22,49
260,67,46,28,34,45,47,47,50,33,50,35,40,22,49,24,49,22,48,50,48,39,21,38,51,50,44,49,45,18,42
261,62,53,36,40,57,41,31,46,37,36,40,32,21,39,23,41,24,56,47,25,37,21,53,53,51,56,48,52,21,52
262,61,48,29,26,48,46,41,57,36,40,37,37,20,37,25,46,31,56,47,24,33,25,43,52,53,50,55,49,31,48
263,70,46,38,33,58,47,34,47,40,32,39,33,33,44,16,38,21,56,46,26,36,29,48,49,52,62,48,41,20,49
264,67,45,39,42,49,43,40,53,32,35,38,45,20,50,17,46,21,57,51,15,34,22,45,57,49,44,53,45,25,52
265,66,41,35,30,49,41,43,58,36,45,42,45,25,40,23,39,23,54,47,20,43,25,49,53,45,41,54,49,21,49
266,65,46,35,31,53,56,41,56,37,35,38,33,23,35,24,43,16,58,41,26,45,18,46,51,53,63,45,46,27,45
267,60,51,30,31,44,44,45,48,28,34,31,39,22,50,25,39,23,61,54,20,45,25,52,55,52,49,48,51,29,46
268,63,46,33,22,44,42,43,55,29,42,41,47,15,44,24,50,24,46,44,28,49,26,46,54,48,57,43,50,26,50
269,62,47,30,27,44,48,46,49,38,45,34,45,27,40,19,38,21,55,47,30,35,28,43,53,56,48,47,53,24,52
270,68,40,37,31,45,35,46,60,31,42,37,43,17,38,23,44,31,52,54,21,42,27,40,56,56,44,49,48,25,49
271,62,48,41,30,54,45,41,62,37,39,39,40,23,40,25,47,24,53,48,29,28,16,47,46,58,48,48,43,21,49
272,63,54,38,23,47,38,37,51,37,38,40,35,24,44,23,49,27,49,49,32,47,15,47,52,49,56,54,36,30,47
273,61,40,34,25,47,44,35,54,40,37,45,33,22,41,24,50,32,52,42,29,43,21,49,53,54,55,53,46,25,45
274,59,42,39,26,47,41,38,57,41,44,40,35,19,40,24,50,30,52,44,30,40,25,37,53,51,47,59,49,22,50
275,68,42,37,28,44,50,37,53,38,38,39,33,21,36,21,52,28,51,47,27,39,22,42,47,56,50,57,39,36,53
276,71,55,37,35,49,45,44,58,32,39,35,39,29,43,15,41,34,49,41,19,39,21,40,46,49,54,48,41,28,55
277,66,40,37,40,47,36,46,57,36,40,43,38,22,46,21,47,30,56,38,15,42,20,54,53,42,55,47,48,17,52
278,60,46,34,32,50,42,46,52,31,39,40,42,25,38,15,40,26,53,42,18,46,23,47,55,51,54,55,50,25,54
279,66,43,36,32,48,40,44,51,23,49,44,41,22,39,24,48,19,50,54,26,40,23,39,47,55,51,49,50,26,52
280,58,50,36,31,40,40,42,56,38,46,38,37,22,42,19,40,27,57,44,23,36,25,47,51,55,51,50,55,22,53
281,67,51,32,34,52,39,48,51,36,35,35,38,28,41,19,43,36,56,45,16,40,24,55,58,50,51,47,27,26,51
282,58,49,37,36,50,41,34,54,33,35,40,30,37,49,16,41,25,53,47,26,35,20,46,57,51,56,49,44,28,54
283,67,46,39,32,47,48,41,51,31,42,46,35,21,41,18,40,28,55,43,26,44,17,47,50,48,57,56,49,23,43
284,68,46,34,34,50,55,41,52,39,32,30,29,20,54,14,40,27,54,47,21,38,28,52,52,49,52,56,48,20,49
285,64,51,36,33,45,45,42,56,30,45,39,37,26,39,26,43,24,57,34,24,44,22,49,54,48,55,43,50,17,53
286,57,52,30,26,57,48,32,56,37,39,42,28,25,42,20,44,38,59,41,20,42,23,45,56,42,55,47,47,27,54
287,69,47,25,23,48,53,46,51,34,35,45,40,23,44,21,50,29,55,46,21,38,18,50,53,47,56,48,52,19,45
288,69,47,43,36,52,44,41,51,31,40,36,37,25,42,20,44,31,60,36,26,32,19,49,45,49,54,45,45,29,53
289,65,52,31,30,53,45,41,51,32,32,45,39,28,41,22,48,25,58,47,27,37,19,50,52,49,51,45,45,23,48
290,61,47,39,41,47,49,40,52,36,39,38,44,24,41,20,46,31,55,47,22,42,17,41,51,54,51,45,45,21,45
291,65,54,37,25,53,46,41,48,30,35,38,31,23,47,23,48,20,54,48,23,41,18,50,54,52,61,45,51,21,49
292,60,46,35,28,56,46,46,57,43,38,37,33,35,40,20,42,28,48,42,26,37,31,47,56,54,52,43,34,17,54
293,63,50,31,24,54,45,47,52,32,38,33,38,23,47,34,43,33,50,49,26,38,26,40,49,56,49,53,38,19,51
294,62,50,36,30,52,50,43,59,37,41,43,30,25,42,17,45,25,56,39,21,36,25,50,55,52,55,45,43,19,48
295,59,49,38,27,57,54,39,54,29,43,40,35,32,39,32,37,22,54,40,22,40,28,54,50,50,51,45,35,28,48
296,67,39,35,32,41,45,41,48,36,41,42,43,23,39,23,42,31,45,52,21,43,22,47,56,55,53,48,52,25,44
297,69,49,34,27,51,49,44,44,36,39,43,31,20,38,14,46,40,55,47,23,34,29,46,48,52,55,48,43,26,51
298,65,46,30,26,51,51,38,36,35,39,35,39,36,44,13,54,27,53,51,25,40,27,48,52,56,52,45,41,27,49
299,66,53,33,25,48,53,38,59,28,39,47,29,28,32,31,48,20,55,46,20,35,26,52,49,43,58,46,46,22,56
300,68,47,30,27,47,40,48,53,39,40,40,39,22,44,18,48,26,55,45,22,41,22,46,52,49,57,48,44,25,49
301,64,40,32,43,52,39,37,53,37,28,39,37,25,50,21,49,24,47,43,22,42,30,45,58,60,49,43,44,25,53
302,58,48,30,29,49,50,45,49,32,46,36,46,30,50,29,48,16,55,45,25,41,23,43,54,55,47,46,43,16,47
303,66,47,36,28,47,46,42,52,34,36,33,37,27,40,32,38,25,48,48,28,34,32,49,47,48,55,50,50,24,52
304,67,39,32,34,48,48,39,51,38,30,36,36,20,44,24,46,29,58,51,28,37,22,41,54,52,59,51,45,25,47
305,65,51,26,35,49,48,39,55,32,47,40,30,32,29,24,47,18,48,44,24,41,21,47,50,56,54,58,50,27,44
306,61,43,28,28,47,48,41,53,40,48,38,38,19,37,25,51,25,57,46,27,33,23,46,57,53,45,44,54,27,49
307,64,44,34,33,50,44,39,60,33,41,43,30,23,44,19,46,27,49,44,20,39,35,48,52,46,54,51,50,21,48
308,63,46,28,33,50,52,38,48,32,39,35,39,33,52,35,46,21,58,48,17,38,23,43,50,48,56,46,42,26,46
309,57,43,30,28,58,47,35,52,32,46,32,51,34,40,32,36,26,61,46,23,41,15,44,56,51,58,50,45,16,46
310,63,51,41,28,51,55,43,53,40,40,33,33,24,40,23,47,16,47,47,25,43,23,47,48,49,60,44,48,24,45
311,68,51,27,33,51,50,42,58,35,37,40,35,24,39,29,41,23,46,42,35,41,24,45,49,50,47,43,54,23,49
312,65,45,28,34,56,47,40,49,41,35,40,35,22,37,14,46,26,46,47,32,46,20,46,53,54,57,47,46,30,47
313,65,50,34,29,49,51,36,59,32,29,37,44,22,48,15,48,23,53,38,26,32,26,52,53,50,49,47,50,25,59
314,61,47,32,31,43,49,46,60,38,39,36,31,26,41,31,44,28,50,50,23,39,22,35,55,55,47,51,39,30,52
315,63,55,37,34,52,47,42,50,37,31,31,38,33,51,13,40,28,53,34,26,40,19,52,53,51,53,51,47,23,47
316,69,49,34,30,52,45,32,56,30,33,40,38,30,39,19,46,27,53,42,22,45,18,48,56,48,48,49,56,31,46
317,60,46,36,19,53,47,46,55,31,37,34,38,20,44,22,38,36,56,49,25,47,25,45,53,48,52,48,55,22,44
318,59,46,34,26,53,48,37,63,43,46,41,40,26,46,21,36,25,48,52,15,41,22,41,47,50,59,53,42,21,50
319,70,44,37,22,50,49,45,56,32,33,38,35,19,38,31,52,34,44,42,20,41,30,45,47,53,55,49,51,23,46
320,65,50,29,32,57,52,46,51,31,29,41,37,22,41,22,45,25,58,47,31,32,29,48,60,48,48,46,40,13,56
321,63,49,41,31,55,49,36,55,32,36,46,34,19,46,19,47,29,51,44,26,38,21,47,47,53,52,50,45,22,48
322,62,48,32,35,48,53,41,49,36,32,36,30,20,49,20,43,26,53,39,28,37,29,54,47,59,61,49,49,18,48
323,65,41,30,25,51,50,40,51,39,36,44,30,23,44,25,52,30,53,49,18,39,29,42,51,57,55,42,48,23,49
324,61,46,30,34,54,50,42,48,42,43,39,42,20,43,14,44,24,52,47,19,38,27,49,51,49,55,49,40,25,54
325,63,53,32,32,54,49,43,52,35,46,29,38,27,45,14,49,24,50,40,17,44,26,49,53,48,57,50,40,31,41
326,65,34,36,27,52,48,38,55,40,37,39,32,22,39,25,42,20,55,46,24,43,22,47,60,51,58,50,46,28,50
327,61,43,31,31,47,47,52,59,31,36,40,46,28,36,24,44,28,59,43,19,45,22,40,49,59,55,48,49,16,43
328,70,38,38,35,42,50,43,51,34,38,35,37,20,38,25,45,33,51,47,24,44,25,47,52,52,60,52,38,24,43
329,63,53,36,34,48,49,32,46,34,34,33,35,32,43,14,52,27,51,42,30,44,27,53,51,55,48,49,43,23,50
330,64,41,35,29,50,46,42,55,38,38,36,36,23,45,26,44,31,58,38,24,41,17,45,56,50,54,54,51,15,49
331,67,39,34,29,47,45,43,53,42,42,36,45,21,37,18,49,31,60,44,24,39,29,43,55,47,48,52,43,20,49
332,64,43,28,37,57,39,50,64,40,36,37,34,25,41,29,47,23,48,44,19,40,23,46,54,54,54,49,44,22,40
333,66,46,31,34,51,46,40,59,41,37,29,31,23,38,19,39,33,55,45,17,41,25,42,51,61,58,55,45,25,48
334,58,51,36,24,56,50,42,50,29,37,34,41,32,43,21,40,25,53,41,29,35,28,47,53,50,58,47,43,26,52
335,61,46,42,31,53,44,43,54,29,35,45,36,29,37,31,49,24,56,39,27,44,17,38,49,50,60,43,43,23,53
336,56,42,33,33,52,52,39,53,30,48,37,47,24,35,20,38,23,51,41,22,42,32,46,54,51,58,48,54,23,47
337,64,50,32,37,44,53,43,59,41,41,33,43,20,40,15,42,23,48,44,16,42,25,54,54,48,52,47,42,29,50
338,69,46,30,34,46,47,44,56,27,42,42,33,28,39,28,46,25,50,41,19,41,19,50,54,52,52,44,42,29,56
339,66,37,37,35,51,43,41,53,35,48,34,36,27,39,20,50,25,56,50,24,43,22,42,51,41,52,45,51,30,47
340,60,48,29,23,52,55,36,46,35,37,44,34,27,44,20,42,31,55,47,30,42,23,44,54,47,54,51,49,26,46
341,59,44,37,22,54,45,51,51,36,39,39,34,24,41,17,44,25,54,42,25,42,25,46,48,52,53,54,46,24,58
342,64,39,40,26,56,42,37,56,36,41,49,33,22,46,19,45,21,53,47,24,37,21,51,55,56,50,48,50,23,44
343,67,48,37,37,46,44,50,58,38,39,38,43,20,38,17,37,21,53,39,20,45,20,35,52,56,58,49,56,24,46
344,63,52,33,38,49,43,37,55,36,39,38,38,19,35,23,48,28,52,50,21,38,21,38,56,50,57,50,54,25,45
345,65,46,35,29,57,42,44,49,38,48,38,36,21,43,25,40,33,51,37,25,41,29,47,47,48,47,48,45,24,53
346,70,50,41,37,51,40,45,54,31,38,31,41,27,44,22,38,29,47,51,22,39,28,35,47,55,52,51,38,23,54
347,65,39,39,34,50,50,39,56,29,41,40,34,31,43,18,44,22,50,43,39,39,16,44,57,49,55,36,49,27,53
348,64,41,40,28,49,50,44,50,41,43,43,40,21,43,30,45,24,58,45,22,39,20,45,53,48,49,49,41,19,47
349,67,48,35,25,50,50,39,50,31,38,43,34,26,38,20,46,21,57,48,18,45,21,46,49,57,61,48,51,26,43
350,59,45,30,38,51,44,35,51,38,37,36,26,24,50,31,40,31,53,40,19,40,28,45,56,59,50,50,42,33,50
351,60,45,29,31,47,49,38,59,34,30,41,49,23,44,21,44,32,55,42,24,27,20,49,50,54,51,52,53,21,57
352,59,45,38,34,56,48,35,50,32,43,33,44,17,41,20,50,31,52,39,24,40,21,41,51,53,57,53,49,30,45
353,64,50,40,28,54,47,46,50,27,44,32,32,22,35,24,43,17,60,45,25,39,29,42,58,51,55,51,48,30,43
354,67,54,35,31,49,44,36,54,34,41,33,39,27,35,23,50,20,56,46,23,41,26,45,56,56,50,41,50,17,52
355,65,58,26,31,47,46,43,49,38,33,41,39,29,41,21,44,17,53,45,28,34,21,45,55,52,61,43,47,25,54
356,68,55,37,28,52,48,45,54,36,34,37,37,32,42,20,38,23,51,46,25,42,27,48,42,50,52,50,41,21,50
357,65,42,26,33,46,46,41,52,45,33,32,37,27,47,31,45,23,59,43,29,40,24,48,60,50,51,38,48,28,42
358,67,45,32,28,54,51,38,50,37,42,49,37,30,39,19,46,26,60,47,24,38,26,42,49,51,54,44,37,26,43
359,65,44,33,23,52,39,40,52,33,42,45,41,30,40,21,54,32,53,42,20,45,23,39,49,55,58,47,46,25,43
360,61,38,42,34,39,51,44,48,34,43,31,36,21,41,22,48,31,60,45,24,36,21,46,60,50,56,54,39,26,50
361,64,45,27,32,56,50,35,57,40,46,55,31,21,32,16,48,28,46,39,22,43,24,49,57,47,56,43,46,23,53
362,71,40,38,32,53,45,43,44,35,39,38,38,30,48,18,33,25,55,46,25,46,22,44,53,55,57,45,45,22,46
363,66,40,38,34,51,42,41,58,28,40,39,39,27,41,23,48,23,58,30,25,47,21,53,55,52,54,40,41,34,43
364,67,51,28,32,50,48,47,52,34,34,43,33,33,41,33,41,26,39,43,31,39,35,44,46,53,48,48,41,18,53
365,59,47,42,19,48,45,39,50,34,49,43,45,29,39,14,40,19,53,43,32,39,26,47,55,51,52,54,49,29,40
366,64,58,42,33,52,49,46,54,38,36,41,32,26,37,19,47,30,55,43,28,41,17,45,42,46,52,48,44,19,47
367,62,46,42,34,38,47,39,49,41,38,40,36,21,45,29,39,28,52,45,18,46,28,43,54,53,48,52,48,17,53
368,69,38,33,21,43,48,47,55,43,33,44,42,19,35,17,42,31,56,52,25,41,17,49,45,55,56,51,45,32,47
369,60,47,36,25,48,56,46,56,39,38,38,34,27,36,18,48,26,52,43,25,35,31,42,53,57,50,39,51,22,53
370,64,36,32,28,47,55,41,53,40,44,37,41,24,40,15,47,29,52,48,30,37,27,49,54,56,51,46,42,19,47
371,69,53,34,27,50,44,43,53,39,32,40,42,25,40,27,42,29,54,43,22,39,26,38,55,54,54,46,46,22,43
372,63,51,35,37,55,42,43,55,37,40,42,28,23,41,25,46,26,49,47,24,40,26,45,41,50,56,48,41,26,49
373,59,45,39,38,40,51,43,58,34,43,39,30,21,40,14,47,30,57,48,19,38,29,49,46,51,54,51,46,21,51
374,68,44,36,39,56,38,47,58,33,37,45,39,26,41,21,42,23,48,41,21,39,27,44,46,49,54,50,47,21,51
375,63,42,38,26,50,51,46,58,45,37,46,34,24,47,23,50,20,52,52,19,36,21,40,46,55,50,42,47,25,46
376,63,48,32,28,56,50,37,46,30,46,42,32,22,39,26,48,24,57,48,18,40,30,50,46,58,55,45,39,27,49
377,58,37,42,27,42,55,43,58,32,44,33,35,21,44,24,50,26,56,41,26,39,25,53,55,49,45,49,46,22,54
378,65,35,40,32,50,44,44,55,27,38,35,36,19,41,15,45,33,53,46,26,44,18,49,55,51,56,50,45,33,51
379,64,54,29,38,49,51,43,52,29,36,45,31,23,45,19,42,32,54,45,24,45,17,43,54,38,55,55,48,23,48
380,67,47,33,25,53,49,40,48,37,45,39,37,30,43,22,50,31,51,40,24,39,27,43,51,49,55,45,41,19,51
381,67,41,36,39,40,42,42,54,43,36,34,32,22,41,22,53,38,45,45,22,36,23,47,52,60,51,42,44,30,52
382,64,49,38,36,58,47,40,47,34,39,31,34,22,40,18,50,29,53,46,26,42,27,46,54,57,48,47,43,18,48
383,62,44,36,34,53,55,42,56,35,38,42,37,30,40,19,41,20,58,36,18,34,28,47,54,54,56,47,46,24,45
384,64,42,31,24,54,44,38,62,43,41,32,37,24,44,29,41,22,55,44,25,45,17,44,54,48,54,40,45,31,57
385,60,51,34,22,48,57,36,45,41,41,36,33,23,43,36,53,27,57,50,12,38,17,52,50,56,45,47,42,29,50
386,64,45,34,35,41,53,51,51,37,34,41,34,27,41,14,35,27,57,42,25,43,29,38,57,54,57,50,42,21,52
387,60,47,41,29,45,49,43,54,39,30,41,36,27,44,15,40,32,53,52,34,39,22,41,55,48,52,46,45,22,50
388,68,49,28,35,45,50,39,54,36,46,44,36,25,39,25,50,29,59,47,22,36,33,34,49,42,49,48,39,26,49
389,69,58,35,39,55,44,42,51,34,38,41,37,21,46,22,42,31,55,39,21,28,25,34,47,55,52,49,37,28,56
390,68,44,31,35,46,42,38,57,33,41,38,36,19,45,21,48,36,52,41,27,41,18,43,53,54,54,54,40,27,49
391,66,51,26,28,47,52,42,52,36,43,40,34,25,46,20,39,26,57,36,28,40,19,43,60,57,54,45,47,21,51
392,65,48,31,28,45,43,44,61,35,41,44,42,21,46,18,42,27,50,51,26,35,27,45,45,56,54,45,47,25,44
393,64,55,35,42,46,40,51,53,41,34,47,34,29,44,16,47,35,59,41,21,39,17,42,44,46,54,49,38,24,44
394,68,39,34,24,50,51,45,51,32,33,37,43,24,40,19,45,27,56,45,13,39,28,50,52,56,57,47,50,27,49
395,67,48,44,22,49,43,49,57,28,41,33,35,23,42,20,46,33,60,55,23,36,26,40,44,49,46,46,54,25,47
396,58,46,26,21,47,49,37,48,39,40,38,40,33,50,22,44,24,55,42,28,41,19,40,62,56,56,57,33,26,54
397,64,44,36,33,43,50,37,53,35,34,37,46,24,40,11,43,41,56,50,32,36,24,46,58,48,43,50,42,29,46
398,65,40,37,30,48,47,40,52,30,47,34,35,35,49,28,49,22,52,44,28,33,19,39,56,54,51,50,43,23,51
399,63,45,33,21,53,45,44,60,36,38,37,49,20,40,21,49,24,51,49,29,37,24,36,57,47,47,53,44,32,47
400,66,39,30,35,49,44,43,54,35,46,28,41,38,43,21,47,27,58,31,21,46,23,52,44,52,58,45,38,27,50
401,60,40,38,36,42,46,35,57,36,37,38,43,23,50,25,41,29,55,43,20,40,20,38,59,52,55,47,54,22,50
402,61,52,36,36,47,41,40,53,29,37,41,40,21,50,25,42,28,57,51,17,45,31,45,42,45,59,48,44,23,45
403,66,54,33,28,42,52,38,51,35,46,36,39,25,49,26,47,31,55,40,19,38,20,47,52,55,52,40,41,27,47
404,63,47,39,33,57,46,38,52,37,43,37,32,20,40,25,44,26,54,45,23,37,16,46,53,50,51,50,48,33,46
405,66,47,35,30,38,44,41,59,35,40,26,45,23,46,20,40,27,59,41,27,42,19,44,52,49,59,56,44,29,48
406,64,41,26,27,53,42,40,53,38,47,32,27,29,46,31,38,33,53,38,37,43,20,43,54,55,54,44,44,28,51
407,66,40,41,35,51,41,37,52,38,44,32,29,27,42,14,38,33,56,48,20,42,21,47,49,49,51,53,53,27,55
408,60,43,33,28,45,48,40,57,32,45,38,38,30,38,20,46,32,53,46,16,42,33,50,53,54,44,50,40,22,55
409,62,45,29,29,49,46,47,50,28,32,35,34,21,44,21,49,29,57,45,21,39,31,49,60,52,61,51,44,19,52
410,64,46,35,36,53,43,45,58,46,34,32,38,18,41,21,45,32,46,42,24,29,24,52,52,52,58,48,47,23,47
411,60,46,39,36,37,49,42,47,42,53,37,38,22,41,18,50,22,52,39,31,38,30,49,55,46,41,46,49,23,53
412,63,52,32,23,57,48,45,54,34,34,27,38,29,47,24,47,28,50,42,23,39,28,46,49,56,53,46,40,28,49
413,61,47,34,21,50,43,47,46,29,42,41,32,23,43,14,49,29,49,47,31,45,26,51,57,52,61,51,41,20,49
414,66,45,34,31,51,53,38,53,37,38,44,39,21,43,19,51,31,55,56,26,35,16,35,47,56,57,52,40,23,39
415,65,40,37,39,51,56,39,58,34,35,39,35,24,47,31,36,24,54,41,26,45,32,38,58,43,52,49,41,19,43
416,63,46,32,31,60,47,38,51,32,40,40,36,32,42,16,45,23,58,39,33,40,25,39,53,51,44,50,42,31,52
417,68,47,37,30,46,45,44,51,43,41,42,42,25,32,28,41,26,50,43,26,40,18,45,46,57,58,48,37,21,54
418,69,52,37,29,52,46,39,52,29,37,41,42,20,42,20,45,23,48,51,22,35,21,50,50,54,56,52,50,21,46
419,61,53,30,27,41,52,45,49,42,39,37,31,27,44,21,47,29,48,47,17,34,33,41,52,55,49,55,44,30,51
420,65,45,36,27,53,42,41,50,38,43,33,30,27,47,23,36,25,58,48,25,48,27,54,57,49,44,49,46,22,43
421,64,48,33,24,53,48,46,55,42,35,42,41,25,44,16,45,34,51,46,29,32,24,41,44,56,58,50,38,24,43
422,63,47,29,29,42,50,41,53,47,38,48,41,21,41,22,48,27,46,40,18,36,28,54,60,46,48,46,48,24,50
423,66,52,28,43,50,51,44,49,30,45,40,49,22,34,16,52,33,48,43,23,28,18,42,51,55,54,51,39,22,53
424,62,43,35,36,51,55,40,50,35,41,39,39,19,39,17,49,25,58,48,20,45,21,43,53,49,56,44,44,25,50
425,67,54,32,33,54,40,40,53,37,46,39,44,27,33,17,43,29,56,43,16,42,28,45,43,47,48,55,45,25,50
426,65,52,38,23,52,53,40,48,42,52,32,28,24,42,31,53,30,49,44,25,42,22,41,48,45,50,48,44,21,47
427,65,51,31,35,47,55,41,57,37,40,29,40,19,44,27,43,34,49,38,22,41,29,45,48,48,60,44,43,16,53
428,61,43,35,30,52,40,34,57,23,49,44,38,20,59,20,42,19,45,56,23,48,20,48,44,54,50,48,50,27,52
429,61,44,35,32,60,34,39,47,27,46,37,40,18,37,32,43,23,56,49,28,45,26,47,58,49,56,47,40,24,51
430,66,51,26,31,54,42,47,51,38,36,34,39,28,39,21,43,26,52,46,29,36,19,40,57,57,47,45,46,29,56
431,64,53,33,39,51,48,40,50,31,46,40,44,27,45,19,38,21,50,40,22,42,21,47,52,51,55,47,45,21,49
432,64,45,36,28,55,44,42,48,37,39,38,35,24,31,29,46,23,52,41,36,39,32,48,59,55,50,42,42,22,49
433,64,43,29,42,50,51,44,54,34,46,37,34,29,40,18,48,19,51,37,30,38,28,41,54,49,61,49,40,22,49
434,59,44,38,32,54,45,41,59,31,36,37,44,27,44,21,38,26,55,45,22,46,15,52,45,38,55,54,44,33,51
435,66,47,33,26,51,45,35,49,30,43,39,38,24,47,24,47,24,48,47,25,41,30,52,56,49,58,51,40,19,47
436,67,46,40,38,54,44,35,57,30,41,38,41,18,46,27,49,27,45,51,30,42,19,39,49,47,56,45,44,28,38
437,59,45,34,18,47,50,44,50,36,41,44,38,24,40,24,50,21,57,50,29,45,23,43,59,46,52,39,38,28,57
438,64,52,36,24,51,43,36,48,40,39,40,43,19,41,13,39,27,56,43,35,47,25,47,50,52,58,46,43,29,45
439,66,42,33,34,49,53,42,58,33,45,36,45,25,38,20,48,18,51,47,26,38,24,51,59,43,55,44,48,17,43
440,58,59,40,32,54,51,39,47,39,38,40,34,24,45,18,43,19,52,49,24,40,25,37,48,49,53,57,41,29,47
441,65,52,39,28,50,43,40,55,30,40,35,39,30,44,16,44,23,57,49,19,44,26,38,49,49,52,53,49,21,52
442,64,52,30,37,50,46,34,50,36,35,39,38,26,47,27,51,32,53,40,26,43,23,45,49,49,53,47,45,20,44
443,62,41,37,26,42,49,45,53,34,48,38,39,20,43,20,50,24,54,44,26,40,25,40,44,56,51,51,51,26,52
