team,wins,losses,champion,finals,conference_finals,second_round,playoffs
OKC,63.646,18.354,0.253,0.433,0.61,0.81,1.0
BOS,56.428,25.572,0.251,0.426,0.573,0.783,1.0
NYK,50.528,31.472,0.065,0.139,0.277,0.609,0.99
CLE,59.147,22.853,0.05,0.132,0.349,0.637,1.0
MIN,44.445,37.555,0.05,0.091,0.181,0.394,0.751
DEN,48.059,33.941,0.046,0.094,0.224,0.482,0.933
IND,47.135,34.865,0.044,0.085,0.214,0.503,0.966
DAL,44.834,37.166,0.04,0.1,0.211,0.413,0.783
MEM,49.009,32.991,0.037,0.083,0.219,0.485,0.955
MIL,45.64,36.36,0.03,0.076,0.186,0.414,0.906
ORL,44.655,37.345,0.029,0.063,0.15,0.355,0.868
HOU,50.524,31.476,0.027,0.058,0.176,0.472,0.976
SAC,41.91,40.09,0.018,0.043,0.095,0.211,0.494
PHO,40.646,41.354,0.018,0.029,0.07,0.148,0.36
PHI,36.955,45.045,0.01,0.021,0.055,0.113,0.325
MIA,42.761,39.239,0.008,0.035,0.101,0.264,0.733
GSW,41.375,40.625,0.008,0.027,0.062,0.152,0.425
LAL,42.837,38.163,0.007,0.024,0.087,0.212,0.562
LAC,43.365,38.635,0.007,0.015,0.059,0.187,0.589
DET,39.568,42.432,0.002,0.009,0.024,0.091,0.444
ATL,40.709,41.291,0.0,0.009,0.051,0.176,0.574
CHI,35.859,46.141,0.0,0.005,0.019,0.053,0.181
SAS,38.342,42.658,0.0,0.003,0.006,0.034,0.172
TOR,26.008,55.992,0.0,0.0,0.001,0.001,0.002
BRK,27.958,54.042,0.0,0.0,0.0,0.001,0.01
CHO,25.882,56.118,0.0,0.0,0.0,0.0,0.001
NOP,27.666,54.334,0.0,0.0,0.0,0.0,0.0
POR,27.625,54.375,0.0,0.0,0.0,0.0,0.0
UTA,25.912,56.088,0.0,0.0,0.0,0.0,0.0
WAS,19.572,62.428,0.0,0.0,0.0,0.0,0.0
